Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Shawne Williams,SF,21,IND,65,967,0.427,15.0,0.632,0.28,0.089,0.048,0.215,0.368,0.494,0.587,0.455,0.333,0.425,0.314,0.534,0.953,0.03,10,0.197,0.259,1,0,willish03,2007-2008,NBA
Shelden Williams,PF,24,TOT,64,776,0.434,7.1,0.991,0.467,0.198,0.08,0.245,0.009,0.438,0.515,0.357,0.353,0.385,0.0,0.609,,0.061,11,0.0,,0,0,willish02,2007-2008,NBA
Shelden Williams,PF,24,ATL,36,414,0.37,8.3,0.99,0.46,0.12,0.08,0.33,0.01,0.374,0.37,0.5,0.375,0.333,0.0,0.649,,0.06,4,0.0,,0,0,willish02,2007-2008,NBA
Shelden Williams,PF,24,SAC,28,362,0.491,6.1,0.991,0.473,0.268,0.08,0.17,0.009,0.495,0.642,0.3,0.333,0.474,0.0,0.582,,0.063,7,0.0,,0,0,willish02,2007-2008,NBA
Loren Woods,C,29,HOU,7,17,0.6,5.7,1.0,0.4,0.4,0.2,0.0,0.0,0.6,1.0,0.0,1.0,,,1.0,,0.0,0,,,0,0,woodslo01,2007-2008,NBA
Metta World Peace,SF,28,SAC,57,2172,0.453,12.5,0.77,0.325,0.128,0.069,0.248,0.23,0.475,0.601,0.341,0.348,0.414,0.38,0.29,0.702,0.033,29,0.186,0.341,0,0,artesro01,2007-2008,NBA
Antoine Wright,SG,23,TOT,56,1232,0.413,13.0,0.666,0.377,0.046,0.061,0.182,0.334,0.475,0.556,0.267,0.4,0.383,0.291,0.663,1.0,0.04,12,0.564,0.387,3,0,wrighan01,2007-2008,NBA
Antoine Wright,SG,23,NJN,41,1056,0.401,13.4,0.648,0.366,0.042,0.059,0.181,0.352,0.473,0.562,0.25,0.412,0.365,0.267,0.705,1.0,0.045,12,0.545,0.364,3,0,wrighan01,2007-2008,NBA
Antoine Wright,SG,23,DAL,15,176,0.5,10.3,0.786,0.452,0.071,0.071,0.19,0.214,0.485,0.526,0.333,0.333,0.5,0.556,0.438,1.0,0.0,0,0.778,0.571,0,0,wrighan01,2007-2008,NBA
Brandan Wright,PF,20,GSW,38,376,0.554,5.3,1.0,0.527,0.259,0.134,0.08,0.0,0.554,0.644,0.552,0.467,0.111,,0.694,,0.17,18,,,0,0,wrighbr03,2007-2008,NBA
Dorell Wright,SF,22,MIA,44,1104,0.488,13.7,0.962,0.259,0.055,0.061,0.587,0.038,0.493,0.645,0.375,0.222,0.465,0.364,0.763,1.0,0.078,22,0.636,0.429,0,0,wrighdo01,2007-2008,NBA
Julian Wright,SF,20,NOH,57,640,0.533,9.1,0.858,0.497,0.077,0.071,0.213,0.142,0.552,0.702,0.231,0.417,0.361,0.417,0.775,1.0,0.207,32,0.375,0.667,0,0,wrighju01,2007-2008,NBA
