Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Player Reference,Season,League
Allen Iverson*,SG,25,PHI,71,2979,39%,60%,1%,,,5.7,4.1,104,74,46,25,267,,696,46,96,iversal01,2000-2001,NBA
Bobby Jackson,PG,27,SAC,79,1648,97%,3%,,,,8.2,3.3,47,33,51,8,34,,339,10,32,jacksbo01,2000-2001,NBA
Jaren Jackson,SG,33,SAS,16,114,,24%,73%,3%,,-4.7,-14.0,2,1,5,0,1,,14,0,1,jacksja01,2000-2001,NBA
Jim Jackson,SF,30,TOT,56,1690,,63%,36%,1%,,-8.6,-4.4,71,27,70,12,52,,347,4,40,jacksji01,2000-2001,NBA
Jim Jackson,SF,30,ATL,17,550,,57%,43%,,,-12.1,-7.3,26,8,18,5,24,,109,1,19,jacksji01,2000-2001,NBA
Jim Jackson,SF,30,CLE,39,1140,,66%,32%,1%,,-7.0,-3.1,45,19,52,7,28,,238,3,21,jacksji01,2000-2001,NBA
Marc Jackson,C,26,GSW,48,1410,,,,2%,98%,-9.3,0.5,28,25,59,17,80,,133,15,50,jacksma02,2000-2001,NBA
Mark Jackson,PG,35,TOT,83,2588,100%,,,,,0.8,-2.4,126,30,48,13,27,,1415,9,38,jacksma01,2000-2001,NBA
Mark Jackson,PG,35,TOR,54,1802,100%,,,,,2.6,0.1,86,19,24,9,23,,1071,8,30,jacksma01,2000-2001,NBA
Mark Jackson,PG,35,NYK,29,786,100%,,,,,-3.3,-8.1,40,11,24,4,4,,344,1,8,jacksma01,2000-2001,NBA
Stephen Jackson,SF,22,NJN,77,1660,,8%,84%,8%,,-5.1,1.0,55,41,70,16,59,,286,8,36,jacksst02,2000-2001,NBA
Sam Jacobson,PG,25,MIN,14,59,14%,85%,,,,3.8,2.3,0,0,8,1,2,,8,1,1,jacobsa01,2000-2001,NBA
Tim James,SF,24,CHH,30,197,,51%,49%,,,-0.5,-3.1,2,3,12,2,7,,17,0,3,jamesti01,2000-2001,NBA
Antawn Jamison,SF,24,GSW,82,3394,,1%,42%,56%,1%,-8.4,8.9,81,65,101,33,211,,352,53,98,jamisan01,2000-2001,NBA
Anthony Johnson,PG,26,TOT,53,511,66%,35%,,,,-10.4,-5.4,17,6,22,1,13,,170,2,9,johnsan02,2000-2001,NBA
Anthony Johnson,PG,26,ATL,25,279,40%,60%,,,,-12.0,-6.6,10,2,13,1,7,,75,1,3,johnsan02,2000-2001,NBA
Anthony Johnson,PG,26,CLE,28,232,97%,4%,,,,-8.6,-4.1,7,4,9,0,6,,95,1,6,johnsan02,2000-2001,NBA
Avery Johnson,PG,35,SAS,55,1290,100%,,,,,7.3,-2.3,41,9,28,2,20,,526,4,18,johnsav01,2000-2001,NBA
DerMarr Johnson,SF,20,ATL,78,1313,,14%,86%,,,-6.8,-1.4,41,32,54,8,36,,135,8,31,johnsde03,2000-2001,NBA
Ervin Johnson,C,33,MIL,82,1981,,,,,100%,5.5,2.6,16,5,149,12,39,,98,4,21,johnser02,2000-2001,NBA
Larry Johnson,PF,31,NYK,65,2105,,,2%,93%,5%,-0.6,-7.9,38,27,100,17,56,,289,16,44,johnsla02,2000-2001,NBA
Damon Jones,PG,24,VAN,71,1415,31%,68%,1%,,,-7.8,-2.6,51,19,19,1,12,,476,4,13,jonesda01,2000-2001,NBA
Eddie Jones,SG,29,MIA,63,2282,,92%,8%,,,3.0,1.2,61,35,67,19,89,,382,16,44,jonesed02,2000-2001,NBA
Jumaine Jones,SF,21,PHI,65,866,,,52%,47%,,-0.2,-6.4,13,15,33,2,24,,69,5,18,jonesju01,2000-2001,NBA
Popeye Jones,PF,30,WAS,45,638,,,1%,61%,38%,-3.3,4.7,9,4,39,5,21,,64,1,9,jonespo01,2000-2001,NBA
Garth Joseph,C,27,TOT,4,16,,,,,100%,-37.0,-37.2,0,1,0,1,1,,2,0,2,josepga01,2000-2001,NBA
Garth Joseph,C,27,TOR,2,8,,,,,100%,-61.5,-64.2,0,0,0,1,0,,2,0,1,josepga01,2000-2001,NBA
Garth Joseph,C,27,DEN,2,8,,,,,100%,-12.5,-10.2,0,1,0,0,1,,0,0,1,josepga01,2000-2001,NBA
Adam Keefe,PF,30,GSW,67,836,,,17%,70%,13%,-10.2,-0.7,17,9,46,11,25,,78,5,20,keefead01,2000-2001,NBA
Shawn Kemp,PF,31,POR,68,1083,,,,52%,48%,-1.6,-8.5,33,19,108,25,54,,144,9,28,kempsh01,2000-2001,NBA
Steve Kerr,PG,35,SAS,55,650,88%,12%,,,,1.6,-8.7,15,5,13,0,1,,125,0,2,kerrst01,2000-2001,NBA
Jerome Kersey,SF,38,MIL,22,243,,10%,84%,6%,,1.5,-2.9,4,1,16,0,5,,34,0,1,kerseje01,2000-2001,NBA
Lari Ketner,PF,23,IND,3,7,,,,39%,61%,-16.0,-16.0,0,2,0,0,0,,2,0,0,ketnela01,2000-2001,NBA
Jason Kidd*,PG,27,PHO,77,3065,91%,10%,,,,2.1,-1.3,189,58,68,19,108,,1604,21,47,kiddja01,2000-2001,NBA
Gerard King,SF,28,WAS,45,706,,1%,68%,32%,,-8.5,-1.5,15,14,48,16,16,,68,3,11,kingge02,2000-2001,NBA
Brevin Knight,PG,25,TOT,53,1457,100%,,,,,-8.1,-3.5,66,15,59,2,24,,676,3,21,knighbr01,2000-2001,NBA
Brevin Knight,PG,25,CLE,6,93,100%,,,,,-10.0,-5.4,3,4,4,0,2,,54,0,1,knighbr01,2000-2001,NBA
Brevin Knight,PG,25,ATL,47,1364,100%,,,,,-8.0,-3.3,63,11,55,2,22,,622,3,20,knighbr01,2000-2001,NBA
Travis Knight,C,26,NYK,45,256,,,,36%,64%,-1.6,-5.1,3,3,20,3,6,,11,0,4,knightr01,2000-2001,NBA
Toni Kukoč*,SF,32,TOT,65,1597,,2%,51%,46%,2%,4.1,4.5,67,28,32,12,62,,427,16,33,kukocto01,2000-2001,NBA
Toni Kukoč*,SF,32,PHI,48,979,,,29%,69%,3%,9.2,6.0,37,18,23,4,30,,197,9,21,kukocto01,2000-2001,NBA
Toni Kukoč*,SF,32,ATL,17,618,,5%,86%,9%,,-4.0,2.2,30,10,9,8,32,,230,7,12,kukocto01,2000-2001,NBA
Christian Laettner,C-PF,31,TOT,78,1663,,,,23%,77%,-2.4,-2.3,68,37,98,25,92,,262,24,30,laettch01,2000-2001,NBA
Christian Laettner,C,31,DAL,53,930,,,,11%,89%,0.4,-5.4,37,15,66,13,44,,145,15,21,laettch01,2000-2001,NBA
Christian Laettner,PF,31,WAS,25,733,,,,38%,62%,-5.9,1.7,31,22,32,12,48,,117,9,9,laettch01,2000-2001,NBA
Raef LaFrentz,C,24,DEN,78,2457,,,,18%,82%,-0.7,4.2,28,26,173,22,118,,240,27,88,lafrera01,2000-2001,NBA
Trajan Langdon,SG,24,CLE,65,1116,2%,97%,2%,,,-1.9,4.0,22,14,54,11,20,,171,6,24,langdtr01,2000-2001,NBA
Dan Langhi,SF,23,HOU,33,241,,8%,53%,37%,2%,-8.1,-11.4,3,3,7,2,7,,10,1,12,langhda01,2000-2001,NBA
Voshon Lenard,SG,27,DEN,80,2331,2%,98%,,,,-2.3,0.1,53,21,77,16,64,,404,12,62,lenarvo01,2000-2001,NBA
Quincy Lewis,SF,23,UTA,35,402,,83%,17%,,,6.8,2.0,3,2,27,8,9,,38,1,12,lewisqu01,2000-2001,NBA
Rashard Lewis,PF,21,SEA,78,2720,,,53%,45%,3%,1.6,5.4,54,41,87,18,80,,284,17,54,lewisra02,2000-2001,NBA
Randy Livingston,PG,25,GSW,2,7,71%,29%,,,,-18.6,-9.0,0,0,0,0,0,,2,0,0,livinra01,2000-2001,NBA
Art Long,PF,28,SAC,9,20,,,,86%,14%,-13.8,-20.1,0,1,2,1,0,,2,0,1,longar01,2000-2001,NBA
Grant Long,PF,34,VAN,66,1507,,,23%,73%,4%,-7.3,-2.0,30,14,61,10,50,,188,7,12,longgr01,2000-2001,NBA
Luc Longley,C,32,NYK,25,301,,,,,100%,5.5,2.5,4,4,17,8,8,,17,1,6,longllu01,2000-2001,NBA
Felipe López,SG-PG,26,TOT,70,1565,15%,84%,1%,,,-5.6,-1.8,37,18,68,19,73,,225,12,60,lopezfe01,2000-2001,NBA
Felipe López,SG,26,WAS,47,1108,9%,89%,1%,,,-10.9,-5.1,23,12,47,14,57,,157,9,46,lopezfe01,2000-2001,NBA
Felipe López,PG,26,MIN,23,457,28%,71%,,,,7.0,6.2,14,6,21,5,16,,68,3,14,lopezfe01,2000-2001,NBA
Tyronn Lue,PG,23,LAL,38,468,100%,,,,,-4.9,-9.9,10,12,10,2,4,,100,1,4,luety01,2000-2001,NBA
George Lynch,SF,30,PHI,82,2649,,1%,83%,16%,,4.2,-1.6,54,31,98,14,74,,292,15,73,lynchge01,2000-2001,NBA
Todd MacCulloch,C,25,PHI,63,597,,,,,100%,0.0,-5.6,5,7,57,7,32,,21,6,28,maccuto01,2000-2001,NBA
Don MacLean,SF,31,MIA,8,76,,,22%,66%,13%,-6.5,-9.2,5,1,3,2,1,,9,0,1,macledo01,2000-2001,NBA
Mark Madsen,PF,25,LAL,70,641,,,,37%,63%,-5.5,-11.1,10,6,52,6,14,,50,3,16,madsema01,2000-2001,NBA
Corey Maggette,SF,21,LAC,69,1359,,28%,70%,2%,,-2.8,0.8,37,41,54,16,115,,181,23,49,maggeco01,2000-2001,NBA
Jamaal Magloire,C,22,CHH,74,1095,,,,,100%,3.0,0.8,10,19,67,18,52,,64,10,26,magloja01,2000-2001,NBA
Dan Majerle,SG,35,MIA,53,1306,,57%,43%,,,4.4,2.7,23,8,37,2,10,,193,2,11,majerda01,2000-2001,NBA
Karl Malone*,PF,37,UTA,81,2895,,,,88%,12%,6.6,6.2,144,45,85,34,263,,776,67,86,malonka01,2000-2001,NBA
Matt Maloney,PG,29,ATL,55,1403,81%,19%,1%,,,-2.0,5.8,45,18,35,2,3,,335,0,12,malonma01,2000-2001,NBA
Danny Manning,PF,34,UTA,82,1305,,,,62%,38%,4.7,-0.4,51,15,74,18,62,,203,16,20,mannida01,2000-2001,NBA
Stephon Marbury,PG,23,NJN,67,2557,88%,12%,,,,-5.4,0.7,106,46,40,30,174,,1116,41,90,marbust01,2000-2001,NBA
Shawn Marion,SF,22,PHO,79,2857,,4%,91%,6%,,4.9,9.2,53,51,123,12,130,,352,31,59,mariosh01,2000-2001,NBA
Donyell Marshall,SF,27,UTA,81,2326,,,81%,19%,,7.5,6.2,55,34,84,19,123,,285,29,97,marshdo01,2000-2001,NBA
Darrick Martin,PG,29,SAC,31,176,100%,,,,,1.8,-4.6,3,3,13,2,13,,32,0,5,martida01,2000-2001,NBA
Kenyon Martin,PF,23,NJN,68,2272,,,1%,42%,57%,-6.5,-1.9,52,34,119,24,89,,291,14,36,martike01,2000-2001,NBA
Jamal Mashburn,SF,28,CHH,76,2989,,,96%,4%,,3.0,2.2,94,65,96,30,134,,881,23,80,mashbja01,2000-2001,NBA
Anthony Mason,PF,34,MIA,80,3254,,,13%,85%,2%,1.7,-4.5,59,52,102,35,178,,605,40,100,masonan01,2000-2001,NBA
Desmond Mason,SF,23,SEA,78,1522,,16%,45%,40%,,-1.9,-3.0,22,11,57,9,39,,150,7,23,masonde01,2000-2001,NBA
Tony Massenburg,PF,33,VAN,52,823,,,2%,57%,42%,-7.2,-1.4,4,22,73,7,36,,21,8,21,masseto01,2000-2001,NBA
Vernon Maxwell,PG,35,TOT,43,660,88%,12%,,,,-0.4,-5.6,14,13,19,4,13,,106,1,11,maxweve01,2000-2001,NBA
Vernon Maxwell,PG,35,PHI,24,375,79%,21%,,,,-1.5,-7.0,5,7,10,3,8,,61,0,6,maxweve01,2000-2001,NBA
Vernon Maxwell,PG,35,DAL,19,285,100%,,,,,1.1,-3.8,9,6,9,1,5,,45,1,5,maxweve01,2000-2001,NBA
Walter McCarty,PF,26,BOS,60,478,,,3%,75%,22%,-3.0,-0.6,10,6,39,1,10,,92,0,7,mccarwa01,2000-2001,NBA
Dan McClintock,C,23,DEN,6,58,,,,,100%,-22.4,-20.4,0,2,6,0,3,,2,1,3,mcclida01,2000-2001,NBA
George McCloud,SF,33,DEN,76,2007,1%,39%,61%,,,-5.3,-6.0,69,28,72,10,65,,603,10,44,mccloge01,2000-2001,NBA
Jelani McCoy,C,23,SEA,70,1143,,,,62%,38%,-4.8,-6.6,20,21,63,14,49,,127,20,36,mccoyje01,2000-2001,NBA
Antonio McDyess,PF,26,DEN,70,2555,,,,93%,7%,0.0,6.5,53,50,77,35,150,,368,34,70,mcdyean01,2000-2001,NBA
Tracy McGrady*,SG,21,ORL,77,3087,1%,95%,4%,,,4.2,14.0,98,70,60,9,256,,787,60,97,mcgratr01,2000-2001,NBA
Jim McIlvaine,C,28,NJN,18,193,,,,,100%,-12.3,-6.9,1,3,19,4,3,,8,0,3,mcilvji01,2000-2001,NBA
Jeff McInnis,PG,26,LAC,81,2831,92%,8%,,,,-5.3,-6.8,73,25,52,6,51,,993,10,30,mcinnje01,2000-2001,NBA
Derrick McKey,SF,34,IND,66,987,,12%,71%,17%,,-1.1,-1.4,30,7,54,5,7,,168,1,5,mckeyde01,2000-2001,NBA
Aaron McKie,SG,28,PHI,76,2394,2%,72%,26%,,,7.1,6.0,116,48,58,19,73,,799,20,56,mckieaa01,2000-2001,NBA
Roshown McLeod,SF,25,TOT,35,922,,8%,89%,3%,,-1.9,5.0,22,13,47,9,23,,125,10,23,mcleoro01,2000-2001,NBA
Roshown McLeod,SF,25,ATL,34,907,,8%,91%,1%,,-1.6,5.5,22,13,45,9,23,,125,10,23,mcleoro01,2000-2001,NBA
Roshown McLeod,SF,25,PHI,1,15,,,,100%,,-20.0,-24.9,0,0,2,0,0,,0,0,0,mcleoro01,2000-2001,NBA
Paul McPherson,PG,22,TOT,55,595,21%,76%,3%,,,-0.7,3.0,18,10,32,7,29,,83,8,5,mcphepa01,2000-2001,NBA
Paul McPherson,PG,22,PHO,33,308,40%,55%,5%,,,2.3,-0.1,6,5,16,5,11,,38,4,2,mcphepa01,2000-2001,NBA
Paul McPherson,PG,22,GSW,22,287,1%,98%,1%,,,-3.9,6.2,12,5,16,2,18,,45,4,3,mcphepa01,2000-2001,NBA
Stanislav Medvedenko,PF,21,LAL,7,39,,,,24%,76%,-1.2,-5.0,2,0,2,1,5,,5,0,3,medvest01,2000-2001,NBA
Ron Mercer,SG,24,CHI,61,2535,,49%,51%,,,-11.1,-2.0,54,39,69,14,93,,449,20,47,mercero01,2000-2001,NBA
Chris Mihm,C,21,CLE,59,1166,,,,,100%,-4.2,0.8,15,29,78,21,51,,35,9,49,mihmch01,2000-2001,NBA
Darius Miles,SF,19,LAC,81,2133,,3%,61%,36%,1%,1.5,10.4,44,48,112,14,97,,213,17,47,milesda01,2000-2001,NBA
Andre Miller,PG,24,CLE,82,2848,97%,3%,,,,-1.3,12.4,147,64,78,26,171,,1388,32,92,millean02,2000-2001,NBA
Anthony Miller,PF,29,TOT,4,11,,,,71%,29%,-35.8,-34.2,1,0,1,0,0,,0,0,0,millean01,2000-2001,NBA
Anthony Miller,PF,29,ATL,2,6,,,,47%,53%,-51.5,-45.7,1,0,0,0,0,,0,0,0,millean01,2000-2001,NBA
Anthony Miller,PF,29,HOU,1,3,,,,100%,,25.0,22.5,0,0,1,0,0,,0,0,0,millean01,2000-2001,NBA
Anthony Miller,PF,29,PHI,1,2,,,,100%,,-80.0,-84.8,0,0,0,0,0,,0,0,0,millean01,2000-2001,NBA
Brad Miller,C,24,CHI,57,1434,,,,1%,99%,-8.8,2.4,21,25,81,9,104,,227,21,51,millebr01,2000-2001,NBA
Mike Miller,SF,20,ORL,82,2390,,23%,76%,1%,,2.6,3.9,40,28,98,17,45,,313,12,27,millemi01,2000-2001,NBA
Reggie Miller*,SG,35,IND,81,3181,38%,62%,,,,0.5,2.5,72,19,45,29,88,,557,13,29,millere01,2000-2001,NBA
Chris Mills,SF,31,GSW,15,493,,16%,81%,3%,,-3.8,6.7,8,4,20,5,16,,38,2,10,millsch01,2000-2001,NBA
Terry Mills,PF,33,IND,14,113,,,,56%,44%,-17.0,-17.4,7,0,10,2,0,,11,0,1,millste01,2000-2001,NBA
Sam Mitchell,SF,37,MIN,82,983,,10%,89%,2%,,-5.4,-9.3,18,13,42,3,23,,124,8,6,mitchsa01,2000-2001,NBA
Cuttino Mobley,SG,25,HOU,79,3002,,82%,18%,,,4.4,7.9,69,50,64,24,158,,438,33,79,moblecu01,2000-2001,NBA
Nazr Mohammed,C,23,TOT,58,912,,,,22%,78%,-1.0,3.1,15,29,69,9,61,,41,14,39,mohamna01,2000-2001,NBA
Nazr Mohammed,C,23,PHI,30,196,,,,40%,61%,7.6,3.0,2,3,24,3,14,,4,4,8,mohamna01,2000-2001,NBA
Nazr Mohammed,C,23,ATL,28,716,,,,18%,82%,-3.3,3.1,13,26,45,6,47,,37,10,31,mohamna01,2000-2001,NBA
Jérôme Moïso,C,22,BOS,24,135,,,,65%,35%,-4.6,-2.3,10,4,18,4,7,,7,0,3,moisoje01,2000-2001,NBA
Eric Montross,C,29,TOT,54,649,,,,,100%,-10.3,-10.2,12,8,63,16,12,,45,3,8,montrer01,2000-2001,NBA
Eric Montross,C,29,DET,42,568,,,,,100%,-8.9,-8.3,10,7,52,15,11,,37,2,8,montrer01,2000-2001,NBA
Eric Montross,C,29,TOR,12,81,,,,,100%,-20.4,-23.5,2,1,11,1,1,,8,1,0,montrer01,2000-2001,NBA
Mikki Moore,C,25,DET,81,1154,,,,7%,93%,-2.3,-0.7,22,20,98,22,54,,78,11,23,mooremi01,2000-2001,NBA
Hanno Möttölä,SF,24,ATL,73,989,,,13%,74%,14%,-12.1,-8.4,21,20,83,19,41,,57,4,33,mottoha01,2000-2001,NBA
Alonzo Mourning*,C,30,MIA,13,306,,,,,100%,5.0,2.7,4,9,7,9,23,,29,5,10,mournal01,2000-2001,NBA
Chris Mullin*,SF,37,GSW,20,374,,17%,83%,,,-10.6,-1.1,13,3,13,2,5,,42,0,6,mullich01,2000-2001,NBA
Lamond Murray,SF,27,CLE,78,2225,,,86%,13%,,-5.0,-0.5,58,33,71,34,100,,259,18,53,murrala01,2000-2001,NBA
Tracy Murray,SF,29,TOT,51,588,,7%,92%,1%,,-3.9,-5.9,15,4,25,5,19,,50,5,16,murratr01,2000-2001,NBA
Tracy Murray,SF,29,DEN,13,135,,24%,75%,1%,,-5.2,-3.0,5,1,5,0,3,,20,0,1,murratr01,2000-2001,NBA
Tracy Murray,SF,29,TOR,38,453,,2%,97%,1%,,-3.4,-6.8,10,3,20,5,16,,30,5,15,murratr01,2000-2001,NBA
Dikembe Mutombo*,C,34,TOT,75,2591,,,,,100%,1.1,5.9,35,36,99,38,113,,170,26,47,mutomdi01,2000-2001,NBA
Dikembe Mutombo*,C,34,ATL,49,1716,,,,,100%,-0.6,9.1,24,19,72,27,65,,123,17,33,mutomdi01,2000-2001,NBA
Dikembe Mutombo*,C,34,PHI,26,875,,,,,100%,4.5,-0.3,11,17,27,11,48,,47,9,14,mutomdi01,2000-2001,NBA
Mamadou N'Diaye,C,25,TOR,3,10,,,,,100%,-5.0,-7.6,0,0,1,0,1,,0,0,0,ndiayma02,2000-2001,NBA
Lee Nailon,SF,25,CHH,42,469,,,53%,46%,1%,3.1,0.7,10,6,24,6,23,,50,3,7,nailole01,2000-2001,NBA
Eduardo Nájera,PF,24,DAL,40,431,,2%,53%,42%,3%,-5.0,-10.8,11,3,23,1,14,,58,3,13,najered01,2000-2001,NBA
Steve Nash*,PG,26,DAL,70,2387,95%,5%,,,,7.0,6.2,137,32,46,16,49,,1132,7,44,nashst01,2000-2001,NBA
Tyrone Nesby,SF-SG,25,TOT,62,1556,,26%,74%,,,-6.6,0.1,26,18,63,14,45,,163,8,28,nesbyty01,2000-2001,NBA
Tyrone Nesby,SG,25,LAC,14,333,1%,90%,9%,,,-9.4,-6.6,2,5,13,1,11,,22,3,7,nesbyty01,2000-2001,NBA
Tyrone Nesby,SF,25,WAS,48,1223,,9%,91%,,,-5.9,2.0,24,13,50,13,34,,141,5,21,nesbyty01,2000-2001,NBA
Rasho Nesterović,C,24,MIN,73,1233,,,,,100%,0.2,-2.0,11,16,112,8,28,,100,5,27,nestera01,2000-2001,NBA
Ira Newble,SF,26,SAS,27,184,,2%,88%,10%,,-15.8,-25.9,6,0,5,0,5,,13,0,7,newblir01,2000-2001,NBA
Johnny Newman,SG,37,NJN,82,2049,,35%,62%,3%,,-8.6,-6.0,27,29,67,29,119,,253,23,68,newmajo01,2000-2001,NBA
Moochie Norris,PG,27,HOU,82,1654,99%,1%,,,,3.5,1.7,55,21,20,8,71,,657,13,18,norrimo01,2000-2001,NBA
Dirk Nowitzki*,PF,22,DAL,82,3125,,,3%,76%,21%,8.3,17.7,76,35,146,22,221,,387,53,51,nowitdi01,2000-2001,NBA
Jermaine O'Neal,C,22,IND,81,2641,,,,34%,66%,0.7,2.1,30,50,150,41,167,,223,38,88,onealje01,2000-2001,NBA
Shaquille O'Neal*,C,28,LAL,74,2924,,,,,100%,8.0,15.6,72,50,147,39,365,,644,115,50,onealsh01,2000-2001,NBA
Charles Oakley,PF,37,TOR,78,2767,,,5%,93%,3%,4.8,7.3,101,16,133,10,36,,590,7,20,oaklech01,2000-2001,NBA
Lamar Odom,PF,21,LAC,76,2836,,,34%,64%,3%,-2.6,2.6,140,69,118,35,169,,859,43,54,odomla01,2000-2001,NBA
Hakeem Olajuwon*,C,38,HOU,58,1545,,,,,100%,2.0,-0.9,27,24,78,10,69,,161,14,26,olajuha01,2000-2001,NBA
Kevin Ollie,PG,28,TOT,70,925,82%,18%,,,,0.9,-2.5,26,10,23,8,28,,313,4,10,ollieke01,2000-2001,NBA
Kevin Ollie,PG,28,NJN,19,161,78%,22%,,,,-6.4,-0.7,3,3,3,1,7,,54,0,3,ollieke01,2000-2001,NBA
Kevin Ollie,PG,28,PHI,51,764,83%,17%,,,,2.4,-2.9,23,7,20,7,21,,259,4,7,ollieke01,2000-2001,NBA
Michael Olowokandi,C,25,LAC,82,2127,,,,,100%,-6.6,-6.8,33,38,115,42,65,,106,6,57,olowomi01,2000-2001,NBA
Greg Ostertag,C,27,UTA,81,1491,,,,,100%,1.9,-4.8,20,18,129,10,64,,49,10,45,ostergr01,2000-2001,NBA
Bo Outlaw,PF,29,ORL,80,2534,,,18%,72%,10%,3.7,7.3,72,27,113,20,90,,512,18,38,outlabo01,2000-2001,NBA
Doug Overton,PG,31,TOT,21,475,94%,7%,,,,-8.4,-4.2,15,7,16,5,4,,162,1,8,overtdo01,2000-2001,NBA
Doug Overton,PG,31,BOS,7,144,100%,,,,,-9.5,-7.3,6,3,6,2,3,,43,1,3,overtdo01,2000-2001,NBA
Doug Overton,PG,31,CHH,2,15,100%,,,,,-23.6,-26.2,0,2,0,1,0,,0,0,0,overtdo01,2000-2001,NBA
Doug Overton,PG,31,NJN,12,316,90%,10%,,,,-7.3,-1.7,9,2,10,2,1,,119,0,5,overtdo01,2000-2001,NBA
Billy Owens,PF,31,DET,45,793,,1%,62%,36%,1%,-1.6,0.3,16,10,40,6,17,,117,4,21,owensbi01,2000-2001,NBA
Olumide Oyedeji,C,19,SEA,30,221,,,,13%,87%,12.0,12.7,2,5,15,3,4,,4,1,9,oyedeol01,2000-2001,NBA
Robert Pack,PG,31,DEN,74,1260,77%,23%,,,,-4.7,-3.5,78,28,29,19,62,,655,13,42,packro01,2000-2001,NBA
Scott Padgett,PF,24,UTA,27,127,,,30%,59%,12%,-1.7,-6.9,8,2,13,0,8,,12,0,6,padgesc01,2000-2001,NBA
Milt Palacio,PG,22,BOS,58,1141,99%,1%,,,,-0.8,2.4,32,32,31,6,37,,364,10,25,palacmi01,2000-2001,NBA
Andy Panko,SF,23,ATL,1,1,,,100%,,,,,0,0,0,0,0,,0,0,0,pankoan01,2000-2001,NBA
Cherokee Parks,C,28,TOT,65,1054,,,,52%,48%,-6.4,-3.7,17,8,50,6,17,,98,4,16,parksch02,2000-2001,NBA
Cherokee Parks,C,28,WAS,13,178,,,,,100%,9.2,17.3,3,2,9,2,4,,17,1,6,parksch02,2000-2001,NBA
Cherokee Parks,C,28,LAC,52,876,,,,63%,37%,-9.6,-8.0,14,6,41,4,13,,81,3,10,parksch02,2000-2001,NBA
Ruben Patterson,SF,25,SEA,76,2059,,17%,79%,4%,,3.3,7.0,50,55,59,19,167,,370,44,91,patteru01,2000-2001,NBA
Gary Payton*,PG,32,SEA,79,3244,77%,23%,,,,-0.4,-1.9,102,63,63,20,113,,1415,34,68,paytoga01,2000-2001,NBA
Anthony Peeler,SG,31,MIN,75,2126,,95%,5%,,,1.6,0.1,67,23,52,8,31,,401,6,33,peelean01,2000-2001,NBA
Mike Penberthy,PG,26,LAL,53,851,92%,8%,,,,-1.7,-7.1,21,8,25,3,8,,153,0,9,penbemi01,2000-2001,NBA
Will Perdue,C,35,POR,13,58,,,,,100%,4.3,-0.3,0,0,7,0,1,,4,0,1,perduwi01,2000-2001,NBA
Sam Perkins,PF,39,IND,64,999,,,20%,76%,4%,0.2,0.4,10,7,33,1,13,,91,5,12,perkisa01,2000-2001,NBA
Elliot Perry,PG,31,TOT,49,499,100%,,,,,4.0,1.9,25,8,8,2,5,,173,2,7,perryel01,2000-2001,NBA
Elliot Perry,PG,31,ORL,6,39,100%,,,,,12.0,11.1,4,1,0,1,0,,11,0,2,perryel01,2000-2001,NBA
Elliot Perry,PG,31,PHO,43,460,100%,,,,,3.3,1.1,21,7,8,1,5,,162,2,5,perryel01,2000-2001,NBA
Wesley Person,SG,29,CLE,44,958,,97%,3%,,,-2.5,3.1,18,10,22,8,9,,133,1,11,persowe01,2000-2001,NBA
Morris Peterson,SG,23,TOR,80,1809,,75%,25%,,,3.2,1.1,35,18,71,13,64,,225,16,47,petermo01,2000-2001,NBA
Eric Piatkowski,SG,30,LAC,81,2144,,81%,18%,,,-2.5,1.8,43,14,47,9,52,,207,9,30,piatker01,2000-2001,NBA
Paul Pierce*,SF,23,BOS,82,3120,1%,29%,70%,,,-1.8,2.9,92,92,107,38,292,,588,69,89,piercpa01,2000-2001,NBA
Scottie Pippen*,SF,35,POR,64,2133,,2%,92%,7%,,5.7,2.5,88,38,69,18,61,,629,13,29,pippesc01,2000-2001,NBA
Scot Pollard,C,25,SAC,77,1658,,,,24%,76%,9.9,6.2,17,24,115,13,75,,110,19,65,pollasc01,2000-2001,NBA
Olden Polynice,C,36,UTA,81,1619,,,,,100%,3.9,-1.9,23,18,81,17,25,,68,0,23,polynol01,2000-2001,NBA
Mark Pope,PF,28,MIL,63,942,,,3%,60%,37%,5.1,1.3,8,1,70,6,16,,89,3,12,popema01,2000-2001,NBA
Chris Porter,SF,22,GSW,51,1147,,44%,55%,1%,,-12.4,-3.9,28,11,49,10,64,,130,11,36,portech01,2000-2001,NBA
Terry Porter,PG,37,SAS,80,1678,81%,19%,,,,12.3,5.9,83,17,31,2,40,,539,9,21,portete01,2000-2001,NBA
James Posey,SF,24,DEN,82,2255,,,92%,8%,,0.9,7.4,41,21,79,19,57,,372,17,44,poseyja01,2000-2001,NBA
Lavor Postell,SG,22,NYK,26,169,,68%,32%,,,3.5,0.4,7,4,5,4,8,,12,0,3,postela01,2000-2001,NBA
Vitaly Potapenko,C,25,BOS,82,1901,,,,1%,99%,-2.4,0.1,32,30,89,9,65,,152,14,39,potapvi01,2000-2001,NBA
Brent Price,PG,32,VAN,6,30,60%,40%,,,,-16.5,-10.5,3,0,2,1,2,,11,0,0,pricebr01,2000-2001,NBA
