Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197510230WSB,KCK,game,True,Tiny Archibald,architi01,41:00,10,22.0,0.455,,,,5,6,0.833,,,6.0,3.0,,0.0,,3.0,25,,
197510230WSB,KCK,game,True,Jimmy Walker,walkeji01,41:00,6,13.0,0.462,,,,5,6,0.833,,,1.0,2.0,,0.0,,3.0,17,,
197510230WSB,KCK,game,True,Sam Lacey,laceysa01,41:00,3,9.0,0.333,,,,2,2,1.0,,,17.0,1.0,,0.0,,4.0,8,,
197510230WSB,KCK,game,True,Scott Wedman,wedmasc01,30:00,6,10.0,0.6,,,,5,8,0.625,,,3.0,2.0,,1.0,,5.0,17,,
197510230WSB,KCK,game,True,Larry McNeill,mcneila01,21:00,3,8.0,0.375,,,,2,2,1.0,,,5.0,1.0,,1.0,,3.0,8,,
197510230WSB,KCK,game,False,Ollie Johnson,johnsol01,22:00,3,6.0,0.5,,,,0,0,,,,3.0,0.0,,0.0,,2.0,6,,
197510230WSB,KCK,game,False,Bill Robinzine,robinbi01,16:00,1,4.0,0.25,,,,1,3,0.333,,,2.0,0.0,,0.0,,6.0,3,,
197510230WSB,KCK,game,False,Mike D'Antoni,dantomi01,13:00,3,6.0,0.5,,,,0,0,,0.0,0.0,0.0,0.0,,0.0,,4.0,6,,
197510230WSB,KCK,game,False,Len Kosmalski,kosmale01,8:00,1,2.0,0.5,,,,1,2,0.5,,,3.0,1.0,0.0,0.0,,1.0,3,,
197510230WSB,KCK,game,False,Bob Bigelow,bigelbo01,7:00,0,0.0,,,,,2,2,1.0,,,1.0,0.0,0.0,0.0,,1.0,2,,
197510230WSB,WSB,game,True,Phil Chenier,cheniph01,46:00,9,20.0,0.45,,,,3,3,1.0,,,7.0,6.0,,2.0,,3.0,21,,
197510230WSB,WSB,game,True,Elvin Hayes,hayesel01,45:00,11,17.0,0.647,,,,7,9,0.778,,,13.0,3.0,4.0,5.0,,0.0,29,,
197510230WSB,WSB,game,True,Dave Bing,bingda01,40:00,7,12.0,0.583,,,,5,9,0.556,,,1.0,2.0,,1.0,,5.0,19,,
