Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
199211060UTA,GSW,game,True,Chris Mullin,mullich01,42:00,10,16,0.625,0,1,0.0,6,6,1.0,1,6,7,3,1,4,1,1,26,,
199211060UTA,GSW,game,True,Billy Owens,owensbi01,40:00,14,19,0.737,0,0,,1,3,0.333,3,10,13,1,0,0,1,3,29,,
199211060UTA,GSW,game,True,Tim Hardaway,hardati01,35:00,8,19,0.421,1,4,0.25,2,2,1.0,1,0,1,9,1,1,7,2,19,,
199211060UTA,GSW,game,True,Latrell Sprewell,sprewla01,29:00,6,10,0.6,0,0,,3,4,0.75,3,0,3,0,2,1,1,3,15,,
199211060UTA,GSW,game,True,Tyrone Hill,hillty01,25:00,3,4,0.75,0,0,,2,2,1.0,1,4,5,1,1,1,1,6,8,,
199211060UTA,GSW,game,False,Jeff Grayer,grayeje01,25:00,5,8,0.625,0,0,,2,4,0.5,1,1,2,2,1,1,0,2,12,,
199211060UTA,GSW,game,False,Keith Jennings,jennike01,15:00,2,2,1.0,0,0,,6,6,1.0,0,1,1,5,0,0,1,4,10,,
199211060UTA,GSW,game,False,Byron Houston,houstby01,9:00,2,3,0.667,0,0,,1,1,1.0,1,3,4,0,2,0,0,5,5,,
199211060UTA,GSW,game,False,Chris Gatling,gatlich01,7:00,1,1,1.0,0,0,,2,3,0.667,0,1,1,0,0,1,1,3,4,,
199211060UTA,GSW,game,False,Jud Buechler,buechju01,7:00,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,0,,
199211060UTA,GSW,game,False,Victor Alexander,alexavi01,6:00,0,1,0.0,0,0,,1,2,0.5,1,0,1,0,1,0,0,2,1,,
199211060UTA,UTA,game,True,Karl Malone,malonka01,38:00,10,15,0.667,0,0,,13,16,0.813,3,4,7,3,1,1,3,4,33,,
199211060UTA,UTA,game,True,Jeff Malone,malonje01,38:00,9,18,0.5,0,0,,3,5,0.6,1,1,2,1,2,0,3,2,21,,
199211060UTA,UTA,game,True,Tyrone Corbin,corbity01,37:00,5,9,0.556,0,0,,0,0,,2,2,4,4,2,0,0,3,10,,
199211060UTA,UTA,game,True,John Stockton,stockjo01,36:00,7,13,0.538,1,3,0.333,5,6,0.833,0,3,3,13,2,0,5,2,20,,
199211060UTA,UTA,game,True,Mike Brown,brownmi01,18:00,1,2,0.5,0,0,,6,8,0.75,2,1,3,1,0,1,0,3,8,,
199211060UTA,UTA,game,False,David Benoit,benoida01,27:00,4,10,0.4,0,0,,0,2,0.0,2,5,7,0,0,1,0,5,8,,
199211060UTA,UTA,game,False,Jay Humphries,humphja01,20:00,2,6,0.333,0,1,0.0,0,0,,1,2,3,3,0,0,1,4,4,,
199211060UTA,UTA,game,False,Larry Krystkowiak,krystla01,17:00,0,4,0.0,0,0,,0,0,,1,3,4,0,1,0,0,2,0,,
199211060UTA,UTA,game,False,Isaac Austin,austiis01,6:00,3,4,0.75,0,0,,1,1,1.0,0,2,2,0,0,1,1,2,7,,
199211060UTA,UTA,game,False,Stephen Howard,howarst01,1:00,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,,
199211060UTA,UTA,game,False,John Crotty,crottjo01,1:00,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,1,,
199211060UTA,UTA,game,False,Tim Legler,legleti01,1:00,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,
199211060SAC,SAS,game,True,Sean Elliott,elliose01,47:00,9,17,0.529,1,4,0.25,10,12,0.833,1,5,6,7,3,2,3,2,29,,
199211060SAC,SAS,game,True,Vinny Del Negro,delnevi01,46:00,6,10,0.6,0,0,,12,13,0.923,1,7,8,8,1,0,1,4,24,,
199211060SAC,SAS,game,True,Dale Ellis,ellisda01,39:00,5,15,0.333,0,2,0.0,2,3,0.667,1,5,6,2,2,0,2,3,12,,
199211060SAC,SAS,game,True,David Robinson,robinda01,36:00,6,11,0.545,0,1,0.0,5,8,0.625,1,7,8,2,0,6,5,3,17,,
199211060SAC,SAS,game,True,Antoine Carr,carran01,35:00,7,12,0.583,0,1,0.0,4,8,0.5,2,7,9,0,0,3,2,5,18,,
199211060SAC,SAS,game,False,Lloyd Daniels,daniell01,24:00,2,8,0.25,1,4,0.25,1,2,0.5,0,1,1,2,0,0,1,5,6,,
199211060SAC,SAS,game,False,Sidney Green,greensi02,7:00,0,2,0.0,0,0,,0,0,,0,1,1,2,0,0,1,1,0,,
199211060SAC,SAS,game,False,Larry Smith,smithla01,5:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,,
199211060SAC,SAS,game,False,David Wood,woodda01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,
199211060SAC,SAC,game,True,Mitch Richmond,richmmi01,45:00,9,23,0.391,3,5,0.6,5,5,1.0,1,2,3,6,3,0,1,2,26,,
199211060SAC,SAC,game,True,Spud Webb,webbsp01,42:00,9,21,0.429,0,2,0.0,5,8,0.625,2,3,5,10,1,0,2,5,23,,
199211060SAC,SAC,game,True,Lionel Simmons,simmoli01,33:00,7,13,0.538,0,1,0.0,5,5,1.0,3,7,10,1,3,1,5,5,19,,
199211060SAC,SAC,game,True,Wayman Tisdale,tisdawa01,30:00,4,8,0.5,0,0,,1,2,0.5,2,5,7,0,0,1,3,3,9,,
199211060SAC,SAC,game,True,Duane Causwell,causwdu01,29:00,6,10,0.6,0,0,,3,5,0.6,3,5,8,0,0,2,0,5,15,,
199211060SAC,SAC,game,False,Walt Williams,williwa02,20:00,5,12,0.417,1,4,0.25,4,4,1.0,1,2,3,1,2,0,1,4,15,,
199211060SAC,SAC,game,False,Randy Brown,brownra02,19:00,3,4,0.75,0,0,,1,2,0.5,3,3,6,3,0,0,1,5,7,,
199211060SAC,SAC,game,False,Vincent Askew,askewvi01,17:00,0,1,0.0,0,0,,0,0,,0,1,1,1,1,0,1,3,0,,
199211060SAC,SAC,game,False,Marty Conlon,conloma01,3:00,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,,
199211060SAC,SAC,game,False,Pete Chilcutt,chilcpe01,2:00,0,3,0.0,0,0,,0,0,,2,2,4,0,0,0,0,1,0,,
199211060PHI,NJN,game,True,Dražen Petrović,petrodr01,40:00,9,18,0.5,1,1,1.0,8,8,1.0,0,3,3,3,2,1,2,4,27,,
199211060PHI,NJN,game,True,Kenny Anderson,anderke01,39:00,9,17,0.529,0,0,,2,2,1.0,1,3,4,8,2,0,3,4,20,,
199211060PHI,NJN,game,True,Derrick Coleman,colemde01,36:00,5,15,0.333,0,0,,8,10,0.8,4,11,15,7,1,2,8,2,18,,
199211060PHI,NJN,game,True,Chris Morris,morrich01,26:00,12,17,0.706,0,0,,4,4,1.0,2,1,3,1,3,1,2,5,28,,
