Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197810130IND,ATL,game,True,Steve Hawes,hawesst01,32:00,6,15.0,0.4,,,,6,7,0.857,,,10.0,4.0,2.0,,,4.0,18,,
197810130IND,ATL,game,True,Butch Lee,leebu01,30:00,9,12.0,0.75,,,,0,1,0.0,,,4.0,5.0,0.0,,,3.0,18,,
197810130IND,ATL,game,True,Armond Hill,hillar01,30:00,2,5.0,0.4,,,,4,4,1.0,,,3.0,4.0,0.0,,,2.0,8,,
197810130IND,ATL,game,True,Dan Roundfield,roundda01,27:00,4,5.0,0.8,,,,6,7,0.857,,,8.0,1.0,0.0,3.0,,3.0,14,,
197810130IND,ATL,game,True,John Drew,drewjo01,19:00,3,9.0,0.333,,,,4,8,0.5,,,5.0,1.0,0.0,0.0,,3.0,10,,
197810130IND,ATL,game,False,Jack Givens,givenja01,29:00,4,15.0,0.267,,,,2,2,1.0,,,5.0,2.0,0.0,,,4.0,10,,
197810130IND,ATL,game,False,Eddie Johnson,johnsed02,25:00,5,9.0,0.556,,,,2,3,0.667,,,1.0,0.0,0.0,,,4.0,12,,
197810130IND,ATL,game,False,Tom McMillen,mcmilto01,21:00,2,4.0,0.5,,,,2,2,1.0,,,7.0,1.0,0.0,,,4.0,6,,
197810130IND,ATL,game,False,Tree Rollins,rollitr01,16:00,2,4.0,0.5,,,,3,3,1.0,,,5.0,0.0,0.0,,,6.0,7,,
197810130IND,ATL,game,False,Charlie Criss,crissch01,7:00,0,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,2.0,,,1.0,0,,
197810130IND,ATL,game,False,Rick Wilson,wilsori01,4:00,0,1.0,0.0,,,,1,2,0.5,0.0,0.0,0.0,0.0,0.0,,,1.0,1,,
197810130IND,IND,game,True,Alex English,englial01,43:00,12,19.0,0.632,,,,2,4,0.5,,,13.0,1.0,,5.0,,2.0,26,,
197810130IND,IND,game,True,Johnny Davis,davisjo01,39:00,8,17.0,0.471,,,,9,11,0.818,,,3.0,8.0,3.0,,,1.0,25,,
197810130IND,IND,game,True,Ricky Sobers,soberri01,31:00,3,8.0,0.375,,,,4,4,1.0,,,2.0,5.0,2.0,,,3.0,10,,
197810130IND,IND,game,True,James Edwards,edwarja01,30:00,4,8.0,0.5,,,,4,4,1.0,,,7.0,0.0,,3.0,,5.0,12,,
197810130IND,IND,game,True,Mike Bantom,bantomi01,23:00,4,13.0,0.308,,,,3,3,1.0,,,9.0,1.0,,2.0,,5.0,11,,
197810130IND,IND,game,False,Wayne Radford,radfowa01,22:00,2,6.0,0.333,,,,6,7,0.857,,,2.0,0.0,,,,0.0,10,,
197810130IND,IND,game,False,Rick Robey,robeyri01,22:00,3,4.0,0.75,,,,1,3,0.333,,,8.0,2.0,,,,5.0,7,,
197810130IND,IND,game,False,Len Elmore,elmorle01,15:00,4,8.0,0.5,,,,0,0,,,,6.0,0.0,,,,6.0,8,,
197810130IND,IND,game,False,Corky Calhoun,calhoco01,11:00,3,6.0,0.5,,,,2,2,1.0,,,2.0,0.0,,,,3.0,8,,
197810130IND,IND,game,False,Kevin Stacom,stacoke01,4:00,0,1.0,0.0,,,,0,0,,0.0,0.0,0.0,1.0,,,,0.0,0,,
197810130DEN,SAS,game,True,Larry Kenon,kenonla01,41:00,12,22.0,0.545,,,,14,16,0.875,5.0,4.0,9.0,5.0,3.0,0.0,4.0,5.0,38,,
197810130DEN,SAS,game,True,George Gervin,gervige01,39:00,11,23.0,0.478,,,,6,9,0.667,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,28,,
197810130DEN,SAS,game,True,Mike Gale,galemi01,38:00,5,14.0,0.357,,,,0,0,,0.0,4.0,4.0,6.0,1.0,0.0,2.0,2.0,10,,
197810130DEN,SAS,game,True,Mike Green,greenmi01,31:00,5,10.0,0.5,,,,3,5,0.6,3.0,6.0,9.0,2.0,0.0,5.0,1.0,4.0,13,,
197810130DEN,SAS,game,True,Coby Dietrick,dietrco01,22:00,3,9.0,0.333,,,,3,4,0.75,1.0,3.0,4.0,3.0,0.0,1.0,0.0,6.0,9,,
197810130DEN,SAS,game,False,Mark Olberding,olberma01,21:00,6,8.0,0.75,,,,2,2,1.0,1.0,5.0,6.0,2.0,0.0,0.0,3.0,5.0,14,,
197810130DEN,SAS,game,False,James Silas,silasja01,17:00,1,3.0,0.333,,,,1,3,0.333,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,3,,
197810130DEN,SAS,game,False,Billy Paultz,paultbi01,17:00,1,4.0,0.25,,,,0,1,0.0,1.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,2,,
197810130DEN,SAS,game,False,Allan Bristow,bristal01,12:00,0,2.0,0.0,,,,0,0,,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0,,
197810130DEN,SAS,game,False,Louie Dampier,dampilo01,2:00,0,0.0,,,,,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,,
197810130DEN,DEN,game,True,George McGinnis,mcginge01,40:00,10,16.0,0.625,,,,9,16,0.563,3.0,12.0,15.0,4.0,4.0,1.0,4.0,5.0,29,,
197810130DEN,DEN,game,True,Charlie Scott,scottch01,40:00,7,17.0,0.412,,,,3,5,0.6,3.0,1.0,4.0,8.0,5.0,0.0,6.0,5.0,17,,
197810130DEN,DEN,game,True,Dan Issel,isselda01,37:00,5,13.0,0.385,,,,7,9,0.778,1.0,5.0,6.0,3.0,0.0,0.0,3.0,5.0,17,,
197810130DEN,DEN,game,True,Anthony Roberts,roberan01,36:00,6,12.0,0.5,,,,1,2,0.5,3.0,7.0,10.0,3.0,0.0,0.0,2.0,4.0,13,,
197810130DEN,DEN,game,True,David Thompson,thompda01,32:00,11,17.0,0.647,,,,5,6,0.833,0.0,4.0,4.0,4.0,0.0,1.0,2.0,0.0,27,,
197810130DEN,DEN,game,False,Bob Wilkerson,wilkebo01,19:00,2,6.0,0.333,,,,2,4,0.5,1.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,6,,
197810130DEN,DEN,game,False,Robert Smith,smithro01,16:00,2,2.0,1.0,,,,1,2,0.5,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,5,,
197810130DEN,DEN,game,False,Kim Hughes,hugheki01,11:00,0,0.0,,,,,0,0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0,,
197810130DEN,DEN,game,False,Tom Boswell,bosweto01,8:00,1,1.0,1.0,,,,2,3,0.667,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,4,,
197810130DEN,DEN,game,False,Bo Ellis,ellisbo02,1:00,0,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
197810130DET,NJN,game,True,Bernard King,kingbe01,43:00,8,18.0,0.444,,,,9,10,0.9,,,8.0,5.0,,,,4.0,25,,
197810130DET,NJN,game,True,John Williamson,willijo01,41:00,10,24.0,0.417,,,,15,16,0.938,,,6.0,1.0,,,,4.0,35,,
197810130DET,NJN,game,True,George Johnson,johnsge02,26:00,2,3.0,0.667,,,,0,0,,,,5.0,2.0,,,,6.0,4,,
197810130DET,NJN,game,True,Eric Money,moneyer01,15:00,2,4.0,0.5,,,,2,2,1.0,0.0,0.0,0.0,2.0,,,,5.0,6,,
