Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
195610270PHW,SYR,game,,Dolph Schayes,schaydo01,,14,31.0,0.452,,,,5,9,0.556,,,17.0,5.0,,,,3,33,,
195610270PHW,SYR,game,,Ed Conlin,conlied01,,9,15.0,0.6,,,,3,6,0.5,,,6.0,2.0,,,,0,21,,
195610270PHW,SYR,game,,Earl Lloyd,lloydea01,,6,19.0,0.316,,,,3,4,0.75,,,12.0,1.0,,,,4,15,,
195610270PHW,SYR,game,,Paul Seymour,seymopa01,,5,17.0,0.294,,,,3,3,1.0,,,6.0,9.0,,,,3,13,,
195610270PHW,SYR,game,,Al Bianchi,biancal01,,4,7.0,0.571,,,,1,4,0.25,,,0.0,1.0,,,,3,9,,
195610270PHW,SYR,game,,Red Kerr,kerrre01,,3,11.0,0.273,,,,2,4,0.5,,,17.0,4.0,,,,5,8,,
195610270PHW,SYR,game,,Jim Tucker,tuckeji01,,3,6.0,0.5,,,,0,0,,,,2.0,0.0,,,,5,6,,
195610270PHW,SYR,game,,Jim Ray,rayji01,,1,3.0,0.333,,,,0,0,,,,2.0,0.0,,,,2,2,,
195610270PHW,SYR,game,,Don Savage,savagdo01,,1,2.0,0.5,,,,0,0,,,,1.0,0.0,,,,1,2,,
195610270PHW,SYR,game,,Joe Holup,holupjo01,,0,2.0,0.0,,,,0,0,,,,2.0,1.0,,,,1,0,,
195610270PHW,PHW,game,,Neil Johnston,johnsne01,,10,24.0,0.417,,,,11,15,0.733,,,13.0,4.0,,,,3,31,,
195610270PHW,PHW,game,,Paul Arizin,arizipa01,,11,37.0,0.297,,,,6,6,1.0,,,12.0,2.0,,,,4,28,,
195610270PHW,PHW,game,,Larry Costello,costela01,,6,11.0,0.545,,,,4,5,0.8,,,11.0,5.0,,,,4,16,,
195610270PHW,PHW,game,,Joe Graboski,grabojo01,,8,19.0,0.421,,,,0,0,,,,10.0,1.0,,,,4,16,,
195610270PHW,PHW,game,,George Dempsey,dempsge01,,2,8.0,0.25,,,,3,5,0.6,,,8.0,4.0,,,,4,7,,
195610270PHW,PHW,game,,Ernie Beck,becker01,,1,7.0,0.143,,,,3,5,0.6,,,5.0,3.0,,,,2,5,,
195610270PHW,PHW,game,,Walt Davis,daviswa01,,0,0.0,,,,,0,0,,,,1.0,0.0,,,,2,0,,
195610270ROC,FTW,game,,Larry Foust,foustla01,,6,,,,,,4,5,0.8,,,,,,,,1,16,,
195610270ROC,FTW,game,,Mel Hutchins,hutchme01,,6,,,,,,2,4,0.5,,,,,,,,0,14,,
195610270ROC,FTW,game,,Gene Shue,shuege01,,3,,,,,,8,8,1.0,,,,,,,,0,14,,
195610270ROC,FTW,game,,Billy Kenville,kenvibi01,,6,,,,,,0,0,,,,,,,,,5,12,,
195610270ROC,FTW,game,,Red Rocha,rochare01,,3,,,,,,6,7,0.857,,,,,,,,2,12,,
195610270ROC,FTW,game,,George Yardley,yardlge01,,2,,,,,,5,5,1.0,,,,,,,,0,9,,
195610270ROC,FTW,game,,Corky Devlin,devlico01,,2,,,,,,2,3,0.667,,,,,,,,1,6,,
195610270ROC,FTW,game,,Odie Spears,spearod01,,0,,,,,,2,2,1.0,,,,,,,,2,2,,
195610270ROC,FTW,game,,Alex Hannum,hannual01,,0,,,,,,0,1,0.0,,,,,,,,1,0,,
195610270ROC,FTW,game,,Chuck Noble,noblech01,,0,,,,,,0,0,,,,,,,,,0,0,,
195610270ROC,FTW,game,,Bill Thieben,thiebbi01,,0,,,,,,0,0,,,,,,,,,0,0,,
195610270ROC,ROC,game,,Richie Regan,reganri01,,9,,,,,,4,5,0.8,,,,,,,,2,22,,
195610270ROC,ROC,game,,Dick Ricketts,rickedi01,,7,,,,,,1,1,1.0,,,,,,,,3,15,,
195610270ROC,ROC,game,,Jack Twyman,twymaja01,,5,,,,,,5,6,0.833,,,,,,,,0,15,,
195610270ROC,ROC,game,,Maurice Stokes,stokema01,,5,,,,,,2,3,0.667,,,,,,,,2,12,,
195610270ROC,ROC,game,,Si Green,greensi01,,2,,,,,,6,11,0.545,,,,,,,,2,10,,
195610270ROC,ROC,game,,Lew Hitch,hitchle01,,4,,,,,,2,3,0.667,,,,,,,,3,10,,
195610270ROC,ROC,game,,Bob Burrow,burrobo01,,1,,,,,,0,0,,,,,,,,,1,2,,
195610270ROC,ROC,game,,Johnny McCarthy,mccarjo01,,0,,,,,,2,2,1.0,,,,,,,,0,2,,
195610270ROC,ROC,game,,Dave Piontek,piontda01,,0,,,,,,0,0,,,,,,,,,0,0,,
195610270STL,MNL,game,,Clyde Lovellette,lovelcl01,,6,18.0,0.333,,,,4,7,0.571,,,,,,,,3,16,,
195610270STL,MNL,game,,Slick Leonard,leonasl01,,4,9.0,0.444,,,,4,5,0.8,,,,,,,,0,12,,
195610270STL,MNL,game,,Vern Mikkelsen,mikkeve01,,3,14.0,0.214,,,,4,4,1.0,,,,,,,,2,10,,
195610270STL,MNL,game,,Dick Garmaker,garmadi01,,4,10.0,0.4,,,,1,2,0.5,,,,,,,,2,9,,
195610270STL,MNL,game,,Chuck Mencel,mencech01,,3,9.0,0.333,,,,2,2,1.0,,,,,,,,0,8,,
195610270STL,MNL,game,,Whitey Skoog,skoogwh01,,2,9.0,0.222,,,,3,3,1.0,,,,,,,,3,7,,
195610270STL,MNL,game,,Dick Schnittker,schnidi01,,2,8.0,0.25,,,,2,3,0.667,,,,,,,,6,6,,
195610270STL,MNL,game,,Jim Paxson,paxsoji01,,0,6.0,0.0,,,,5,6,0.833,,,,,,,,4,5,,
195610270STL,MNL,game,,Ed Kalafat,kalafed01,,0,8.0,0.0,,,,1,3,0.333,,,,,,,,4,1,,
195610270STL,MNL,game,,Bob Williams,willibo01,,0,1.0,0.0,,,,1,1,1.0,,,,0.0,,,,1,1,,
