Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
198310280CLE,NYK,game,True,Bill Cartwright,cartwbi01,39:00,0.611,0.588,,0.353,18.6,16.6,17.6,19.4,1.4,4.9,0.0,22.2,154.0,114.0,,
198310280CLE,NYK,game,True,Rory Sparrow,sparrro01,34:00,0.83,0.714,,0.857,0.0,11.4,6.1,14.7,0.0,0.0,29.3,17.7,129.0,121.0,,
198310280CLE,NYK,game,True,Truck Robinson,robintr01,28:00,0.372,0.333,,0.444,15.6,4.6,9.8,4.4,0.0,0.0,21.8,21.7,83.0,123.0,,
198310280CLE,NYK,game,True,Bernard King,kingbe01,27:00,0.645,0.571,,1.0,5.4,9.6,7.6,14.5,0.0,0.0,0.0,16.5,159.0,120.0,,
198310280CLE,NYK,game,True,Ray Williams,willira01,23:00,0.558,0.611,,0.444,6.3,11.3,8.9,43.5,4.6,0.0,21.8,26.4,113.0,111.0,,
198310280CLE,NYK,game,False,Louis Orr,orrlo01,26:00,0.667,0.667,,0.0,5.6,0.0,2.6,5.0,0.0,0.0,0.0,10.2,157.0,126.0,,
198310280CLE,NYK,game,False,Ernie Grunfeld,grunfer01,19:00,0.929,0.929,,0.0,0.0,6.8,3.6,17.5,0.0,0.0,30.0,23.3,119.0,122.0,,
198310280CLE,NYK,game,False,Darrell Walker,walkeda01,14:00,0.394,0.375,,0.25,20.8,9.3,14.7,10.2,15.1,0.0,18.4,34.3,89.0,91.0,,
198310280CLE,NYK,game,False,Len Elmore,elmorle01,12:00,0.333,0.333,,0.0,0.0,10.8,5.7,0.0,4.4,0.0,40.0,18.4,43.0,112.0,,
198310280CLE,NYK,game,False,Marvin Webster,webstma01,9:00,1.0,1.0,,0.0,32.3,43.2,38.1,0.0,0.0,0.0,0.0,4.9,202.0,107.0,,
198310280CLE,NYK,game,False,Trent Tucker,tucketr01,6:00,0.667,0.667,,0.0,24.2,0.0,11.4,57.1,8.8,0.0,0.0,22.1,169.0,107.0,,
198310280CLE,NYK,game,False,Rudy Macklin,macklru01,3:00,1.064,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,230.0,119.0,,
198310280CLE,CLE,game,True,Cliff Robinson,robincl01,40:00,0.474,0.474,,0.632,13.0,25.5,18.9,0.0,2.6,1.7,14.1,29.9,96.0,119.0,,
198310280CLE,CLE,game,True,World B. Free,freewo01,35:00,0.658,0.55,,0.75,7.4,8.3,7.8,5.7,3.0,0.0,18.4,39.4,120.0,124.0,,
198310280CLE,CLE,game,True,Geoff Huston,hustoge01,32:00,0.387,0.333,,0.667,4.1,0.0,2.1,16.7,0.0,0.0,0.0,10.2,122.0,133.0,,
198310280CLE,CLE,game,True,Lonnie Shelton,sheltlo01,29:00,0.571,0.571,,0.286,8.9,15.0,11.8,15.3,0.0,0.0,11.3,12.9,127.0,128.0,,
198310280CLE,CLE,game,True,Roy Hinson,hinsoro01,27:00,0.667,0.667,,0.0,14.4,16.2,15.2,16.7,0.0,12.3,14.3,11.0,139.0,122.0,,
198310280CLE,CLE,game,False,Jeff Cook,cookje01,18:00,0.667,0.667,,0.0,14.4,0.0,7.6,23.8,2.9,3.7,0.0,7.0,171.0,125.0,,
198310280CLE,CLE,game,False,Phil Hubbard,hubbaph01,18:00,0.63,0.667,,1.333,14.4,8.1,11.4,7.9,0.0,0.0,29.6,15.9,101.0,130.0,,
198310280CLE,CLE,game,False,John Bagley,baglejo01,17:00,0.342,0.167,,0.5,7.6,0.0,4.0,39.0,6.2,0.0,21.5,23.2,96.0,121.0,,
198310280CLE,CLE,game,False,Ben Poquette,poquebe01,12:00,,,,,0.0,12.1,5.7,10.3,0.0,0.0,100.0,7.0,22.0,130.0,,
