Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
201112250OKC,ORL,game,True,Dwight Howard,howardw01,38:27,.354,.333,,.667,10.0,36.1,21.3,0.0,1.3,4.7,16.2,20.9,71,99,-5.2,
201112250OKC,ORL,game,True,Ryan Anderson,anderry01,33:35,.717,.706,,.059,11.4,22.6,16.2,8.3,3.1,0.0,10.3,25.2,129,102,16.9,
201112250OKC,ORL,game,True,Jameer Nelson,nelsoja01,30:37,.610,.538,,.308,3.1,0.0,1.8,49.4,0.0,0.0,21.3,26.6,109,113,2.3,
201112250OKC,ORL,game,True,Hedo Türkoğlu,turkohe01,29:21,.400,.400,,.000,6.5,4.3,5.6,26.1,3.5,0.0,16.7,17.8,88,104,2.2,
201112250OKC,ORL,game,True,Jason Richardson,richaja01,28:54,.100,.100,,.000,0.0,13.1,5.7,11.7,0.0,0.0,23.1,19.6,26,111,-16.9,
201112250OKC,ORL,game,False,J.J. Redick,redicjj01,22:43,.613,.000,,2.667,0.0,16.7,7.2,7.0,0.0,0.0,0.0,12.5,149,110,1.7,
201112250OKC,ORL,game,False,Glen Davis,davisgl01,19:03,.333,.333,,.000,0.0,33.2,14.3,0.0,2.7,4.8,18.2,25.1,56,96,-8.7,
201112250OKC,ORL,game,False,Chris Duhon,duhonch01,17:23,.000,.000,,.000,5.5,7.3,6.3,36.8,3.0,0.0,33.3,7.5,67,105,-1.1,
201112250OKC,ORL,game,False,Von Wafer,wafervo01,9:11,1.071,1.000,,2.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,232,113,22.8,
201112250OKC,ORL,game,False,Earl Clark,clarkea01,6:05,.333,.333,,.000,31.6,20.8,26.9,0.0,0.0,14.9,25.0,28.6,71,97,-4.5,
201112250OKC,ORL,game,False,Quentin Richardson,richaqu01,4:41,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-7.8,
201112250OKC,ORL,game,False,Justin Harper,harpeju01,,,,,,,,,,,,,,,,,Did Not Play
201112250OKC,ORL,game,False,Larry Hughes,hughela01,,,,,,,,,,,,,,,,,Did Not Play
201112250OKC,OKC,game,True,Kevin Durant,duranke01,37:02,.629,.632,,.579,3.4,10.4,7.4,39.4,2.8,0.0,14.4,36.3,114,96,11.2,
201112250OKC,OKC,game,True,Russell Westbrook,westbru01,34:04,.401,.382,,.059,3.7,16.9,11.2,33.1,4.6,0.0,28.6,34.6,72,89,-7.9,
201112250OKC,OKC,game,True,Kendrick Perkins,perkike01,29:52,1.042,1.000,,1.000,4.2,9.6,7.3,5.2,0.0,3.0,25.8,6.3,159,101,1.4,
201112250OKC,OKC,game,True,Serge Ibaka,ibakase01,23:07,.000,.000,,.000,10.9,16.6,14.2,0.0,2.2,7.8,50.0,4.2,62,90,-2.2,
201112250OKC,OKC,game,True,Thabo Sefolosha,sefolth01,20:54,.800,.800,,.000,0.0,13.8,7.8,0.0,0.0,0.0,0.0,11.5,148,101,4.3,
201112250OKC,OKC,game,False,James Harden,hardeja01,32:01,.584,.409,,1.091,0.0,18.0,10.2,16.1,0.0,0.0,0.0,24.5,131,99,2.8,
201112250OKC,OKC,game,False,Nick Collison,collini01,21:49,.667,.667,,.000,0.0,8.8,5.0,7.4,2.4,0.0,40.0,11.1,78,98,-3.0,
201112250OKC,OKC,game,False,Nazr Mohammed,mohamna01,16:17,.250,.250,,.000,15.5,29.5,23.4,0.0,0.0,11.1,0.0,11.9,82,88,-2.3,
201112250OKC,OKC,game,False,Eric Maynor,maynoer01,13:56,.800,.800,,.000,0.0,13.8,7.8,43.7,0.0,0.0,16.7,20.8,138,101,9.7,
201112250OKC,OKC,game,False,Daequan Cook,cookda02,10:58,.600,.600,,.000,0.0,8.8,5.0,17.3,4.7,0.0,0.0,22.0,122,93,13.7,
201112250OKC,OKC,game,False,Cole Aldrich,aldrico01,,,,,,,,,,,,,,,,,Did Not Play
201112250OKC,OKC,game,False,Royal Ivey,iveyro01,,,,,,,,,,,,,,,,,Did Not Play
201112250OKC,OKC,game,False,Reggie Jackson,jacksre01,,,,,,,,,,,,,,,,,Did Not Play
201112250LAL,CHI,game,True,Luol Deng,denglu01,38:13,.485,.395,,.316,8.2,13.6,10.6,13.8,5.7,2.1,0.0,24.9,123,94,11.8,
201112250LAL,CHI,game,True,Derrick Rose,rosede01,35:19,.846,.846,,.000,0.0,3.7,1.6,28.6,0.0,2.3,27.8,22.4,119,109,8.0,
201112250LAL,CHI,game,True,Carlos Boozer,boozeca01,32:32,.508,.538,,.308,3.2,19.9,10.7,11.5,1.7,2.5,11.9,22.7,98,100,0.8,
201112250LAL,CHI,game,True,Joakim Noah,noahjo01,28:27,.250,.250,,.000,18.3,18.2,18.3,10.9,5.8,0.0,14.3,21.6,71,93,-7.1,
201112250LAL,CHI,game,True,Richard Hamilton,hamilri01,23:06,.375,.375,,.000,4.5,5.6,5.0,20.9,4.7,0.0,0.0,15.2,105,98,-0.7,
201112250LAL,CHI,game,False,Ronnie Brewer,brewero02,24:54,.466,.500,,.167,0.0,15.6,7.0,12.8,2.2,0.0,23.7,14.9,80,101,-5.9,
