Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
196010190CIN,LAL,game,,Elgin Baylor,bayloel01,,13,34.0,0.382,,,,9,10,0.9,,,17.0,3.0,,,,1,35,,
196010190CIN,LAL,game,,Slick Leonard,leonasl01,,4,11.0,0.364,,,,13,16,0.813,,,4.0,1.0,,,,2,21,,
196010190CIN,LAL,game,,Jerry West,westje01,,7,16.0,0.438,,,,6,6,1.0,,,2.0,5.0,,,,4,20,,
196010190CIN,LAL,game,,Jim Krebs,krebsji01,,7,11.0,0.636,,,,2,4,0.5,,,4.0,2.0,,,,1,16,,
196010190CIN,LAL,game,,Hot Rod Hundley,hundlho01,,5,15.0,0.333,,,,3,4,0.75,,,1.0,9.0,,,,2,13,,
196010190CIN,LAL,game,,Rudy LaRusso,larusru01,,2,7.0,0.286,,,,4,6,0.667,,,6.0,4.0,,,,6,8,,
196010190CIN,LAL,game,,Howie Jolliff,jolifho01,,2,5.0,0.4,,,,0,0,,,,6.0,0.0,,,,0,4,,
196010190CIN,LAL,game,,Ray Felix,felixra01,,1,4.0,0.25,,,,1,2,0.5,,,4.0,0.0,,,,6,3,,
196010190CIN,LAL,game,,Tom Hawkins,hawkito01,,1,6.0,0.167,,,,1,4,0.25,,,8.0,0.0,,,,3,3,,
196010190CIN,CIN,game,,Oscar Robertson,roberos01,43:00,8,20.0,0.4,,,,5,5,1.0,,,12.0,10.0,,,,3,21,,
196010190CIN,CIN,game,,Jack Twyman,twymaja01,,11,18.0,0.611,,,,8,13,0.615,,,7.0,5.0,,,,3,30,,
196010190CIN,CIN,game,,Bucky Bockhorn,bockhbu01,,8,12.0,0.667,,,,4,6,0.667,,,10.0,9.0,,,,2,20,,
196010190CIN,CIN,game,,Phil Jordon,jordoph01,,6,11.0,0.545,,,,4,6,0.667,,,9.0,3.0,,,,3,16,,
196010190CIN,CIN,game,,Wayne Embry,embrywa01,,7,11.0,0.636,,,,1,1,1.0,,,8.0,1.0,,,,2,15,,
196010190CIN,CIN,game,,Larry Staverman,stavela01,,4,7.0,0.571,,,,2,2,1.0,,,7.0,4.0,,,,5,10,,
196010190CIN,CIN,game,,Bob Boozer,boozebo01,,3,7.0,0.429,,,,2,3,0.667,,,4.0,3.0,,,,4,8,,
196010190CIN,CIN,game,,Ralph Davis,davisra01,,4,4.0,1.0,,,,0,0,,,,1.0,4.0,,,,4,8,,
196010190CIN,CIN,game,,Hub Reed,reedhu01,,4,7.0,0.571,,,,0,0,,,,8.0,2.0,,,,5,8,,
196010190CIN,CIN,game,,Phil Rollins,rolliph01,,1,1.0,1.0,,,,0,0,,,,0.0,1.0,,,,1,2,,
196010190CIN,CIN,game,,Win Wilfong,wilfowi01,,1,3.0,0.333,,,,0,0,,,,0.0,0.0,,,,2,2,,
196010200NYK,CIN,game,,Oscar Robertson,roberos01,41:00,10,24.0,0.417,,,,8,9,0.889,,,11.0,8.0,,,,4,28,,
196010200NYK,CIN,game,,Jack Twyman,twymaja01,,9,19.0,0.474,,,,5,5,1.0,,,6.0,,,,,5,23,,
196010200NYK,CIN,game,,Bucky Bockhorn,bockhbu01,,4,,,,,,5,5,1.0,,,11.0,,,,,3,13,,
196010200NYK,CIN,game,,Bob Boozer,boozebo01,,3,,,,,,4,6,0.667,,,6.0,,,,,2,10,,
