Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
199311050UTA,DAL,game,True,Jim Jackson,jacksji01,41:00,0.433,0.353,,0.353,6.3,9.5,7.9,13.5,0.0,0.0,16.9,27.7,87,122,-9.5,
199311050UTA,DAL,game,True,Jamal Mashburn,mashbja01,33:00,0.58,0.567,,0.6,3.9,7.9,5.9,34.0,0.0,0.0,5.0,29.1,124,122,5.1,
199311050UTA,DAL,game,True,Derek Harper,harpede01,30:00,0.81,0.778,,0.222,0.0,0.0,0.0,27.4,0.0,0.0,16.8,19.0,136,125,3.5,
199311050UTA,DAL,game,True,Darren Morningstar,mornida01,17:00,0.798,1.0,,2.0,0.0,22.9,11.4,10.3,9.8,0.0,21.0,13.5,119,97,4.7,
199311050UTA,DAL,game,True,Popeye Jones,jonespo01,15:00,0.5,0.5,,0.0,25.9,43.2,34.6,12.0,0.0,0.0,20.0,16.0,106,111,-5.0,
199311050UTA,DAL,game,False,Donald Hodge,hodgedo01,30:00,0.6,0.6,,0.0,13.0,30.3,21.6,17.0,0.0,4.6,28.6,11.2,107,112,-0.5,
199311050UTA,DAL,game,False,Fat Lever,leverfa01,22:00,0.317,0.357,,0.286,5.9,5.9,5.9,7.6,5.0,0.0,20.2,21.6,62,113,-6.9,
199311050UTA,DAL,game,False,Lucious Harris,harrilu01,18:00,0.333,0.333,,0.0,7.2,7.2,7.2,28.9,0.0,3.8,14.3,18.7,86,120,-2.9,
199311050UTA,DAL,game,False,Greg Dreiling,dreilgr01,17:00,0.266,0.0,,2.0,7.6,15.3,11.4,8.6,0.0,4.0,51.5,11.0,50,117,-13.2,
199311050UTA,DAL,game,False,Tim Legler,legleti01,17:00,0.425,0.4,,0.4,0.0,0.0,0.0,10.3,0.0,0.0,14.5,19.4,83,125,-11.6,
199311050UTA,UTA,game,True,Karl Malone,malonka01,39:00,0.571,0.524,,0.476,13.3,23.3,18.3,19.3,1.4,2.2,7.3,32.8,124,97,7.8,
199311050UTA,UTA,game,True,David Benoit,benoida01,34:00,0.417,0.417,,0.0,11.4,19.1,15.3,0.0,0.0,0.0,25.0,11.0,84,102,-7.9,
199311050UTA,UTA,game,True,Jeff Malone,malonje01,32:00,0.388,0.417,,0.167,12.2,4.1,8.1,0.0,0.0,0.0,0.0,18.8,97,107,-8.5,
199311050UTA,UTA,game,True,John Stockton,stockjo01,30:00,0.825,0.786,,0.286,8.6,13.0,10.8,46.5,3.7,0.0,38.8,20.0,118,96,7.0,
199311050UTA,UTA,game,True,Luther Wright,wrighlu01,13:00,0.387,0.333,,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,17.5,67,105,-19.0,
199311050UTA,UTA,game,False,Tyrone Corbin,corbity01,33:00,0.5,0.5,,0.0,3.9,15.7,9.8,12.6,1.7,2.6,14.3,9.9,110,98,0.6,
199311050UTA,UTA,game,False,Tom Chambers,chambto01,24:00,0.772,0.667,,0.917,0.0,16.2,8.1,17.4,2.3,7.1,5.6,34.7,157,94,20.1,
199311050UTA,UTA,game,False,Jay Humphries,humphja01,18:00,0.417,0.417,,0.0,0.0,14.4,7.2,47.5,3.1,0.0,25.0,20.7,96,97,0.2,
199311050UTA,UTA,game,False,Walter Bond,bondwa01,15:00,0.75,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,157,108,-2.8,
199311050UTA,UTA,game,False,John Crotty,crottjo01,1:00,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,93.3,119,-6,82.8,
199311050UTA,UTA,game,False,Bryon Russell,russebr01,1:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-6.0,
199311050SAC,DEN,game,True,Reggie Williams,willire01,41:00,0.542,0.579,,0.263,8.8,3.0,6.4,25.7,1.2,0.0,15.9,23.9,105,116,2.1,
199311050SAC,DEN,game,True,Mahmoud Abdul-Rauf,abdulma02,39:00,0.59,0.526,,0.263,2.3,3.2,2.7,18.4,3.8,0.0,4.5,22.2,131,111,6.1,
199311050SAC,DEN,game,True,Dikembe Mutombo,mutomdi01,38:00,0.681,0.688,,0.125,11.9,38.9,23.3,5.0,2.6,6.2,0.0,17.3,150,102,12.3,
199311050SAC,DEN,game,True,LaPhonso Ellis,ellisla01,37:00,0.268,0.167,,0.556,9.8,26.6,16.9,7.4,0.0,3.2,8.2,25.7,72,111,-10.8,
199311050SAC,DEN,game,True,Bryant Stith,stithbr01,36:00,0.171,0.0,,0.571,2.5,6.8,4.3,17.1,1.4,1.6,10.2,10.6,66,114,-6.9,
199311050SAC,DEN,game,False,Bison Dele,delebi01,16:00,0.581,0.5,,0.333,17.0,15.4,16.3,10.0,0.0,0.0,12.7,19.2,123,116,-2.1,
199311050SAC,DEN,game,False,Mark Macon,maconma01,12:00,0.205,0.0,,0.5,0.0,20.5,8.7,10.3,4.1,0.0,0.0,15.8,67,106,-10.9,
199311050SAC,DEN,game,False,Darnell Mee,meeda01,9:00,0.167,0.167,,0.0,10.1,0.0,5.8,0.0,0.0,13.2,14.3,30.3,43,107,-14.3,
199311050SAC,DEN,game,False,Kevin Brooks,brookke01,7:00,0.0,0.0,,0.0,0.0,17.6,7.5,0.0,0.0,0.0,33.3,16.7,0,116,-26.1,
199311050SAC,DEN,game,False,Rodney Rogers,rogerro01,5:00,0.5,0.5,,0.0,18.1,0.0,10.4,0.0,0.0,0.0,0.0,15.6,124,115,-12.1,
199311050SAC,SAC,game,True,Mitch Richmond,richmmi01,42:00,0.458,0.421,,0.211,0.0,6.5,3.7,19.7,0.0,0.0,4.6,22.6,102,108,-3.6,
199311050SAC,SAC,game,True,Lionel Simmons,simmoli01,40:00,0.477,0.467,,0.267,9.2,15.8,13.0,16.9,0.0,0.0,19.3,22.7,92,103,-4.9,
199311050SAC,SAC,game,True,Wayman Tisdale,tisdawa01,30:00,0.685,0.643,,0.214,12.3,9.1,10.4,5.4,1.6,1.8,6.1,23.7,134,102,5.2,
199311050SAC,SAC,game,True,Bobby Hurley,hurlebo01,24:00,0.518,0.4,,0.8,5.1,3.8,4.3,35.0,4.1,0.0,30.7,17.8,99,101,2.1,
199311050SAC,SAC,game,True,Randy Breuer,breuera01,16:00,0.34,0.4,,0.4,0.0,22.6,13.0,7.9,0.0,3.3,0.0,16.0,76,97,-4.5,
199311050SAC,SAC,game,False,Duane Causwell,causwdu01,26:00,0.377,0.5,,1.5,0.0,24.4,14.0,0.0,0.0,4.1,23.1,14.5,54,96,-8.3,
199311050SAC,SAC,game,False,Spud Webb,webbsp01,24:00,0.684,0.571,,1.286,0.0,18.9,10.9,38.9,0.0,0.0,0.0,19.9,156,102,10.8,
199311050SAC,SAC,game,False,Randy Brown,brownra02,21:00,0.872,0.833,,0.333,5.9,4.3,5.0,14.0,0.0,2.5,22.5,18.5,132,107,5.5,
199311050SAC,SAC,game,False,Pete Chilcutt,chilcpe01,12:00,0.667,0.667,,0.0,10.3,7.5,8.7,0.0,0.0,0.0,0.0,21.8,133,107,2.2,
199311050SAC,SAC,game,False,Mike Peplowski,peplomi01,5:00,1.0,1.0,,0.0,24.6,18.1,20.9,55.8,0.0,10.7,0.0,8.7,199,95,30.4,
199311050MIA,ORL,game,True,Nick Anderson,anderni01,39:00,0.446,0.444,,0.278,9.5,17.1,13.1,9.9,1.3,1.8,12.9,25.5,95,104,-4.0,
199311050MIA,ORL,game,True,Anfernee Hardaway,hardaan01,36:00,0.462,0.462,,0.0,17.1,11.1,14.2,28.1,0.0,2.0,13.3,17.9,118,109,2.0,
199311050MIA,ORL,game,True,Scott Skiles,skilesc01,36:00,0.313,0.111,,0.556,0.0,11.1,5.3,38.8,1.4,2.0,8.2,14.6,115,105,-0.8,
199311050MIA,ORL,game,True,Shaquille O'Neal,onealsh01,31:00,0.707,0.708,,0.542,15.9,34.4,24.8,7.9,1.7,2.3,3.3,42.6,144,98,18.9,
199311050MIA,ORL,game,True,Larry Krystkowiak,krystla01,22:00,0.512,0.5,,0.5,0.0,12.1,5.8,5.2,0.0,0.0,17.0,11.5,94,109,-9.1,
199311050MIA,ORL,game,False,Dennis Scott,scottde01,26:00,0.788,0.813,,0.25,0.0,10.3,4.9,10.0,4.0,0.0,0.0,14.7,163,102,10.1,
199311050MIA,ORL,game,False,Anthony Bowie,bowiean01,16:00,0.347,0.0,,1.0,0.0,0.0,0.0,19.6,6.5,4.5,0.0,7.7,129,96,7.8,
199311050MIA,ORL,game,False,Jeff Turner,turneje01,15:00,0.833,0.833,,0.0,8.2,26.7,17.1,10.7,0.0,0.0,14.3,20.0,136,105,1.7,
199311050MIA,ORL,game,False,Greg Kite,kitegr01,14:00,0.5,0.5,,0.0,8.8,9.5,9.1,8.8,0.0,0.0,0.0,12.3,128,110,-3.7,
199311050MIA,ORL,game,False,Litterial Green,greenli01,3:00,0.0,0.0,,0.0,41.0,0.0,21.3,34.8,0.0,0.0,0.0,14.3,102,113,-1.4,
199311050MIA,ORL,game,False,Keith Tower,towerke01,2:00,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,200,113,15.8,
199311050MIA,MIA,game,True,John Salley,sallejo01,34:00,0.97,1.0,,3.0,3.9,14.5,9.4,18.7,1.5,1.9,39.3,10.1,126,123,3.0,
199311050MIA,MIA,game,True,Rony Seikaly,seikaro01,32:00,0.64,0.583,,0.833,4.2,11.5,8.0,20.0,0.0,2.0,5.7,24.5,130,126,4.4,
199311050MIA,MIA,game,True,Harold Miner,minerha01,29:00,0.396,0.385,,0.154,4.6,0.0,2.2,13.4,0.0,0.0,12.6,24.7,79,132,-9.6,
199311050MIA,MIA,game,True,Glen Rice,ricegl01,28:00,0.551,0.533,,0.067,0.0,17.6,9.1,8.2,1.8,0.0,6.1,26.5,105,122,1.7,
199311050MIA,MIA,game,True,Steve Smith,smithst01,28:00,0.388,0.333,,0.167,4.8,22.0,13.7,32.8,0.0,0.0,7.2,22.3,94,124,-5.5,
199311050MIA,MIA,game,False,Bimbo Coles,colesbi01,25:00,0.82,0.75,,0.5,5.3,0.0,2.6,8.2,2.1,2.6,9.3,19.4,150,126,9.8,
199311050MIA,MIA,game,False,Willie Burton,burtowi01,20:00,0.26,0.0,,1.0,13.3,12.3,12.8,7.3,0.0,3.2,34.2,19.7,55,126,-14.9,
199311050MIA,MIA,game,False,Brian Shaw,shawbr01,18:00,0.167,0.167,,0.0,0.0,20.5,10.7,17.6,0.0,3.6,0.0,15.0,54,123,-8.4,
199311050MIA,MIA,game,False,Matt Geiger,geigema01,16:00,0.51,0.4,,0.4,16.7,15.4,16.0,11.1,0.0,0.0,0.0,16.6,127,126,-2.1,
