Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
198010100SDC,HOU,game,True,Moses Malone,malonmo01,40:00,8,18,0.444,0,0.0,,3,5,0.6,,,7,2,1.0,4.0,1.0,3,19,,
198010100SDC,HOU,game,True,Calvin Murphy,murphca01,32:00,7,11,0.636,0,0.0,,2,2,1.0,0.0,0.0,0,1,1.0,0.0,0.0,4,16,,
198010100SDC,HOU,game,True,Robert Reid,reidro01,32:00,3,12,0.25,0,0.0,,5,6,0.833,,,7,0,1.0,1.0,2.0,3,11,,
198010100SDC,HOU,game,True,Rudy Tomjanovich,tomjaru01,23:00,4,10,0.4,0,1.0,0.0,3,4,0.75,,,3,1,0.0,0.0,1.0,3,11,,
198010100SDC,HOU,game,True,Tom Henderson,hendeto01,20:00,3,8,0.375,0,0.0,,0,0,,,,1,3,1.0,0.0,0.0,0,6,,
198010100SDC,HOU,game,False,Allen Leavell,leaveal01,26:00,5,10,0.5,0,0.0,,4,6,0.667,,,2,7,2.0,0.0,6.0,4,14,,
198010100SDC,HOU,game,False,Major Jones,jonesma01,20:00,4,6,0.667,0,0.0,,0,1,0.0,,,5,1,1.0,1.0,0.0,2,8,,
198010100SDC,HOU,game,False,Calvin Garrett,garreca01,18:00,4,4,1.0,0,0.0,,0,0,,,,1,1,0.0,0.0,0.0,0,8,,
198010100SDC,HOU,game,False,Mike Dunleavy,dunlemi01,18:00,3,10,0.3,0,0.0,,0,0,,,,2,3,2.0,0.0,2.0,2,6,,
198010100SDC,HOU,game,False,Billy Paultz,paultbi01,11:00,1,1,1.0,0,0.0,,3,4,0.75,,,3,0,0.0,0.0,1.0,2,5,,
198010100SDC,SDC,game,True,Swen Nater,natersw01,45:00,9,17,0.529,0,0.0,,0,0,,,,13,2,0.0,0.0,3.0,2,18,,
198010100SDC,SDC,game,True,Sidney Wicks,wickssi01,45:00,7,13,0.538,0,0.0,,1,3,0.333,6.0,17.0,23,4,1.0,3.0,5.0,3,15,,
198010100SDC,SDC,game,True,Phil Smith,smithph01,39:00,13,21,0.619,0,0.0,,9,10,0.9,,,5,3,2.0,0.0,2.0,2,35,,
198010100SDC,SDC,game,True,Joe Bryant,bryanjo01,35:00,8,15,0.533,1,1.0,1.0,1,2,0.5,,,6,5,0.0,1.0,1.0,6,18,,
198010100SDC,SDC,game,True,Brian Taylor,taylobr01,35:00,6,13,0.462,0,1.0,0.0,2,3,0.667,,,4,9,2.0,1.0,1.0,4,14,,
198010100SDC,SDC,game,False,Michael Brooks,brookmi01,19:00,4,7,0.571,0,0.0,,2,2,1.0,,,6,1,0.0,0.0,2.0,2,10,,
198010100SDC,SDC,game,False,Freeman Williams,willifr01,13:00,4,9,0.444,0,0.0,,0,0,,0.0,0.0,0,0,1.0,0.0,2.0,4,8,,
198010100SDC,SDC,game,False,Stan Pietkiewicz,pietkst01,9:00,1,2,0.5,0,0.0,,0,0,,0.0,1.0,1,1,0.0,0.0,0.0,1,2,,
198010100PHI,MIL,game,True,Brian Winters,wintebr01,40:00,4,7,0.571,0,0.0,,0,2,0.0,,,1,4,1.0,0.0,4.0,3,8,,
198010100PHI,MIL,game,True,Marques Johnson,johnsma01,36:00,8,21,0.381,0,0.0,,3,4,0.75,,,10,3,1.0,1.0,2.0,1,19,,
198010100PHI,MIL,game,True,Mickey Johnson,johnsmi01,33:00,6,13,0.462,0,1.0,0.0,2,2,1.0,,,10,6,1.0,0.0,1.0,2,14,,
198010100PHI,MIL,game,True,Quinn Buckner,bucknqu01,19:00,3,5,0.6,0,0.0,,1,2,0.5,,,5,6,2.0,0.0,3.0,5,7,,
198010100PHI,MIL,game,True,Harvey Catchings,catchha01,18:00,0,4,0.0,0,0.0,,0,0,,,,6,3,2.0,2.0,1.0,4,0,,
198010100PHI,MIL,game,False,Sidney Moncrief,moncrsi01,30:00,3,8,0.375,0,0.0,,9,11,0.818,,,3,3,1.0,0.0,2.0,1,15,,
198010100PHI,MIL,game,False,Bob Lanier,laniebo01,29:00,6,11,0.545,0,0.0,,6,9,0.667,,,8,0,0.0,0.0,2.0,3,18,,
198010100PHI,MIL,game,False,Junior Bridgeman,bridgju01,27:00,7,15,0.467,0,1.0,0.0,7,7,1.0,,,3,1,1.0,1.0,2.0,4,21,,
