Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197110120CHI,PHI,game,True,Hal Greer,greerha01,43:00,13,20.0,0.65,,,,2,2,1.0,,,6.0,6.0,,,,2.0,28,,
197110120CHI,PHI,game,True,Archie Clark,clarkar01,42:00,11,16.0,0.688,,,,7,11,0.636,,,3.0,7.0,,,,3.0,29,,
197110120CHI,PHI,game,True,Jim Washington,washiji01,42:00,4,9.0,0.444,,,,3,4,0.75,,,9.0,1.0,,,,5.0,11,,
197110120CHI,PHI,game,True,Luke Jackson,jackslu01,33:00,7,9.0,0.778,,,,4,5,0.8,,,8.0,3.0,,,,5.0,18,,
197110120CHI,PHI,game,True,Billy Cunningham,cunnibi01,26:00,4,9.0,0.444,,,,2,2,1.0,,,7.0,6.0,,,,6.0,10,,
197110120CHI,PHI,game,False,Fred Foster,fostefr01,28:00,4,9.0,0.444,,,,6,6,1.0,,,4.0,0.0,,,,3.0,14,,
197110120CHI,PHI,game,False,Dennis Awtrey,awtrede01,15:00,1,1.0,1.0,,,,0,0,,,,4.0,1.0,,,,6.0,2,,
197110120CHI,PHI,game,False,Dave Wohl,wohlda01,11:00,1,1.0,1.0,,,,0,1,0.0,,,0.0,1.0,,,,1.0,2,,
197110120CHI,CHI,game,True,Bob Love,lovebo01,48:00,13,27.0,0.481,,,,8,10,0.8,,,6.0,2.0,,,,4.0,34,,
197110120CHI,CHI,game,True,Chet Walker,walkech01,31:00,3,6.0,0.5,,,,4,4,1.0,,,1.0,3.0,,,,5.0,10,,
197110120CHI,CHI,game,True,Jerry Sloan,sloanje01,31:00,4,14.0,0.286,,,,1,7,0.143,,,5.0,2.0,,,,4.0,9,,
197110120CHI,CHI,game,True,Tom Boerwinkle,boerwto01,24:00,2,4.0,0.5,,,,3,4,0.75,,,12.0,1.0,,,,3.0,7,,
197110120CHI,CHI,game,True,Jim King,kingji01,23:00,3,9.0,0.333,,,,0,0,,,,2.0,2.0,,,,1.0,6,,
197110120CHI,CHI,game,False,Jimmy Collins,colliji01,25:00,4,7.0,0.571,,,,2,2,1.0,,,2.0,5.0,,,,1.0,10,,
197110120CHI,CHI,game,False,Bob Weiss,weissbo01,25:00,2,7.0,0.286,,,,1,1,1.0,,,1.0,5.0,,,,3.0,5,,
