Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
198510250ATL,ATL,game,False,Ray Williams,willira01,9:00,,,,,0.0,0.0,0.0,39.0,5.6,0.0,,0.0,200,102,5.6,
198510250ATL,ATL,game,False,Jon Koncak,koncajo01,6:00,0.521,0.5,,1.0,17.8,0.0,9.5,0.0,0.0,0.0,0.0,19.9,122,112,-11.7,
198510250UTA,HOU,game,True,Hakeem Olajuwon,olajuha01,42:00,0.583,0.529,,0.824,16.7,14.3,15.5,10.2,1.1,2.9,7.9,23.4,128,107,5.8,
198510250UTA,HOU,game,True,Ralph Sampson,sampsra01,37:00,0.607,0.611,,0.222,12.7,32.4,22.4,13.1,1.3,1.6,9.2,23.0,126,104,6.4,
198510250UTA,HOU,game,True,Lewis Lloyd,lloydle01,33:00,0.595,0.5,,0.4,7.1,7.3,7.2,23.8,1.4,0.0,25.4,18.6,110,110,0.1,
198510250UTA,HOU,game,True,John Lucas,lucasjo01,33:00,0.631,0.571,,0.429,3.5,21.8,12.6,27.0,1.4,0.0,10.7,22.1,133,107,5.2,
198510250UTA,HOU,game,True,Rodney McCray,mccraro01,30:00,0.857,0.857,,0.0,3.9,12.0,7.9,9.3,4.7,4.0,22.2,11.7,131,99,9.5,
198510250UTA,HOU,game,False,Jim Petersen,peterji01,19:00,0.363,0.333,,0.333,12.3,6.3,9.4,0.0,0.0,3.2,12.7,16.2,86,109,-9.5,
198510250UTA,HOU,game,False,Robert Reid,reidro01,19:00,0.0,0.0,,0.0,0.0,12.6,6.2,11.5,5.0,0.0,28.6,14.4,18,103,-9.5,
198510250UTA,HOU,game,False,Mitchell Wiggins,wiggimi01,14:00,0.381,0.286,,0.286,8.4,8.6,8.5,0.0,3.4,0.0,11.3,24.8,89,105,-8.0,
198510250UTA,HOU,game,False,Allen Leavell,leaveal01,11:00,0.129,0.0,,0.667,0.0,0.0,0.0,0.0,0.0,5.5,43.6,24.4,17,109,-25.7,
198510250UTA,HOU,game,False,Steve Harris,harrist01,2:00,0.5,0.5,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,39.0,135,115,15.6,
198510250UTA,UTA,game,True,Adrian Dantley,dantlad01,36:00,0.698,0.6,,1.2,3.3,3.3,3.3,8.9,1.3,0.0,17.9,32.5,118,115,2.4,
198510250UTA,UTA,game,True,Mark Eaton,eatonma01,36:00,0.932,1.0,,0.167,6.7,26.0,16.5,0.0,0.0,6.0,23.7,9.8,125,107,1.9,
198510250UTA,UTA,game,True,Thurl Bailey,baileth01,33:00,0.487,0.438,,0.5,7.3,10.6,9.0,4.6,0.0,4.9,4.9,26.0,102,113,-1.4,
198510250UTA,UTA,game,True,Rickey Green,greenri01,21:00,0.405,0.444,,0.222,0.0,0.0,0.0,55.7,4.5,0.0,9.2,21.7,98,110,1.7,
198510250UTA,UTA,game,True,Bob Hansen,hansebo01,20:00,0.82,0.75,,0.5,6.0,5.9,5.9,13.8,2.4,0.0,0.0,10.2,174,113,6.7,
198510250UTA,UTA,game,False,John Stockton,stockjo01,25:00,0.506,0.5,,0.2,0.0,9.4,4.7,71.1,3.8,0.0,8.4,19.9,121,108,7.2,
198510250UTA,UTA,game,False,Karl Malone,malonka01,24:00,0.337,0.364,,0.182,10.0,19.5,14.8,11.8,7.8,0.0,25.2,27.7,62,97,-7.7,
198510250UTA,UTA,game,False,Pace Mannion,mannipa01,22:00,0.45,0.5,,0.25,0.0,5.3,2.7,11.6,0.0,0.0,31.1,12.2,68,117,-11.3,
198510250UTA,UTA,game,False,Fred Roberts,roberfr01,9:00,0.773,0.667,,0.667,13.3,26.0,19.8,0.0,0.0,6.0,0.0,18.0,165,107,12.4,
198510250UTA,UTA,game,False,Carey Scurry,scurrca01,8:00,0.0,0.0,,0.0,0.0,14.6,7.4,14.3,0.0,6.7,0.0,15.7,20,111,-9.2,
198510250UTA,UTA,game,False,Jeff Wilkins,wilkije01,4:00,0.0,0.0,,0.0,30.0,0.0,14.8,0.0,0.0,0.0,0.0,10.5,65,119,-12.5,
198510250UTA,UTA,game,False,Steve Hayes,hayesst01,2:00,,,,,0.0,58.5,29.6,0.0,0.0,0.0,,0.0,0,98,-9.8,
198510250CHI,CLE,game,True,Roy Hinson,hinsoro01,40:00,0.471,0.353,,0.706,8.3,7.6,8.0,3.6,1.2,4.4,11.9,26.4,99,108,-1.5,
198510250CHI,CLE,game,True,John Bagley,baglejo01,38:00,0.35,0.35,,0.0,2.9,5.4,4.2,35.6,3.8,0.0,20.0,27.4,78,106,-4.9,
198510250CHI,CLE,game,True,World B. Free,freewo01,36:00,0.585,0.525,,0.35,9.2,8.5,8.8,24.3,1.4,0.0,8.0,29.1,125,109,6.4,
198510250CHI,CLE,game,True,Phil Hubbard,hubbaph01,36:00,0.282,0.25,,0.75,12.3,19.8,16.2,3.5,0.0,0.0,27.3,17.0,61,107,-12.8,
198510250CHI,CLE,game,True,Mark West,westma01,21:00,1.0,1.0,,0.0,5.3,29.1,17.7,0.0,0.0,8.3,40.0,9.9,104,98,2.4,
198510250CHI,CLE,game,False,Ben Poquette,poquebe01,25:00,0.625,0.625,,0.0,8.8,8.2,8.5,10.4,0.0,0.0,0.0,6.7,154,112,2.5,
198510250CHI,CLE,game,False,Melvin Turpin,turpime01,23:00,0.51,0.4,,0.4,4.8,13.3,9.2,0.0,2.1,5.1,14.5,12.5,102,103,-2.1,
198510250CHI,CLE,game,False,Ron Anderson,anderro01,16:00,1.009,1.0,,0.167,0.0,12.7,6.6,26.4,0.0,0.0,0.0,16.8,205,109,15.0,
198510250CHI,CLE,game,False,Dirk Minniefield,minnidi01,16:00,0.814,0.8,,0.8,6.9,6.4,6.6,41.7,6.1,0.0,12.9,20.2,154,100,17.7,
198510250CHI,CLE,game,False,Edgar Jones,jonesed01,14:00,0.6,0.6,,0.0,0.0,14.6,7.6,0.0,0.0,0.0,28.6,20.9,80,109,-7.8,
198510250CHI,CHI,game,True,Kyle Macy,macyky01,46:00,0.581,0.583,,0.333,0.0,7.2,3.5,37.9,2.1,0.0,22.5,7.7,125,107,1.7,
198510250CHI,CHI,game,True,Orlando Woolridge,woolror01,44:00,0.634,0.524,,0.714,11.6,17.6,14.5,12.1,1.1,2.7,15.3,29.5,122,105,8.4,
198510250CHI,CHI,game,True,Michael Jordan,jordami01,39:00,0.522,0.5,,0.154,7.8,8.5,8.2,16.1,3.7,0.0,9.8,31.4,108,104,4.5,
198510250CHI,CHI,game,True,Jawann Oldham,oldhaja01,35:00,0.542,0.625,,0.875,11.6,3.2,7.6,4.3,0.0,6.7,15.3,14.9,101,108,-1.7,
198510250CHI,CHI,game,True,Sidney Green,greensi02,24:00,0.425,0.4,,0.4,4.2,13.8,8.8,6.5,2.0,2.5,7.8,21.2,94,103,-5.2,
198510250CHI,CHI,game,False,Dave Corzine,corzida01,26:00,0.661,0.571,,0.429,11.8,25.5,18.3,5.8,0.0,2.3,26.5,17.3,108,104,-0.6,
198510250CHI,CHI,game,False,Charles Oakley,oaklech01,19:00,0.377,0.0,,1.5,16.1,34.9,25.1,6.5,0.0,0.0,31.1,20.2,77,103,-9.1,
198510250CHI,CHI,game,False,Gene Banks,banksge01,16:00,0.2,0.2,,0.0,12.7,13.8,13.3,16.7,0.0,0.0,0.0,12.4,88,110,-5.6,
198510250CHI,CHI,game,False,George Gervin,gervige01,16:00,0.25,0.25,,0.0,0.0,6.9,3.3,36.4,3.0,0.0,11.1,22.4,74,105,-6.6,
198510250SAC,LAC,game,True,James Donaldson,donalja01,37:00,0.4,0.286,,0.571,13.3,28.0,21.6,0.0,0.0,3.0,25.5,13.2,80,96,-6.3,
198510250SAC,LAC,game,True,Cedric Maxwell,maxwece01,37:00,0.555,0.4,,0.8,0.0,20.3,11.5,11.5,1.3,0.0,18.2,18.5,103,98,-1.3,
198510250SAC,LAC,game,True,Derek Smith,smithde02,36:00,0.715,0.737,,0.737,13.7,5.2,8.9,6.6,1.3,3.1,13.7,33.6,126,103,10.3,
198510250SAC,LAC,game,True,Franklin Edwards,edwarfr01,35:00,0.633,0.5,,0.6,0.0,5.4,3.0,34.1,4.0,0.0,13.7,17.4,129,100,7.3,
198510250SAC,LAC,game,True,Marques Johnson,johnsma01,32:00,0.592,0.563,,0.125,3.8,0.0,1.7,23.5,1.5,1.7,10.6,24.5,117,106,4.1,
198510250SAC,LAC,game,False,Michael Cage,cagemi01,24:00,0.512,0.5,,0.5,5.1,7.8,6.7,5.7,0.0,2.3,0.0,8.4,122,105,-1.6,
198510250SAC,LAC,game,False,Jamaal Wilkes,wilkeja01,14:00,0.254,0.143,,0.286,8.8,13.4,11.4,9.6,3.3,0.0,11.3,26.3,65,97,-10.9,
198510250SAC,LAC,game,False,Junior Bridgeman,bridgju01,12:00,0.0,0.0,,0.0,0.0,0.0,0.0,10.3,0.0,0.0,33.3,10.4,18,109,-15.3,
198510250SAC,LAC,game,False,Benoit Benjamin,benjabe01,6:00,0.521,0.5,,1.0,0.0,62.7,35.6,0.0,0.0,9.3,25.8,26.9,77,75,-7.4,
198510250SAC,LAC,game,False,Lancaster Gordon,gordola01,5:00,0.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,24.9,63,110,-12.7,
198510250SAC,LAC,game,False,Jay Murphy,murphja01,2:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0,110,-23.1,
198510250SAC,SAC,game,True,Eddie Johnson,johnsed03,40:00,0.451,0.389,,0.389,7.1,3.1,5.3,11.8,2.3,0.0,15.9,23.9,94,106,-0.7,
198510250SAC,SAC,game,True,Reggie Theus,theusre01,39:00,0.68,0.6,,0.4,2.4,9.5,5.5,17.6,2.4,1.5,14.5,20.2,130,103,8.2,
198510250SAC,SAC,game,True,Larry Drew,drewla01,34:00,0.429,0.429,,0.0,5.5,0.0,3.1,18.5,0.0,0.0,6.7,16.8,105,111,-1.8,
198510250SAC,SAC,game,True,LaSalle Thompson,thompla01,28:00,0.517,0.5,,0.75,10.1,44.0,24.8,10.7,0.0,0.0,22.0,18.6,96,101,-1.2,
198510250SAC,SAC,game,True,Otis Thorpe,thorpot01,20:00,0.752,0.833,,1.0,14.1,24.6,18.7,8.9,0.0,0.0,10.4,18.4,140,105,7.0,
198510250SAC,SAC,game,False,Mark Olberding,olberma01,29:00,0.176,0.0,,1.6,6.5,4.2,5.5,0.0,0.0,0.0,0.0,11.2,57,110,-10.1,
198510250SAC,SAC,game,False,Mike Woodson,woodsmi01,18:00,0.47,0.455,,0.364,5.2,0.0,3.0,10.4,2.6,0.0,13.6,31.2,94,105,-3.7,
198510250SAC,SAC,game,False,Rich Kelley,kelleri01,15:00,0.515,0.333,,0.667,12.5,24.6,17.8,0.0,0.0,4.0,43.6,17.5,71,102,-7.0,
198510250SAC,SAC,game,False,Joe Kleine,kleinjo01,10:00,0.615,0.5,,0.5,9.4,49.2,26.7,32.7,0.0,0.0,29.1,26.2,104,99,2.4,
198510250SAC,SAC,game,False,Carl Henry,henryca01,3:00,0.0,0.0,,0.0,31.4,0.0,17.8,0.0,0.0,0.0,50.0,25.4,25,110,-28.6,
198510250SAC,SAC,game,False,Michael Adams,adamsmi01,2:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,-4.5,
198510250SAC,SAC,game,False,David Cooke,cookeda01,2:00,0.0,0.0,,0.0,47.1,100.0,80.0,0.0,0.0,0.0,0.0,57.1,23,84,-40.5,
198510250POR,PHO,game,True,Walter Davis,daviswa03,39:00,0.348,0.32,,0.08,2.6,9.9,6.3,18.8,1.1,0.0,10.4,26.6,85,111,-9.8,
198510250POR,PHO,game,True,Jay Humphries,humphja01,39:00,0.615,0.5,,0.5,5.1,4.9,5.0,33.8,3.4,0.0,21.5,17.2,122,109,4.7,
198510250POR,PHO,game,True,Mike Sanders,sandemi01,36:00,0.687,0.647,,0.353,13.9,10.7,12.3,14.3,0.0,2.7,9.2,21.6,138,112,9.2,
198510250POR,PHO,game,True,Charles Jones,jonesch02,34:00,0.551,0.5,,1.167,2.9,19.8,11.5,7.4,2.6,4.3,9.9,10.7,116,101,2.7,
198510250POR,PHO,game,True,Alvan Adams,adamsal01,32:00,0.618,0.583,,0.333,12.5,12.0,12.3,14.0,5.5,1.5,22.5,19.9,108,100,4.6,
198510250POR,PHO,game,False,Ed Pinckney,pincked01,22:00,0.285,0.286,,0.571,13.6,0.0,6.7,11.4,2.0,2.2,31.3,20.8,58,113,-11.6,
198510250POR,PHO,game,False,James Edwards,edwarja01,19:00,0.644,0.667,,0.667,5.3,20.3,12.9,27.7,0.0,0.0,20.5,27.7,107,109,2.0,
198510250POR,PHO,game,False,Rick Robey,robeyri01,16:00,0.287,0.3,,0.1,25.0,24.1,24.5,0.0,2.8,0.0,16.1,27.9,69,101,-15.1,
198510250POR,PHO,game,False,Devin Durrant,durrade01,14:00,0.0,,,,7.1,20.6,14.0,16.1,3.2,0.0,69.4,7.4,38,102,-4.0,
198510250POR,PHO,game,False,Michael Holton,holtomi01,14:00,0.608,0.5,,1.0,0.0,0.0,0.0,19.2,0.0,0.0,25.8,19.9,103,118,-6.8,
198510250POR,POR,game,True,Sam Bowie,bowiesa01,38:00,0.335,0.3,,0.1,12.7,10.5,11.6,3.3,1.2,10.6,27.7,13.6,71,102,-6.0,
198510250POR,POR,game,True,Kiki Vandeweghe,vandeki01,37:00,0.61,0.524,,0.476,2.6,8.1,5.3,13.8,0.0,0.0,7.3,26.6,131,110,2.3,
198510250POR,POR,game,True,Darnell Valentine,valenda01,33:00,0.363,0.231,,0.615,8.8,12.1,10.4,26.7,9.4,0.0,15.4,21.2,93,90,4.5,
198510250POR,POR,game,True,Clyde Drexler,drexlcl01,27:00,0.444,0.357,,0.286,21.4,11.1,16.4,15.8,1.6,2.1,16.0,24.9,102,104,-2.0,
198510250POR,POR,game,True,Mychal Thompson,thompmy01,23:00,0.489,0.286,,0.714,12.6,17.4,14.9,0.0,1.9,0.0,9.8,15.9,117,103,-3.7,
198510250POR,POR,game,False,Kenny Carr,carrke01,40:00,0.51,0.438,,0.375,7.2,20.0,13.5,7.0,0.0,1.4,9.7,18.5,113,105,-2.7,
198510250POR,POR,game,False,Jim Paxson,paxsoji02,32:00,0.567,0.533,,0.133,0.0,6.3,3.1,19.6,1.4,0.0,5.9,18.9,125,109,0.6,
198510250POR,POR,game,False,Terry Porter,portete01,18:00,0.51,0.4,,0.4,5.4,5.6,5.5,43.0,7.4,0.0,14.5,13.7,124,97,10.8,
198510250POR,POR,game,False,Jerome Kersey,kerseje01,9:00,0.75,0.75,,0.0,10.7,0.0,5.5,50.5,14.8,0.0,20.0,39.9,112,84,24.6,
198510250POR,POR,game,False,Caldwell Jones,jonesca01,5:00,,,,,0.0,20.0,9.8,0.0,0.0,0.0,100.0,14.4,0,104,-28.8,
198510250POR,POR,game,False,Steve Colter,coltest01,3:00,0.0,0.0,,0.0,0.0,33.3,16.4,37.6,0.0,0.0,0.0,12.0,53,101,-7.5,
198510250GSW,DEN,game,True,Alex English,englial01,39:00,0.604,0.516,,0.581,5.9,7.5,6.8,16.6,1.1,1.4,7.2,40.0,123,95,9.5,
198510250GSW,DEN,game,True,Calvin Natt,nattca01,35:00,0.547,0.471,,0.294,0.0,11.2,6.0,8.8,1.2,0.0,13.5,23.6,103,94,-1.7,
198510250GSW,DEN,game,True,T.R. Dunn,dunntr01,30:00,0.0,0.0,,2.0,0.0,6.5,3.5,3.8,2.8,0.0,34.7,3.6,17,93,-2.3,
198510250GSW,DEN,game,True,Fat Lever,leverfa01,29:00,0.511,0.444,,0.444,7.9,6.8,7.3,32.7,4.3,0.0,8.5,15.1,122,89,6.7,
198510250GSW,DEN,game,True,Wayne Cooper,coopewa01,20:00,0.781,0.75,,1.0,11.4,19.6,15.8,6.9,0.0,2.8,14.8,12.6,142,91,3.0,
198510250GSW,DEN,game,False,Bill Hanzlik,hanzlbi01,27:00,0.628,0.571,,0.571,16.9,7.3,11.7,30.6,1.5,0.0,31.3,17.6,108,94,1.9,
198510250GSW,DEN,game,False,Mike Evans,evansmi01,19:00,0.595,0.5,,0.4,0.0,15.5,8.3,27.4,4.4,0.0,25.4,15.4,106,86,5.3,
198510250GSW,DEN,game,False,Elston Turner,turneel01,18:00,0.515,0.333,,0.667,0.0,16.3,8.8,13.6,0.0,0.0,43.6,14.2,70,93,-9.6,
198510250GSW,DEN,game,False,Danny Schayes,schayda01,12:00,0.25,0.25,,0.0,9.5,24.5,17.6,0.0,0.0,4.6,33.3,18.6,45,87,-17.0,
198510250GSW,DEN,game,False,Blair Rasmussen,rasmubl01,11:00,0.444,0.429,,0.286,20.8,44.5,33.6,0.0,3.8,0.0,20.2,33.4,81,75,-9.3,
198510250GSW,GSW,game,True,Joe Barry Carroll,carrojo01,38:00,0.491,0.412,,0.588,10.3,30.1,19.4,14.0,0.0,3.0,34.0,28.8,75,100,-4.2,
198510250GSW,GSW,game,True,Sleepy Floyd,floydsl01,35:00,0.572,0.542,,0.375,2.8,3.3,3.0,67.9,2.4,0.0,30.0,38.6,90,104,3.1,
198510250GSW,GSW,game,True,Terry Teagle,teaglte01,34:00,0.373,0.222,,0.778,0.0,3.4,1.6,0.0,0.0,3.3,14.2,14.0,77,107,-3.9,
198510250GSW,GSW,game,True,Larry Smith,smithla01,30:00,0.617,0.636,,0.909,29.4,15.2,22.9,0.0,0.0,0.0,6.1,18.5,131,106,4.5,
198510250GSW,GSW,game,True,Peter Thibeaux,thibepe01,20:00,0.45,0.5,,0.25,0.0,40.0,18.5,9.1,0.0,5.6,0.0,15.0,103,96,2.6,
198510250GSW,GSW,game,False,Lester Conner,connele01,21:00,0.289,0.0,,1.0,4.7,10.9,7.5,19.0,0.0,0.0,10.4,15.5,81,107,-2.7,
198510250GSW,GSW,game,False,Pete Verhoeven,verhope01,18:00,0.5,0.5,,0.0,5.4,0.0,2.9,0.0,0.0,0.0,0.0,3.8,124,110,-6.2,
198510250GSW,GSW,game,False,Jerome Whitehead,whiteje01,18:00,0.338,0.25,,0.25,10.9,6.3,8.8,0.0,0.0,0.0,0.0,16.7,94,108,-6.6,
198510250GSW,GSW,game,False,Geoff Huston,hustoge01,16:00,0.21,0.0,,1.333,0.0,0.0,0.0,8.3,2.6,0.0,17.4,12.2,50,105,-7.0,
198510250GSW,GSW,game,False,Guy Williams,willigu02,9:00,0.174,0.0,,1.0,0.0,38.1,17.6,0.0,0.0,6.3,0.0,10.8,47,95,-11.7,
198510250GSW,GSW,game,False,Ron Crevier,creviro01,1:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0,110,-30.6,
198510250DET,MIL,game,True,Sidney Moncrief,moncrsi01,35:00,0.711,0.688,,0.625,7.8,3.0,5.6,14.5,3.7,1.6,4.7,23.0,142,106,15.5,
198510250DET,MIL,game,True,Paul Pressey,presspa01,35:00,0.508,0.417,,1.083,2.6,9.1,5.6,23.4,1.2,3.2,14.5,22.2,101,108,1.1,
198510250DET,MIL,game,True,Craig Hodges,hodgecr01,32:00,0.5,0.5,,0.0,2.8,0.0,1.5,16.0,4.0,0.0,40.0,11.7,74,107,-3.4,
198510250DET,MIL,game,True,Terry Cummings,cummite01,31:00,0.398,0.353,,0.412,11.7,24.1,17.4,28.4,0.0,0.0,25.8,32.8,76,106,-7.9,
198510250DET,MIL,game,True,Alton Lister,listeal01,21:00,0.429,0.429,,0.0,0.0,20.3,9.3,6.5,2.0,7.9,12.5,14.3,79,99,-0.5,
198510250DET,MIL,game,False,Ricky Pierce,piercri01,31:00,0.564,0.5,,0.583,2.9,13.8,7.9,14.2,1.4,0.0,11.7,20.7,109,107,0.1,
198510250DET,MIL,game,False,Randy Breuer,breuera01,20:00,0.579,0.5,,1.0,4.5,21.3,12.2,13.8,2.1,2.8,0.0,16.2,131,101,7.0,
198510250DET,MIL,game,False,Jeff Lamp,lampje01,20:00,0.444,0.444,,0.0,4.5,10.7,7.3,7.4,0.0,0.0,0.0,16.9,100,111,-2.6,
198510250DET,MIL,game,False,Kenny Fields,fieldke01,8:00,0.773,0.667,,0.667,11.3,13.3,12.2,20.0,0.0,0.0,34.0,27.6,107,109,-6.3,
198510250DET,MIL,game,False,Paul Mokeski,mokespa01,7:00,,,,,0.0,30.5,14.0,0.0,0.0,0.0,,0.0,0,104,-1.4,
198510250DET,DET,game,True,Bill Laimbeer,laimbbi01,39:00,0.601,0.444,,0.667,8.2,25.5,17.6,12.7,0.0,0.0,11.4,24.6,126,104,5.4,
198510250DET,DET,game,True,Earl Cureton,curetea01,35:00,0.4,0.417,,0.333,24.4,12.9,18.2,8.5,1.2,0.0,6.8,15.4,106,105,0.3,
198510250DET,DET,game,True,Kelly Tripucka,tripuke01,35:00,0.632,0.462,,0.769,0.0,15.5,8.4,17.8,1.2,0.0,18.7,22.3,117,104,3.0,
198510250DET,DET,game,True,Isiah Thomas,thomais01,34:00,0.481,0.4,,0.8,0.0,10.7,5.8,33.9,5.0,0.0,30.7,20.9,84,98,-0.5,
198510250DET,DET,game,True,Vinnie Johnson,johnsvi01,26:00,0.368,0.3,,0.2,12.3,7.0,9.4,11.0,3.3,0.0,0.0,15.3,108,102,2.2,
198510250DET,DET,game,False,Joe Dumars,dumarjo01,19:00,0.377,0.25,,1.5,5.6,9.5,7.7,20.8,0.0,0.0,23.1,16.6,81,108,-6.2,
198510250DET,DET,game,False,John Long,longjo01,17:00,0.709,0.667,,0.222,6.3,5.3,5.8,0.0,2.5,0.0,9.2,23.4,133,104,8.5,
198510250DET,DET,game,False,Rick Mahorn,mahorri01,17:00,0.644,0.5,,0.667,0.0,16.0,8.6,9.2,2.5,0.0,34.0,25.2,89,101,-2.8,
198510250DET,DET,game,False,Tony Campbell,campbto01,13:00,0.5,0.5,,0.0,8.2,27.9,18.8,0.0,3.3,0.0,20.0,14.0,90,96,-2.2,
198510250DET,DET,game,False,Kent Benson,bensoke01,5:00,0.615,0.5,,0.5,0.0,36.2,19.6,0.0,0.0,0.0,0.0,17.8,141,102,6.4,
198510250NJN,BOS,game,True,Dennis Johnson,johnsde01,44:00,0.489,0.385,,0.769,2.9,0.0,1.3,10.6,2.1,0.0,25.6,22.4,80,105,-5.5,
198510250NJN,BOS,game,True,Danny Ainge,aingeda01,38:00,0.388,0.333,,0.167,0.0,18.4,10.3,32.4,1.2,0.0,7.2,15.4,96,99,1.1,
198510250NJN,BOS,game,True,Kevin McHale,mchalke01,38:00,0.781,0.8,,0.2,3.3,2.6,2.9,4.8,1.2,2.8,26.9,16.5,103,103,0.5,
198510250NJN,BOS,game,True,Larry Bird,birdla01,36:00,0.541,0.367,,0.667,7.0,27.8,18.6,45.1,10.2,1.5,23.6,29.7,101,76,17.9,
198510250NJN,BOS,game,True,Robert Parish,parisro01,36:00,0.808,0.8,,0.4,3.5,16.7,10.8,0.0,0.0,2.9,7.8,14.9,144,100,4.7,
198510250NJN,BOS,game,False,Scott Wedman,wedmasc01,28:00,0.54,0.5,,0.154,9.0,17.9,13.9,13.2,0.0,0.0,0.0,20.8,119,102,5.2,
198510250NJN,BOS,game,False,Jerry Sichting,sichtje01,25:00,0.381,0.286,,0.286,5.0,4.0,4.5,17.8,1.8,0.0,27.6,18.3,72,103,-6.5,
198510250NJN,BOS,game,False,Bill Walton,waltobi01,19:00,0.5,0.5,,0.0,6.6,21.1,14.7,0.0,2.4,0.0,63.6,24.3,36,95,-19.4,
198510250NJN,BOS,game,False,Greg Kite,kitegr01,1:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,-18.5,
198510250NJN,NJN,game,True,Buck Williams,willibu01,47:00,0.554,0.526,,0.211,12.8,24.2,17.8,3.4,1.0,0.0,19.4,21.0,102,97,1.2,
198510250NJN,NJN,game,True,Darryl Dawkins,dawkida01,37:00,0.549,0.417,,0.833,8.1,17.1,12.1,7.8,1.2,1.9,5.7,18.0,126,96,5.5,
