Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197110130UTS,DNR,game,True,Ralph Simpson,simpsra01,36:00,15.0,27.0,0.556,0.0,,,6.0,8.0,0.75,,,6.0,3.0,,,,4.0,36.0,,
197110130UTS,DNR,game,True,Dave Robisch,robisda01,28:00,8.0,16.0,0.5,0.0,,,2.0,2.0,1.0,,,5.0,1.0,,,,1.0,18.0,,
197110130UTS,DNR,game,True,Al Smith,smithal01,26:00,6.0,22.0,0.273,1.0,,,2.0,2.0,1.0,,,4.0,0.0,,,,1.0,15.0,,
197110130UTS,DNR,game,True,Byron Beck,beckby01,24:00,3.0,7.0,0.429,0.0,,,2.0,3.0,0.667,,,7.0,3.0,,,,0.0,8.0,,
197110130UTS,DNR,game,True,Art Becker,beckear01,21:00,4.0,8.0,0.5,0.0,,,0.0,0.0,,,,6.0,2.0,,,,0.0,8.0,,
197110130UTS,DNR,game,False,Julian Hammond,hammoju01,28:00,3.0,6.0,0.5,0.0,,,2.0,2.0,1.0,,,6.0,3.0,,,,3.0,8.0,,
197110130UTS,DNR,game,False,Larry Brown,brownla01,26:00,1.0,4.0,0.25,0.0,,,5.0,5.0,1.0,,,1.0,8.0,,,,2.0,7.0,,
197110130UTS,DNR,game,False,Julius Keye,keyeju01,20:00,2.0,4.0,0.5,0.0,,,0.0,0.0,,,,5.0,0.0,,,,0.0,4.0,,
197110130UTS,DNR,game,False,Marv Roberts,roberma01,17:00,4.0,8.0,0.5,0.0,,,4.0,4.0,1.0,,,4.0,3.0,,,,2.0,12.0,,
197110130UTS,DNR,game,False,Dwight Waller,walledw01,6:00,2.0,4.0,0.5,0.0,,,0.0,0.0,,,,4.0,1.0,,,,0.0,4.0,,
197110130UTS,DNR,game,False,Chuck Williams,willich02,5:00,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,,,0.0,1.0,,,,0.0,1.0,,
197110130UTS,DNR,game,False,Steve Wilson,wilsost01,3:00,0.0,3.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,
197110130UTS,UTS,game,True,Glen Combs,combsgl01,42:00,7.0,15.0,0.467,0.0,,,12.0,12.0,1.0,,,3.0,3.0,,,,6.0,26.0,,
197110130UTS,UTS,game,True,Red Robbins,robbire01,38:00,8.0,14.0,0.571,0.0,,,2.0,3.0,0.667,,,13.0,1.0,,,,0.0,18.0,,
197110130UTS,UTS,game,True,Zelmo Beaty,beatyze01,36:00,8.0,12.0,0.667,0.0,,,9.0,9.0,1.0,,,11.0,1.0,,,,3.0,25.0,,
197110130UTS,UTS,game,True,Willie Wise,wisewi01,34:00,8.0,11.0,0.727,0.0,,,5.0,6.0,0.833,,,13.0,5.0,,,,3.0,21.0,,
197110130UTS,UTS,game,True,Merv Jackson,jacksme01,34:00,7.0,17.0,0.412,0.0,,,4.0,4.0,1.0,,,3.0,5.0,,,,0.0,18.0,,
197110130UTS,UTS,game,False,Ron Boone,boonero01,29:00,6.0,16.0,0.375,0.0,,,5.0,5.0,1.0,,,13.0,2.0,,,,4.0,17.0,,
197110130UTS,UTS,game,False,George Stone,stonege01,14:00,3.0,6.0,0.5,0.0,,,1.0,2.0,0.5,,,2.0,0.0,,,,1.0,7.0,,
197110130UTS,UTS,game,False,Rod McDonald,mcdonro01,10:00,1.0,2.0,0.5,0.0,,,1.0,3.0,0.333,,,3.0,1.0,,,,0.0,3.0,,
197110130UTS,UTS,game,False,Bobby Fields,fieldbo01,2:00,0.0,0.0,,0.0,,,0.0,0.0,,,,1.0,0.0,,,,1.0,0.0,,
197110130UTS,UTS,game,False,Rick Fisher,fisheri01,1:00,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,
197110140MMP,FLO,game,,Mack Calvin,calvima01,,5.0,,,0.0,,,12.0,13.0,0.923,,,,,,,,,22.0,,
197110140MMP,FLO,game,,Larry Jones,jonesla01,,6.0,,,0.0,,,10.0,12.0,0.833,,,,,,,,,22.0,,
197110140MMP,FLO,game,,Lonnie Wright,wrighlo01,,5.0,,,0.0,,,6.0,6.0,1.0,,,,,,,,,16.0,,
197110140MMP,FLO,game,,Warren Jabali,jabalwa01,,4.0,,,0.0,,,5.0,7.0,0.714,,,,,,,,,13.0,,
197110140MMP,FLO,game,,Ira Harge,hargeir01,,4.0,,,0.0,,,2.0,2.0,1.0,,,,,,,,,10.0,,
197110140MMP,FLO,game,,Carl Fuller,fulleca01,,3.0,,,0.0,,,0.0,0.0,,,,,,,,,,6.0,,
197110140MMP,FLO,game,,Al Tucker,tuckeal01,,3.0,,,0.0,,,0.0,0.0,,,,,,,,,,6.0,,
197110140MMP,FLO,game,,Ron Franz,franzro01,,2.0,,,0.0,,,0.0,0.0,,,,,,,,,,4.0,,
197110140MMP,FLO,game,,Willie Long,longwi01,,0.0,,,0.0,,,2.0,3.0,0.667,,,,,,,,,2.0,,
197110140MMP,FLO,game,,Sam Robinson,robinsa01,,1.0,,,0.0,,,0.0,0.0,,,,,,,,,,2.0,,
197110140MMP,MMP,game,,Wil Jones,joneswi02,,11.0,,,0.0,,,6.0,7.0,0.857,,,,,,,,,28.0,,
197110140MMP,MMP,game,,Lee Davis,davisle01,,7.0,,,0.0,,,0.0,1.0,0.0,,,,,,,,,14.0,,
197110140MMP,MMP,game,,Gerald Govan,govange01,,5.0,,,0.0,,,2.0,2.0,1.0,,,,,,,,,12.0,,
197110140MMP,MMP,game,,Wendell Ladner,ladnewe01,,3.0,,,1.0,,,3.0,3.0,1.0,,,,,,,,,10.0,,
197110140MMP,MMP,game,,Bob Warren,warrebo01,,4.0,,,0.0,,,2.0,2.0,1.0,,,,,,,,,10.0,,
197110140MMP,MMP,game,,Johnny Neumann,neumajo01,,3.0,,,0.0,,,3.0,4.0,0.75,,,,,,,,,9.0,,
197110140MMP,MMP,game,,Charlie Williams,willich01,,2.0,,,1.0,,,2.0,2.0,1.0,,,,,,,,,7.0,,
197110140MMP,MMP,game,,Loyd King,kinglo01,,3.0,,,0.0,,,0.0,0.0,,,,,,,,,,6.0,,
197110140MMP,MMP,game,,Tom Owens,owensto01,,1.0,,,0.0,,,1.0,2.0,0.5,,,,,,,,,3.0,,
197110150CAR,VIR,game,True,Julius Erving,ervinju01,40:00,6.0,16.0,0.375,0.0,0.0,,9.0,12.0,0.75,,,19.0,3.0,,,,4.0,21.0,,
197110150CAR,VIR,game,True,Fatty Taylor,taylofa01,40:00,4.0,9.0,0.444,0.0,1.0,0.0,1.0,3.0,0.333,,,3.0,2.0,,,,5.0,9.0,,
197110150CAR,VIR,game,True,Charlie Scott,scottch01,39:00,13.0,32.0,0.406,0.0,2.0,0.0,10.0,16.0,0.625,,,5.0,3.0,,,,3.0,36.0,,
197110150CAR,VIR,game,True,Jim Eakins,eakinji01,39:00,6.0,9.0,0.667,0.0,0.0,,8.0,11.0,0.727,,,9.0,1.0,,,,3.0,20.0,,
197110150CAR,VIR,game,True,Neil Johnson,johnsne02,32:00,7.0,12.0,0.583,0.0,0.0,,4.0,6.0,0.667,,,14.0,4.0,,,,4.0,18.0,,
197110150CAR,VIR,game,False,Mike Maloy,maloymi01,11:00,2.0,9.0,0.222,0.0,0.0,,0.0,0.0,,,,4.0,0.0,,,,1.0,4.0,,
197110150CAR,VIR,game,False,Bill Bunting,buntibi02,11:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,2.0,0.0,,,,2.0,2.0,,
197110150CAR,VIR,game,False,Dana Pagett,pagetda01,10:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,2.0,,,,0.0,0.0,,
197110150CAR,VIR,game,False,Willie Sojourner,sojouwi01,9:00,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,,,3.0,0.0,,,,0.0,6.0,,
197110150CAR,VIR,game,False,Adrian Smith,smithad01,7:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,2.0,,
197110150CAR,VIR,game,False,George Irvine,irvinge01,2:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,1.0,0.0,,,,1.0,0.0,,
197110150CAR,CAR,game,True,Gene Littles,littlge01,43:00,6.0,10.0,0.6,0.0,0.0,,3.0,3.0,1.0,,,6.0,2.0,,,,3.0,15.0,,
197110150CAR,CAR,game,True,Randy Denton,dentora01,40:00,10.0,19.0,0.526,0.0,0.0,,3.0,3.0,1.0,,,12.0,2.0,,,,2.0,23.0,,
197110150CAR,CAR,game,True,Jim McDaniels,mcdanji01,38:00,15.0,23.0,0.652,0.0,0.0,,2.0,2.0,1.0,,,14.0,1.0,,,,4.0,32.0,,
197110150CAR,CAR,game,True,Frank Card,cardfr01,33:00,1.0,12.0,0.083,0.0,0.0,,4.0,5.0,0.8,,,5.0,4.0,,,,4.0,6.0,,
197110150CAR,CAR,game,True,Ted McClain,mcclate01,25:00,4.0,13.0,0.308,0.0,0.0,,2.0,2.0,1.0,,,2.0,4.0,,,,6.0,10.0,,
