Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
202406090BOS,DAL,game,True,Luka Dončić,doncilu01,42:18,.653,.667,.429,.381,0.0,28.4,14.9,51.2,4.9,0.0,24.6,35.0,106,102,16.5,
202406090BOS,DAL,game,True,Kyrie Irving,irvinky01,41:27,.424,.389,.167,.111,0.0,5.3,2.8,23.2,0.0,0.0,9.6,22.9,92,120,-4.5,
202406090BOS,DAL,game,True,P.J. Washington,washipj01,39:58,.576,.500,.385,.308,6.0,13.6,10.0,3.9,0.0,2.7,6.3,17.9,119,116,2.2,
202406090BOS,DAL,game,True,Derrick Jones Jr.,jonesde02,32:07,.661,.571,.429,.429,7.5,3.4,5.3,9.3,1.6,3.3,10.7,13.2,133,115,5.7,
202406090BOS,DAL,game,True,Daniel Gafford,gaffoda01,22:43,.604,.667,.000,.444,10.6,33.6,22.6,0.0,0.0,4.7,0.0,21.5,124,109,7.5,
202406090BOS,DAL,game,False,Dereck Lively II,livelde01,19:01,.333,.333,.000,.000,18.9,22.9,21.0,0.0,0.0,0.0,40.0,12.0,70,115,-9.0,
202406090BOS,DAL,game,False,Maxi Kleber,klebima01,16:17,.000,.000,.500,.000,0.0,13.4,7.0,0.0,0.0,0.0,0.0,11.2,0,118,-17.5,
202406090BOS,DAL,game,False,Josh Green,greenjo02,13:40,.376,.250,.750,.750,0.0,8.0,4.2,0.0,0.0,0.0,0.0,17.7,84,119,-9.4,
202406090BOS,DAL,game,False,Dante Exum,exumda01,10:30,1.500,1.500,1.000,.000,0.0,10.4,5.4,13.7,0.0,0.0,50.0,8.7,123,119,4.3,
202406090BOS,DAL,game,False,Jaden Hardy,hardyja02,1:59,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-5.0,
202406090BOS,DAL,game,False,Tim Hardaway Jr.,hardati02,,,,,,,,,,,,,,,,,Did Not Play
202406090BOS,DAL,game,False,A.J. Lawson,lawsoaj01,,,,,,,,,,,,,,,,,Did Not Play
202406090BOS,DAL,game,False,Markieff Morris,morrima02,,,,,,,,,,,,,,,,,Did Not Play
202406090BOS,DAL,game,False,Dwight Powell,poweldw01,,,,,,,,,,,,,,,,,Did Not Play
202406090BOS,DAL,game,False,Olivier-Maxence Prosper,prospol01,,,,,,,,,,,,,,,,,Did Not Play
202406090BOS,BOS,game,True,Jayson Tatum,tatumja01,45:09,.365,.295,.318,.273,2.4,21.3,11.4,40.3,1.1,0.0,10.9,28.6,92,108,-2.1,
202406090BOS,BOS,game,True,Jaylen Brown,brownja02,42:25,.626,.567,.333,.267,5.1,5.7,5.4,27.4,3.7,0.0,26.4,25.1,103,106,1.8,
202406090BOS,BOS,game,True,Jrue Holiday,holidjr01,40:42,.874,.857,.286,.143,10.7,20.6,15.4,14.1,1.3,2.2,0.0,17.1,179,106,13.9,
202406090BOS,BOS,game,True,Derrick White,whitede01,38:05,.567,.533,.667,.133,5.7,9.5,7.5,8.3,4.1,4.7,5.9,20.7,114,101,7.1,
