Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
199111010DEN,GSW,game,False,Chris Gatling,gatlich01,2:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0,114,-23.0,
199111010DEN,DEN,game,True,Dikembe Mutombo,mutomdi01,37:00,0.383,0.3,,0.4,16.8,26.5,21.2,8.1,0.0,5.5,7.8,25.7,99,106,-1.9,
199111010DEN,DEN,game,True,Greg Anderson,andergr01,34:00,0.751,0.75,,0.5,10.5,32.1,20.2,0.0,2.8,2.0,6.4,17.2,151,101,9.2,
199111010DEN,DEN,game,True,Reggie Williams,willire01,28:00,0.627,0.545,,0.364,0.0,7.8,3.5,11.5,5.1,0.0,23.9,22.3,105,104,2.7,
199111010DEN,DEN,game,True,Mahmoud Abdul-Rauf,abdulma02,23:00,0.389,0.389,,0.0,0.0,9.5,4.3,18.6,0.0,2.9,10.0,16.2,95,111,-4.9,
199111010DEN,DEN,game,True,Jerome Lane,laneje01,21:00,0.478,0.5,,0.5,16.9,20.8,18.7,6.9,0.0,0.0,29.1,18.3,85,111,-6.3,
199111010DEN,DEN,game,False,Marcus Liberty,liberma01,26:00,0.421,0.364,,0.182,13.7,12.6,13.2,0.0,1.8,2.6,7.8,18.5,104,107,-2.5,
199111010DEN,DEN,game,False,Winston Garland,garlawi01,25:00,0.385,0.385,,0.0,3.6,8.7,5.9,25.3,1.9,0.0,18.8,23.9,83,110,-7.1,
199111010DEN,DEN,game,False,Mark Macon,maconma01,23:00,0.269,0.214,,0.143,3.9,4.7,4.3,6.2,6.2,5.9,11.8,27.4,66,97,-4.3,
199111010DEN,DEN,game,False,Joe Wolf,wolfjo01,23:00,0.754,0.5,,3.0,3.9,0.0,2.1,5.5,0.0,0.0,0.0,7.5,176,116,-0.2,
199111010SAS,DAL,game,True,Rodney McCray,mccraro01,30:00,0.465,0.444,,0.444,8.0,15.5,11.3,0.0,0.0,1.9,15.7,19.2,85,142,-10.3,
199111010SAS,DAL,game,True,Terry Davis,daviste01,26:00,0.707,0.714,,0.714,4.6,23.8,13.0,11.6,0.0,2.1,9.8,17.7,132,140,0.9,
199111010SAS,DAL,game,True,Rolando Blackman,blackro01,25:00,0.444,0.429,,0.286,0.0,6.2,2.7,10.9,1.9,2.2,11.3,16.0,85,139,-5.4,
199111010SAS,DAL,game,True,Derek Harper,harpede01,25:00,0.581,0.556,,0.333,9.6,6.2,8.1,12.2,0.0,2.2,0.0,18.6,127,143,-1.6,
199111010SAS,DAL,game,True,James Donaldson,donalja01,19:00,0.6,0.6,,0.0,0.0,16.3,7.1,9.8,2.5,2.9,0.0,23.8,117,135,4.7,
199111010SAS,DAL,game,False,Fat Lever,leverfa01,27:00,0.571,0.571,,0.143,0.0,5.7,2.5,19.9,1.8,0.0,21.2,31.6,90,141,-6.4,
199111010SAS,DAL,game,False,Brad Davis,davisbr01,26:00,0.532,0.333,,2.0,0.0,11.9,5.2,28.3,3.7,0.0,34.7,15.0,91,136,-4.4,
199111010SAS,DAL,game,False,Randy White,whitera01,25:00,0.465,0.333,,0.444,0.0,24.8,10.8,0.0,0.0,0.0,0.0,19.4,97,141,-11.3,
199111010SAS,DAL,game,False,Mike Iuzzolino,iuzzomi01,12:00,0.25,0.25,,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,15.0,70,146,-16.9,
199111010SAS,DAL,game,False,João Vianna,viannjo01,9:00,0.5,0.5,,0.0,0.0,0.0,0.0,29.9,0.0,0.0,33.3,15.0,85,146,-11.9,
199111010SAS,DAL,game,False,Donald Hodge,hodgedo01,8:00,0.615,0.75,,0.5,0.0,19.4,8.5,0.0,0.0,0.0,17.0,33.2,86,142,-8.2,
199111010SAS,DAL,game,False,Herb Williams,willihe01,8:00,0.333,0.333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,67,146,-17.7,
199111010SAS,SAS,game,True,Sean Elliott,elliose01,33:00,0.731,0.731,,0.0,4.7,10.9,8.2,25.5,1.5,1.9,0.0,16.0,164,101,11.5,
199111010SAS,SAS,game,True,Willie Anderson,anderwi01,28:00,0.512,0.375,,0.5,0.0,4.3,2.4,25.1,1.7,2.3,9.3,15.6,128,100,0.7,
199111010SAS,SAS,game,True,Terry Cummings,cummite01,27:00,0.703,0.615,,0.462,22.9,53.3,40.1,4.6,1.8,2.4,6.0,25.1,151,95,7.8,
199111010SAS,SAS,game,True,Avery Johnson,johnsav01,27:00,0.689,0.667,,0.111,0.0,4.4,2.5,29.4,1.8,0.0,17.5,17.2,130,103,1.3,
199111010SAS,SAS,game,True,David Robinson,robinda01,22:00,0.716,0.667,,0.267,0.0,32.7,18.4,14.0,2.2,8.7,5.6,32.8,143,89,11.8,
199111010SAS,SAS,game,False,Tom Garrick,garrito01,25:00,0.85,0.8,,0.4,0.0,4.8,2.7,16.9,3.8,2.6,25.4,12.8,133,96,6.0,
199111010SAS,SAS,game,False,Antoine Carr,carran01,23:00,0.571,0.429,,0.857,20.2,20.9,20.6,4.5,0.0,5.6,9.4,18.8,132,98,-1.1,
199111010SAS,SAS,game,False,Sidney Green,greensi02,19:00,0.4,0.286,,0.571,16.3,31.6,24.9,0.0,0.0,0.0,10.2,20.9,98,104,-13.5,
199111010SAS,SAS,game,False,Greg Sutton,suttogr01,18:00,0.581,0.5,,0.333,0.0,0.0,0.0,31.5,0.0,0.0,0.0,23.3,148,106,-0.5,
199111010SAS,SAS,game,False,Sean Higgins,higgise01,7:00,0.81,0.667,,1.0,0.0,17.1,9.7,34.9,6.9,0.0,18.8,30.9,145,91,17.0,
199111010SAS,SAS,game,False,Paul Pressey,presspa01,6:00,1.0,1.0,,0.0,25.8,0.0,11.3,35.6,0.0,0.0,0.0,6.8,204,107,13.4,
199111010SAS,SAS,game,False,Tom Copa,copato01,5:00,0.436,0.333,,0.333,31.0,24.0,27.0,0.0,0.0,0.0,0.0,28.0,122,101,-21.0,
199111010SEA,PHO,game,True,Dan Majerle,majerda01,44:00,0.456,0.46,,0.32,5.3,10.9,8.4,20.2,3.4,0.0,3.4,29.5,102,97,4.4,
199111010SEA,PHO,game,True,Jeff Hornacek,hornaje01,33:00,0.71,0.658,,0.421,0.0,11.6,6.4,27.0,1.5,1.8,8.2,32.6,136,99,14.7,
199111010SEA,PHO,game,True,Kevin Johnson,johnske02,30:00,0.709,0.778,,0.222,3.9,12.8,8.8,51.8,4.9,0.0,16.8,17.4,131,93,11.1,
199111010SEA,PHO,game,True,Tom Chambers,chambto01,25:00,0.294,0.125,,0.625,4.7,19.2,12.7,0.0,5.9,0.0,8.9,19.7,68,89,-5.8,
199111010SEA,PHO,game,True,Andrew Lang,langan01,24:00,0.532,0.0,,2.0,4.9,28.0,17.6,0.0,0.0,7.6,34.7,5.3,90,92,-3.1,
199111010SEA,PHO,game,False,Cedric Ceballos,cebalce01,29:00,0.111,0.111,,0.0,4.0,3.3,3.6,4.4,3.4,0.0,25.0,18.2,29,100,-15.4,
199111010SEA,PHO,game,False,Mark West,westma01,23:00,0.667,0.667,,0.0,20.4,8.3,13.8,0.0,0.0,0.0,14.3,13.4,127,105,-2.8,
199111010SEA,PHO,game,False,Tim Perry,perryti01,22:00,0.541,0.429,,0.429,5.3,8.7,7.2,13.4,0.0,2.8,10.7,18.6,113,103,0.4,
199111010SEA,PHO,game,False,Kurt Rambis,rambiku01,7:00,0.0,0.0,,0.0,0.0,68.6,37.7,0.0,0.0,8.7,0.0,6.3,0,76,-1.8,
199111010SEA,PHO,game,False,Ed Nealy,nealyed01,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,-6.3,
199111010SEA,SEA,game,True,Benoit Benjamin,benjabe01,40:00,0.322,0.278,,0.278,9.6,23.4,15.8,12.0,0.0,3.0,9.0,22.7,79,101,-2.4,
199111010SEA,SEA,game,True,Derrick McKey,mckeyde01,39:00,0.597,0.533,,0.267,4.9,15.0,9.5,4.7,1.3,3.1,26.4,23.9,92,100,0.8,
199111010SEA,SEA,game,True,Michael Cage,cagemi01,32:00,0.791,0.8,,0.6,18.0,25.6,21.4,0.0,3.1,0.0,13.7,9.4,148,96,6.1,
199111010SEA,SEA,game,True,Ricky Pierce,piercri01,31:00,0.584,0.471,,0.588,3.1,7.6,5.1,13.1,0.0,0.0,12.3,32.2,113,108,4.5,
199111010SEA,SEA,game,True,Nate McMillan,mcmilna01,5:00,0.5,0.5,,0.0,0.0,46.8,21.1,0.0,9.8,0.0,0.0,16.4,107,77,13.8,
199111010SEA,SEA,game,False,Eddie Johnson,johnsed03,32:00,0.285,0.286,,0.571,0.0,14.6,6.6,13.6,1.5,0.0,10.2,12.5,68,103,-3.2,
199111010SEA,SEA,game,False,Dana Barros,barroda01,24:00,0.354,0.278,,0.222,0.0,4.9,2.2,0.0,0.0,0.0,16.8,20.3,66,109,-10.1,
199111010SEA,SEA,game,False,Bart Kofoed,kofoeba01,19:00,0.798,1.0,,2.0,0.0,0.0,0.0,7.5,0.0,0.0,34.7,6.2,103,109,-6.5,
199111010SEA,SEA,game,False,Gary Payton,paytoga01,18:00,0.417,0.417,,0.0,10.7,6.5,8.8,82.4,2.7,0.0,14.3,31.9,97,102,8.6,
199111010SAC,LAC,game,True,Loy Vaught,vaughlo01,40:00,0.455,0.455,,0.0,7.5,35.8,22.9,0.0,2.3,1.5,21.4,14.0,78,84,-3.7,
199111010SAC,LAC,game,True,Ron Harper,harpero01,37:00,0.45,0.472,,0.111,2.7,20.5,12.4,32.5,3.8,0.0,20.9,25.8,85,88,1.4,
199111010SAC,LAC,game,True,Danny Manning,mannida01,35:00,0.389,0.389,,0.0,5.7,9.6,7.8,4.4,2.6,6.7,14.3,23.9,74,89,-4.1,
199111010SAC,LAC,game,True,Gary Grant,grantga01,29:00,0.731,0.727,,0.273,10.3,0.0,4.7,47.7,1.6,2.0,19.6,21.1,129,98,9.0,
199111010SAC,LAC,game,True,Olden Polynice,polynol01,24:00,0.41,0.5,,0.5,8.3,14.0,11.4,0.0,1.9,0.0,0.0,12.2,91,94,-3.9,
199111010SAC,LAC,game,False,James Edwards,edwarja01,24:00,0.658,0.667,,0.222,8.3,14.0,11.4,27.6,1.9,0.0,16.8,19.8,118,94,5.4,
199111010SAC,LAC,game,False,Tony Brown,brownto01,21:00,0.34,0.2,,0.4,0.0,4.0,2.2,11.8,4.4,0.0,25.4,15.0,67,92,-8.0,
199111010SAC,LAC,game,False,Ken Norman,normake01,21:00,0.3,0.3,,0.0,4.8,4.0,4.4,13.4,2.2,0.0,16.7,22.8,64,97,-9.3,
199111010SAC,LAC,game,False,Elliot Perry,perryel01,9:00,1.0,1.0,,0.0,0.0,9.4,5.1,29.9,15.5,0.0,85.7,31.0,32,69,-6.0,
199111010SAC,SAC,game,True,Spud Webb,webbsp01,42:00,0.543,0.45,,0.55,0.0,14.3,6.5,34.2,1.1,1.4,7.5,25.8,114,89,5.2,
199111010SAC,SAC,game,True,Lionel Simmons,simmoli01,40:00,0.304,0.273,,0.273,4.2,15.0,9.1,48.3,3.5,4.6,14.0,28.9,75,82,4.3,
199111010SAC,SAC,game,True,Duane Causwell,causwdu01,32:00,0.611,0.5,,0.75,10.5,12.5,11.4,14.5,4.3,1.9,8.6,14.7,130,82,6.1,
199111010SAC,SAC,game,True,Bob Hansen,hansebo01,30:00,0.5,0.5,,0.0,2.8,3.3,3.0,5.0,1.5,0.0,0.0,8.1,112,92,-3.7,
199111010SAC,SAC,game,True,Wayman Tisdale,tisdawa01,17:00,0.143,0.143,,0.0,5.0,29.4,16.1,8.3,0.0,0.0,22.2,21.4,35,87,-17.9,
199111010SAC,SAC,game,False,Anthony Bonner,bonnean01,38:00,0.581,0.583,,0.5,13.3,21.1,16.8,0.0,1.2,0.0,21.5,19.8,96,88,-2.2,
199111010SAC,SAC,game,False,Randy Brown,brownra02,18:00,1.0,1.0,,0.0,9.4,0.0,5.1,0.0,7.7,0.0,25.0,18.0,127,80,12.2,
199111010SAC,SAC,game,False,Pete Chilcutt,chilcpe01,17:00,0.2,0.2,,0.0,0.0,23.5,10.8,0.0,0.0,0.0,16.7,14.3,36,90,-13.0,
199111010SAC,SAC,game,False,Jim Les,lesji01,6:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.9,0,96,-37.8,
199111010POR,CLE,game,True,Brad Daugherty,daughbr01,39:00,0.691,0.643,,0.429,13.7,28.0,21.5,7.7,0.0,1.4,23.1,23.1,116,119,2.7,
199111010POR,CLE,game,True,Craig Ehlo,ehlocr01,35:00,0.625,0.625,,0.0,7.6,6.2,6.9,31.6,1.4,0.0,14.3,16.6,134,124,9.0,
199111010POR,CLE,game,True,Larry Nance,nancela01,33:00,0.602,0.588,,0.059,12.1,16.5,14.5,0.0,0.0,6.8,14.7,25.8,112,118,1.4,
199111010POR,CLE,game,True,Terrell Brandon,brandte01,30:00,0.46,0.4,,0.2,4.4,7.3,6.0,28.7,5.0,0.0,10.9,25.4,109,116,3.2,
199111010POR,CLE,game,True,Hot Rod Williams,williho01,22:00,0.571,0.571,,0.0,12.1,5.0,8.2,19.1,0.0,0.0,12.5,15.1,125,127,2.0,
199111010POR,CLE,game,False,Danny Ferry,ferryda01,24:00,0.46,0.4,,0.2,0.0,4.5,2.5,0.0,0.0,0.0,8.4,20.6,99,127,-9.2,
199111010POR,CLE,game,False,John Morton,mortojo01,18:00,0.342,0.167,,0.5,7.4,6.1,6.7,6.6,2.8,0.0,21.5,21.5,76,121,-9.7,
199111010POR,CLE,game,False,Henry James,jameshe01,14:00,0.333,0.333,,0.0,0.0,15.6,8.6,8.7,0.0,0.0,0.0,8.9,97,123,-8.2,
199111010POR,CLE,game,False,Chucky Brown,brownch01,12:00,0.798,1.0,,2.0,11.1,18.2,15.0,0.0,0.0,0.0,51.5,13.5,76,123,-7.0,
199111010POR,CLE,game,False,Jimmy Oliver,oliveji01,7:00,0.694,0.5,,1.0,0.0,15.6,8.6,0.0,0.0,0.0,0.0,17.1,163,124,1.2,
199111010POR,CLE,game,False,Steve Kerr,kerrst01,6:00,0.0,0.0,,0.0,0.0,18.2,10.0,18.6,0.0,0.0,50.0,13.9,27,123,-14.7,
199111010POR,POR,game,True,Buck Williams,willibu01,40:00,0.73,0.778,,0.667,8.2,16.7,12.0,12.8,0.0,0.0,25.6,16.4,114,114,0.6,
199111010POR,POR,game,True,Clyde Drexler,drexlcl01,37:00,0.742,0.725,,0.1,2.9,21.6,11.4,32.6,0.0,0.0,8.7,25.9,143,112,11.3,
199111010POR,POR,game,True,Terry Porter,portete01,36:00,0.708,0.429,,1.857,3.0,3.7,3.3,19.0,2.8,0.0,19.1,18.3,134,112,5.3,
199111010POR,POR,game,True,Jerome Kersey,kerseje01,28:00,0.576,0.538,,0.154,15.6,4.8,10.7,25.2,5.4,2.2,0.0,20.8,143,105,14.7,
199111010POR,POR,game,True,Kevin Duckworth,duckwke01,24:00,0.286,0.286,,0.286,13.6,5.6,10.0,5.3,0.0,0.0,6.0,29.3,76,117,-17.0,
199111010POR,POR,game,False,Clifford Robinson,robincl02,29:00,0.638,0.6,,0.4,7.5,27.6,16.6,4.6,1.7,2.1,0.0,17.0,144,105,5.6,
199111010POR,POR,game,False,Mark Bryant,bryanma01,21:00,0.073,0.0,,0.333,10.4,6.3,8.6,5.0,2.4,0.0,0.0,13.7,52,112,-12.0,
199111010POR,POR,game,False,Danny Ainge,aingeda01,19:00,0.455,0.455,,0.0,0.0,7.0,3.2,22.7,2.6,0.0,0.0,24.3,111,111,1.8,
199111010POR,POR,game,False,Danny Young,youngda01,6:00,,,,,0.0,0.0,0.0,34.8,0.0,0.0,,0.0,202,119,-0.6,
199111010ORL,NYK,game,True,Patrick Ewing,ewingpa01,38:00,0.81,0.8,,0.533,3.2,15.0,9.4,5.3,1.3,9.1,5.1,22.5,158,107,17.7,
199111010ORL,NYK,game,True,Xavier McDaniel,mcdanxa01,33:00,0.359,0.357,,0.214,7.5,17.3,12.6,4.6,1.6,0.0,6.1,21.7,83,111,-6.5,
199111010ORL,NYK,game,True,Gerald Wilkins,wilkige01,23:00,0.415,0.375,,0.125,10.7,0.0,5.2,7.9,0.0,0.0,0.0,32.2,102,120,-6.7,
199111010ORL,NYK,game,True,Mark Jackson,jacksma01,20:00,0.333,0.333,,0.0,0.0,11.4,5.9,42.1,2.6,0.0,33.3,19.7,72,111,-6.3,
199111010ORL,NYK,game,True,Charles Oakley,oaklech01,18:00,0.667,0.667,,0.0,20.5,44.4,32.9,0.0,0.0,0.0,25.0,9.7,118,103,-1.7,
199111010ORL,NYK,game,False,Anthony Mason,masonan01,31:00,0.536,0.5,,0.375,11.9,14.7,13.4,14.2,0.0,3.7,0.0,13.2,134,113,6.8,
199111010ORL,NYK,game,False,John Starks,starkjo01,31:00,0.486,0.45,,1.0,0.0,3.7,1.9,4.7,0.0,0.0,6.5,21.8,102,119,-6.9,
199111010ORL,NYK,game,False,Greg Anthony,anthogr01,28:00,0.389,0.389,,0.0,4.4,0.0,2.1,10.1,1.8,0.0,35.7,21.9,60,117,-13.4,
199111010ORL,NYK,game,False,Kiki Vandeweghe,vandeki01,15:00,0.2,0.2,,0.0,0.0,7.6,4.0,17.9,0.0,0.0,0.0,14.6,67,118,-10.1,
199111010ORL,NYK,game,False,Tim McCormick,mccorti01,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-13.0,
199111010ORL,ORL,game,True,Scott Skiles,skilesc01,40:00,0.435,0.313,,0.5,0.0,9.2,4.4,40.0,0.0,0.0,13.3,23.4,108,109,-2.0,
199111010ORL,ORL,game,True,Nick Anderson,anderni01,37:00,0.674,0.667,,0.2,0.0,26.6,12.8,13.4,1.4,1.6,23.5,24.0,106,99,3.5,
199111010ORL,ORL,game,True,Terry Catledge,catlete01,27:00,0.455,0.455,,0.0,16.9,31.9,24.1,10.7,0.0,0.0,0.0,16.9,124,102,1.7,
