Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
195910170BOS,CIN,game,,Jack Twyman,twymaja01,37:00,13,28.0,0.464,,,,12,13,0.923,,,10.0,6.0,,,,6,38,,
195910170BOS,CIN,game,,Dave Piontek,piontda01,33:00,9,18.0,0.5,,,,3,3,1.0,,,8.0,,,,,3,21,,
195910170BOS,CIN,game,,Win Wilfong,wilfowi01,30:00,1,10.0,0.1,,,,1,1,1.0,,,2.0,,,,,3,3,,
195910170BOS,CIN,game,,Bucky Bockhorn,bockhbu01,29:00,7,18.0,0.389,,,,4,4,1.0,,,9.0,,,,,5,18,,
195910170BOS,CIN,game,,Med Park,parkme01,27:00,3,11.0,0.273,,,,2,3,0.667,,,4.0,,,,,1,8,,
195910170BOS,CIN,game,,Jim Palmer,palmeji01,26:00,1,6.0,0.167,,,,2,2,1.0,,,9.0,,,,,5,4,,
195910170BOS,CIN,game,,Phil Jordon,jordoph01,24:00,5,12.0,0.417,,,,6,7,0.857,,,8.0,,,,,4,16,,
195910170BOS,CIN,game,,Wayne Embry,embrywa01,24:00,6,23.0,0.261,,,,3,6,0.5,,,13.0,,,,,5,15,,
195910170BOS,CIN,game,,Phil Rollins,rolliph01,10:00,1,2.0,0.5,,,,0,0,,,,1.0,,,,,1,2,,
195910170BOS,BOS,game,,Bill Russell,russebi01,45:00,12,15.0,0.8,,,,8,13,0.615,,,23.0,,,,,5,32,,
195910170BOS,BOS,game,,Bob Cousy,cousybo01,39:00,10,19.0,0.526,,,,3,5,0.6,,,6.0,13.0,,,,3,23,,
195910170BOS,BOS,game,,Tom Heinsohn,heinsto01,38:00,10,24.0,0.417,,,,6,7,0.857,,,20.0,,,,,2,26,,
195910170BOS,BOS,game,,Bill Sharman,sharmbi01,27:00,7,16.0,0.438,,,,2,3,0.667,,,3.0,,,,,0,16,,
195910170BOS,BOS,game,,Sam Jones,jonessa01,21:00,4,8.0,0.5,,,,2,4,0.5,,,4.0,,,,,1,10,,
195910170BOS,BOS,game,,Jim Loscutoff,loscuji01,20:00,3,9.0,0.333,,,,1,2,0.5,,,4.0,,,,,6,7,,
195910170BOS,BOS,game,,Frank Ramsey,ramsefr01,19:00,1,10.0,0.1,,,,5,5,1.0,,,6.0,,,,,4,7,,
195910170BOS,BOS,game,,Gene Conley,conlege01,13:00,1,8.0,0.125,,,,0,1,0.0,,,5.0,,,,,5,2,,
195910170BOS,BOS,game,,K.C. Jones,joneskc01,9:00,2,3.0,0.667,,,,1,1,1.0,,,2.0,,,,,0,5,,
195910170BOS,BOS,game,,John Richter,richtjo01,9:00,0,2.0,0.0,,,,1,5,0.2,,,4.0,,,,,3,1,,
195910180MNL,DET,game,,Gene Shue,shuege01,,8,,,,,,6,7,0.857,,,,,,,,2,22,,
195910180MNL,DET,game,,Archie Dees,deesar01,,8,,,,,,2,3,0.667,,,,,,,,5,18,,
195910180MNL,DET,game,,Earl Lloyd,lloydea01,,7,,,,,,4,6,0.667,,,,,,,,2,18,,
195910180MNL,DET,game,,Bailey Howell,howelba01,,6,,,,,,2,3,0.667,,,,,,,,4,14,,
195910180MNL,DET,game,,Chuck Noble,noblech01,,5,,,,,,3,3,1.0,,,,,,,,3,13,,
195910180MNL,DET,game,,Ed Conlin,conlied01,,4,,,,,,0,2,0.0,,,,,,,,3,8,,
195910180MNL,DET,game,,Billy Kenville,kenvibi01,,4,,,,,,0,1,0.0,,,,,,,,1,8,,
195910180MNL,DET,game,,Shellie McMillon,mcmilsh01,,1,,,,,,1,1,1.0,,,,,,,,4,3,,
195910180MNL,DET,game,,Barney Cable,cableba01,,1,,,,,,0,0,,,,,,,,,4,2,,
195910180MNL,DET,game,,Gary Alcorn,alcorga01,,0,,,,,,0,1,0.0,,,,,,,,1,0,,
195910180MNL,DET,game,,Dick McGuire,mcguidi01,,0,,,,,,0,0,,,,,,,,,0,0,,
195910180MNL,MNL,game,,Elgin Baylor,bayloel01,,22,36.0,0.611,,,,8,12,0.667,,,21.0,,,,,4,52,,
195910180MNL,MNL,game,,Dick Garmaker,garmadi01,,6,,,,,,3,9,0.333,,,,,,,,6,15,,
195910180MNL,MNL,game,,Jim Krebs,krebsji01,,4,,,,,,2,4,0.5,,,,,,,,1,10,,
195910180MNL,MNL,game,,Slick Leonard,leonasl01,,3,,,,,,4,4,1.0,,,,,,,,3,10,,
195910180MNL,MNL,game,,Tom Hawkins,hawkito01,,2,,,,,,2,3,0.667,,,,,,,,3,6,,
195910180MNL,MNL,game,,Ed Fleming,flemied01,,1,,,,,,3,3,1.0,,,,,,,,1,5,,
195910180MNL,MNL,game,,Boo Ellis,ellisbo01,,0,,,,,,3,5,0.6,,,,,,,,1,3,,
195910180MNL,MNL,game,,Larry Foust,foustla01,,0,,,,,,2,4,0.5,,,,,,,,5,2,,
195910180MNL,MNL,game,,Rudy LaRusso,larusru01,,1,,,,,,0,0,,,,,,,,,1,2,,
195910180MNL,MNL,game,,Hot Rod Hundley,hundlho01,,0,,,,,,0,0,,,,,,,,,0,0,,
195910240NYK,PHW,game,,Wilt Chamberlain,chambwi01,48:00,17,27.0,0.63,,,,9,15,0.6,,,28.0,1.0,,,,4,43,,
195910240NYK,PHW,game,,Paul Arizin,arizipa01,,7,16.0,0.438,,,,5,6,0.833,,,11.0,1.0,,,,2,19,,
195910240NYK,PHW,game,,Guy Rodgers,rodgegu01,,9,20.0,0.45,,,,1,3,0.333,,,5.0,11.0,,,,4,19,,
195910240NYK,PHW,game,,Tom Gola,golato01,,5,14.0,0.357,,,,3,4,0.75,,,13.0,1.0,,,,5,13,,
195910240NYK,PHW,game,,Woody Sauldsberry,sauldwo01,,5,14.0,0.357,,,,2,3,0.667,,,11.0,3.0,,,,1,12,,
195910240NYK,PHW,game,,Guy Sparrow,sparrgu01,,3,7.0,0.429,,,,1,1,1.0,,,2.0,1.0,,,,3,7,,
195910240NYK,PHW,game,,Andy Johnson,johnsan01,,2,6.0,0.333,,,,1,2,0.5,,,0.0,4.0,,,,3,5,,
195910240NYK,PHW,game,,Ernie Beck,becker01,,0,0.0,,,,,0,0,,,,2.0,0.0,,,,1,0,,
195910240NYK,PHW,game,,Joe Graboski,grabojo01,,0,0.0,,,,,0,0,,,,2.0,1.0,,,,3,0,,
195910240NYK,NYK,game,,Kenny Sears,searske01,,11,18.0,0.611,,,,13,13,1.0,,,15.0,1.0,,,,3,35,,
195910240NYK,NYK,game,,Willie Naulls,naullwi01,,6,16.0,0.375,,,,3,3,1.0,,,9.0,0.0,,,,5,15,,
195910240NYK,NYK,game,,Ron Sobie,sobiero01,,5,21.0,0.238,,,,5,6,0.833,,,9.0,2.0,,,,4,15,,
195910240NYK,NYK,game,,Carl Braun,braunca01,,6,16.0,0.375,,,,0,0,,,,5.0,4.0,,,,3,12,,
195910240NYK,NYK,game,,Richie Guerin,gueriri01,,3,13.0,0.231,,,,6,7,0.857,,,9.0,5.0,,,,5,12,,
195910240NYK,NYK,game,,Charlie Tyra,tyrach01,,5,18.0,0.278,,,,0,0,,,,5.0,3.0,,,,3,10,,
195910240NYK,NYK,game,,Mike Farmer,farmemi01,,1,7.0,0.143,,,,2,2,1.0,,,6.0,0.0,,,,1,4,,
195910240NYK,NYK,game,,Johnny Green,greenjo01,,2,6.0,0.333,,,,0,0,,,,9.0,1.0,,,,1,4,,
195910240NYK,NYK,game,,Jack George,georgja01,,1,3.0,0.333,,,,0,0,,,,2.0,1.0,,,,1,2,,
195910240NYK,NYK,game,,Ray Felix,felixra01,,0,1.0,0.0,,,,0,0,,,,1.0,0.0,,,,1,0,,
195910240CIN,DET,game,,Bailey Howell,howelba01,,8,,,,,,1,3,0.333,,,9.0,,,,,1,17,,
195910240CIN,DET,game,,Ed Conlin,conlied01,,7,,,,,,1,2,0.5,,,7.0,,,,,5,15,,
195910240CIN,DET,game,,Earl Lloyd,lloydea01,,5,,,,,,3,6,0.5,,,4.0,,,,,3,13,,
195910240CIN,DET,game,,Gary Alcorn,alcorga01,,4,,,,,,4,10,0.4,,,7.0,,,,,4,12,,
195910240CIN,DET,game,,Dick McGuire,mcguidi01,,3,,,,,,6,8,0.75,,,2.0,,,,,1,12,,
195910240CIN,DET,game,,Gene Shue,shuege01,,1,,,,,,9,11,0.818,,,5.0,,,,,6,11,,
195910240CIN,DET,game,,Chuck Noble,noblech01,,4,,,,,,2,2,1.0,,,2.0,,,,,2,10,,
195910240CIN,DET,game,,Archie Dees,deesar01,,2,,,,,,1,2,0.5,,,7.0,,,,,6,5,,
195910240CIN,DET,game,,Billy Kenville,kenvibi01,,1,,,,,,1,2,0.5,,,5.0,,,,,2,3,,
195910240CIN,DET,game,,Shellie McMillon,mcmilsh01,,1,,,,,,1,1,1.0,,,1.0,,,,,3,3,,
195910240CIN,DET,game,,Barney Cable,cableba01,,1,,,,,,0,0,,,,5.0,,,,,1,2,,
195910240CIN,CIN,game,,Jack Twyman,twymaja01,,16,31.0,0.516,,,,7,13,0.538,,,9.0,,,,,4,39,,
195910240CIN,CIN,game,,Bucky Bockhorn,bockhbu01,,7,,,,,,3,4,0.75,,,7.0,,,,,4,17,,
195910240CIN,CIN,game,,Win Wilfong,wilfowi01,,7,,,,,,2,2,1.0,,,5.0,7.0,,,,5,16,,
195910240CIN,CIN,game,,Wayne Embry,embrywa01,,3,,,,,,4,13,0.308,,,6.0,,,,,4,10,,
195910240CIN,CIN,game,,Med Park,parkme01,,5,,,,,,0,0,,,,7.0,,,,,1,10,,
195910240CIN,CIN,game,,Jim Palmer,palmeji01,,2,,,,,,4,5,0.8,,,6.0,,,,,4,8,,
195910240CIN,CIN,game,,Phil Jordon,jordoph01,,2,,,,,,1,1,1.0,,,9.0,,,,,3,5,,
