Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
198711060ATL,WSB,game,True,Bernard King,kingbe01,38:00,0.327,0.25,,0.333,0.0,2.9,1.3,17.9,0.0,0.0,12.7,17.5,71,122,-8.8,
198711060ATL,WSB,game,True,Moses Malone,malonmo01,37:00,0.723,0.5,,1.917,10.2,23.6,16.4,5.4,0.0,1.6,8.3,27.5,146,113,12.0,
198711060ATL,WSB,game,True,Muggsy Bogues,boguemu01,33:00,0.417,0.417,,0.0,2.9,6.6,4.6,35.3,5.9,0.0,14.3,17.9,88,108,3.1,
198711060ATL,WSB,game,True,Jeff Malone,malonje01,31:00,0.344,0.344,,0.0,0.0,7.0,3.3,6.4,0.0,0.0,0.0,21.7,76,120,-9.5,
198711060ATL,WSB,game,True,Terry Catledge,catlete01,24:00,0.571,0.571,,0.857,7.8,9.1,8.4,0.0,0.0,0.0,9.4,18.7,110,119,-3.9,
198711060ATL,WSB,game,False,Darrell Walker,walkeda01,26:00,0.539,0.5,,0.625,7.2,8.4,7.8,7.5,3.7,2.3,28.2,23.0,83,111,-0.2,
198711060ATL,WSB,game,False,John Williams,willijo02,17:00,0.676,0.75,,0.25,5.5,12.8,8.9,0.0,0.0,3.5,40.3,18.4,73,115,-9.4,
198711060ATL,WSB,game,False,Mark Alarie,alarima01,15:00,1.0,1.0,,0.0,0.0,14.5,6.7,33.3,0.0,0.0,0.0,2.8,201,117,3.4,
198711060ATL,WSB,game,False,Jay Murphy,murphja01,10:00,0.0,0.0,,0.0,0.0,21.8,10.1,0.0,0.0,0.0,0.0,12.6,0,115,-16.0,
198711060ATL,WSB,game,False,Frank Johnson,johnsfr01,6:00,0.37,0.2,,0.8,31.4,36.4,33.7,33.3,8.1,0.0,12.9,54.5,86,92,5.3,
198711060ATL,WSB,game,False,Charles Jones,jonesch01,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-16.6,
198711060ATL,ATL,game,True,Doc Rivers,riverdo01,35:00,0.454,0.462,,0.231,6.2,8.1,7.2,22.4,1.4,0.0,6.5,17.8,114,102,-1.9,
198711060ATL,ATL,game,True,Kevin Willis,willike02,35:00,0.588,0.5,,0.625,6.2,21.5,14.4,0.0,0.0,1.7,22.7,15.3,101,99,-4.4,
198711060ATL,ATL,game,True,Dominique Wilkins,wilkido01,34:00,0.672,0.575,,0.6,19.3,22.1,20.8,9.6,2.9,0.0,10.6,33.8,138,95,13.3,
198711060ATL,ATL,game,True,Randy Wittman,wittmra01,30:00,0.5,0.5,,0.0,0.0,3.1,1.7,9.5,0.0,2.0,17.6,23.1,91,105,-7.4,
198711060ATL,ATL,game,True,Tree Rollins,rollitr01,19:00,0.0,0.0,,0.0,5.7,19.8,13.3,5.6,2.6,0.0,0.0,4.3,65,96,-5.5,
198711060ATL,ATL,game,False,Jon Koncak,koncajo01,26:00,0.619,0.6,,1.4,12.6,36.2,25.3,4.7,3.7,9.3,11.0,14.2,128,81,8.8,
198711060ATL,ATL,game,False,Cliff Levingston,levincl01,18:00,0.6,0.6,,0.0,18.2,10.5,14.0,14.4,0.0,3.4,28.6,15.8,106,101,-0.6,
198711060ATL,ATL,game,False,Mike McGee,mcgeemi01,17:00,0.421,0.455,,0.182,6.4,11.1,8.9,36.6,8.6,0.0,0.0,28.4,113,87,11.8,
198711060ATL,ATL,game,False,Spud Webb,webbsp01,13:00,0.633,0.6,,0.6,8.4,7.2,7.8,100.0,0.0,0.0,24.0,26.0,131,105,10.1,
198711060ATL,ATL,game,False,Antoine Carr,carran01,11:00,0.798,1.0,,2.0,0.0,0.0,0.0,21.5,0.0,5.5,51.5,14.4,82,103,-3.2,
198711060ATL,ATL,game,False,John Battle,battljo01,2:00,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,200,108,39.2,
198711060POR,PHO,game,True,Armen Gilliam,gilliar01,39:00,0.509,0.417,,0.333,3.2,28.1,15.2,3.4,3.5,3.6,30.4,20.0,76,104,-3.2,
198711060POR,PHO,game,True,Walter Davis,daviswa03,37:00,0.534,0.444,,0.444,6.8,11.1,8.9,32.8,2.4,0.0,21.8,29.4,99,111,0.2,
198711060POR,PHO,game,True,Eddie Johnson,johnsed03,32:00,0.462,0.462,,0.0,11.8,4.3,8.2,13.6,4.2,0.0,13.3,18.5,96,108,-0.7,
198711060POR,PHO,game,True,James Edwards,edwarja01,31:00,0.698,0.692,,0.231,0.0,35.4,17.0,5.5,0.0,0.0,6.5,19.5,129,113,2.4,
198711060POR,PHO,game,True,Jeff Hornacek,hornaje01,26:00,0.615,0.5,,0.5,0.0,10.5,5.1,35.4,3.5,0.0,29.1,15.7,107,109,2.1,
198711060POR,PHO,game,False,Jay Humphries,humphja01,22:00,0.425,0.4,,0.4,5.7,6.2,6.0,40.6,4.1,0.0,40.5,17.7,79,109,-1.3,
198711060POR,PHO,game,False,Alvan Adams,adamsal01,14:00,0.667,0.667,,0.0,9.0,19.6,14.1,9.8,0.0,0.0,25.0,11.3,107,114,-5.2,
