Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197610210IND,BOS,game,True,John Havlicek,havlijo01,50:00,14,20,0.7,,,,4,4,1.0,,,6,11,4.0,0.0,,5.0,32,,
197610210IND,BOS,game,True,Charlie Scott,scottch01,47:00,12,23,0.522,,,,4,4,1.0,,,11,4,3.0,0.0,,4.0,28,,
197610210IND,BOS,game,True,Jo Jo White,whitejo01,47:00,8,22,0.364,,,,7,8,0.875,,,5,3,2.0,2.0,,0.0,23,,
197610210IND,BOS,game,True,Sidney Wicks,wickssi01,43:00,8,14,0.571,,,,5,7,0.714,,,22,2,2.0,1.0,,5.0,21,,
197610210IND,BOS,game,True,Dave Cowens,cowenda01,22:00,3,4,0.75,,,,1,2,0.5,,,6,4,0.0,0.0,,6.0,7,,
197610210IND,BOS,game,False,Steve Kuberski,kuberst01,23:00,5,8,0.625,,,,2,2,1.0,,,5,2,0.0,0.0,,4.0,12,,
197610210IND,BOS,game,False,Jim Ard,ardji01,16:00,1,4,0.25,,,,0,1,0.0,,,2,1,0.0,0.0,,2.0,2,,
197610210IND,BOS,game,False,Kevin Stacom,stacoke01,10:00,2,3,0.667,,,,0,0,,,,2,0,0.0,0.0,,0.0,4,,
197610210IND,BOS,game,False,Tom Boswell,bosweto01,7:00,0,1,0.0,,,,0,0,,,,1,0,0.0,0.0,,5.0,0,,
197610210IND,IND,game,True,Don Buse,busedo01,48:00,3,10,0.3,,,,3,4,0.75,,,2,4,5.0,0.0,,5.0,9,,
197610210IND,IND,game,True,Billy Knight,knighbi01,45:00,12,22,0.545,,,,5,6,0.833,,,9,4,2.0,1.0,,3.0,29,,
197610210IND,IND,game,True,Dan Roundfield,roundda01,40:00,8,14,0.571,,,,7,10,0.7,,,8,0,3.0,4.0,,6.0,23,,
197610210IND,IND,game,True,Mike Flynn,flynnmi01,35:00,7,21,0.333,,,,3,4,0.75,,,11,1,0.0,0.0,,3.0,17,,
197610210IND,IND,game,True,Wil Jones,joneswi02,34:00,8,19,0.421,,,,5,5,1.0,,,5,1,0.0,2.0,,5.0,21,,
197610210IND,IND,game,False,Darnell Hillman,hillmda01,23:00,3,6,0.5,,,,5,5,1.0,,,5,0,2.0,0.0,,3.0,11,,
197610210IND,IND,game,False,Freddie Lewis,lewisfr02,19:00,3,7,0.429,,,,2,3,0.667,,,2,3,1.0,0.0,,2.0,8,,
197610210IND,IND,game,False,Dave Robisch,robisda01,9:00,0,1,0.0,,,,2,2,1.0,0.0,0.0,0,3,0.0,0.0,,2.0,2,,
