Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
197010140UTS,DNR,game,,Ralph Simpson,simpsra01,,11,,,0.0,,,6,7,0.857,,,,,,,,,28,,
197010140UTS,DNR,game,,Julian Hammond,hammoju01,,4,,,0.0,,,9,12,0.75,,,,,,,,,17,,
197010140UTS,DNR,game,,Lonnie Wright,wrighlo01,,4,,,0.0,,,2,2,1.0,,,,,,,,,10,,
197010140UTS,DNR,game,,Julius Keye,keyeju01,,3,,,0.0,,,3,3,1.0,,,,,,,,,9,,
197010140UTS,DNR,game,,Don Sidle,sidledo01,,3,,,0.0,,,3,3,1.0,,,,,,,,,9,,
197010140UTS,DNR,game,,Byron Beck,beckby01,,3,,,0.0,,,2,2,1.0,,,,,,,,,8,,
197010140UTS,DNR,game,,Steve Wilson,wilsost01,,3,,,0.0,,,2,2,1.0,,,,,,,,,8,,
197010140UTS,DNR,game,,Larry Cannon,cannola01,,2,,,0.0,,,0,0,,,,,,,,,,4,,
197010140UTS,DNR,game,,Wayne Chapman,chapmwa01,,1,,,1.0,,,0,0,,,,,,,,,,3,,
197010140UTS,DNR,game,,Dan Hester,hesteda01,,1,,,0.0,,,1,1,1.0,,,,,,,,,3,,
197010140UTS,UTS,game,,Donnie Freeman,freemdo01,,11,,,0.0,,,5,6,0.833,,,,,,,,,27,,
197010140UTS,UTS,game,,Zelmo Beaty,beatyze01,,11,,,0.0,,,1,2,0.5,,,,,,,,,23,,
197010140UTS,UTS,game,,Mike Butler,butlemi01,,8,,,2.0,,,2,3,0.667,,,,,,,,,20,,
197010140UTS,UTS,game,,Jeff Congdon,congdje01,,7,,,0.0,,,0,1,0.0,,,,,,,,,14,,
197010140UTS,UTS,game,,Tom Workman,workmto01,,6,,,0.0,,,2,2,1.0,,,,,,,,,14,,
