Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
195111010ROC,BLB,game,,Fred Scolari,scolafr01,,11.0,,,,,,4.0,7.0,0.571,,,,,,,,5.0,26.0,,
195111010ROC,BLB,game,,Red Owens,owensre01,,8.0,,,,,,4.0,4.0,1.0,,,,,,,,4.0,20.0,,
195111010ROC,BLB,game,,Bill Calhoun,calhobi01,,4.0,,,,,,4.0,9.0,0.444,,,,,,,,3.0,12.0,,
195111010ROC,BLB,game,,Don Rehfeldt,rehfedo01,,5.0,,,,,,1.0,3.0,0.333,,,,,,,,5.0,11.0,,
195111010ROC,BLB,game,,Frank Kudelka,kudelfr01,,3.0,,,,,,0.0,1.0,0.0,,,,,,,,3.0,6.0,,
195111010ROC,BLB,game,,Stan Miasek,miasest01,,1.0,,,,,,4.0,6.0,0.667,,,,,,,,3.0,6.0,,
195111010ROC,BLB,game,,Alex Hannum,hannual01,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,2.0,5.0,,
195111010ROC,BLB,game,,Brady Walker,walkebr01,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,0.0,5.0,,
195111010ROC,BLB,game,,Don Barksdale,barksdo01,,1.0,,,,,,1.0,2.0,0.5,,,,,,,,3.0,3.0,,
195111010ROC,BLB,game,,Pep Saul,saulpe01,,1.0,,,,,,1.0,4.0,0.25,,,,,,,,1.0,3.0,,
195111010ROC,BLB,game,,Dave Minor,minorda01,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
195111010ROC,ROC,game,,Bob Davies,daviebo01,,9.0,,,,,,2.0,4.0,0.5,,,,,,,,5.0,20.0,,
195111010ROC,ROC,game,,Bobby Wanzer,wanzebo01,,7.0,,,,,,5.0,5.0,1.0,,,,,,,,5.0,19.0,,
195111010ROC,ROC,game,,Red Holzman,holzmre01,,7.0,,,,,,2.0,2.0,1.0,,,,,,,,3.0,16.0,,
195111010ROC,ROC,game,,Arnie Risen,risenar01,,3.0,,,,,,9.0,11.0,0.818,,,,,,,,3.0,15.0,,
195111010ROC,ROC,game,,Jack Coleman,colemja01,,5.0,,,,,,2.0,3.0,0.667,,,,,,,,5.0,12.0,,
195111010ROC,ROC,game,,Odie Spears,spearod01,,5.0,,,,,,0.0,0.0,,,,,,,,,2.0,10.0,,
195111010ROC,ROC,game,,Arnie Johnson,johnsar01,,0.0,,,,,,5.0,6.0,0.833,,,,,,,,4.0,5.0,,
195111010ROC,ROC,game,,Sam Ranzino,ranzisa01,,1.0,,,,,,1.0,2.0,0.5,,,,,,,,4.0,3.0,,
195111010ROC,ROC,game,,Ray Ragelis,ragelra01,,0.0,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,,
195111010ROC,ROC,game,,Joe McNamee,mcnamjo01,,0.0,,,,,,0.0,0.0,,,,,,,,,4.0,0.0,,
195111010ROC,ROC,game,,Paul Noel,noelpa01,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,
195111010SYR,FTW,game,,Chuck Share,sharech01,,5.0,,,,,,11.0,11.0,1.0,,,,,,,,6.0,21.0,,
195111010SYR,FTW,game,,Ralph Johnson,johnsra01,,8.0,,,,,,4.0,5.0,0.8,,,,,,,,5.0,20.0,,
