Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
195410300MLH,FTW,game,,Mel Hutchins,hutchme01,,6,,,,,,2,3.0,0.667,,,,,,,,4,14,,
195410300MLH,FTW,game,,George Yardley,yardlge01,,6,,,,,,2,3.0,0.667,,,,,,,,1,14,,
195410300MLH,FTW,game,,Max Zaslofsky,zasloma01,,5,,,,,,4,7.0,0.571,,,,,,,,2,14,,
195410300MLH,FTW,game,,Frankie Brian,brianfr01,,3,,,,,,4,4.0,1.0,,,,,,,,2,10,,
195410300MLH,FTW,game,,Monk Meineke,meinemo01,,2,,,,,,6,8.0,0.75,,,,,,,,4,10,,
195410300MLH,FTW,game,,Larry Foust,foustla01,,3,,,,,,2,2.0,1.0,,,,,,,,3,8,,
195410300MLH,FTW,game,,Andy Phillip,phillan01,,2,,,,,,2,2.0,1.0,,,,,,,,2,6,,
195410300MLH,FTW,game,,Dick Rosenthal,rosendi01,,3,,,,,,0,2.0,0.0,,,,,,,,6,6,,
195410300MLH,FTW,game,,Paul Walther,walthpa01,,1,,,,,,3,4.0,0.75,,,,,,,,1,5,,
195410300MLH,FTW,game,,Jim Fritsche,fritsji01,,2,,,,,,0,0.0,,,,,,,,,4,4,,
195410300MLH,MLH,game,,Bob Pettit,pettibo01,,6,,,,,,5,9.0,0.556,,,,,,,,3,17,,
195410300MLH,MLH,game,,Chuck Share,sharech01,,1,,,,,,9,12.0,0.75,,,,,,,,1,11,,
195410300MLH,MLH,game,,Ken McBride,mcbrike01,,5,,,,,,0,3.0,0.0,,,,,,,,4,10,,
195410300MLH,MLH,game,,George Ratkovicz,ratkoge01,,2,,,,,,4,9.0,0.444,,,,,,,,4,8,,
195410300MLH,MLH,game,,Chuck Cooper,coopech01,,1,,,,,,4,4.0,1.0,,,,,,,,3,6,,
195410300MLH,MLH,game,,Pep Saul,saulpe01,,1,,,,,,4,4.0,1.0,,,,,,,,1,6,,
195410300MLH,MLH,game,,Bob Harrison,harribo02,,2,,,,,,1,2.0,0.5,,,,,,,,3,5,,
195410300MLH,MLH,game,,Phil Martin,martiph01,,2,,,,,,0,0.0,,,,,,,,,2,4,,
195410300MLH,MLH,game,,Bill Calhoun,calhobi01,,1,,,,,,1,3.0,0.333,,,,,,,,2,3,,
195410300MLH,MLH,game,,Lew Hitch,hitchle01,,1,,,,,,0,0.0,,,,,,,,,1,2,,
195410300ROC,BOS,game,,Bill Sharman,sharmbi01,,10,17.0,0.588,,,,4,7.0,0.571,,,,,,,,4,24,,
195410300ROC,BOS,game,,Ed Macauley,macaued01,,5,,,,,,11,12.0,0.917,,,,,,,,4,21,,
195410300ROC,BOS,game,,Bob Cousy,cousybo01,,4,,,,,,10,10.0,1.0,,,,,,,,1,18,,
195410300ROC,BOS,game,,Frank Ramsey,ramsefr01,,3,,,,,,9,11.0,0.818,,,,,,,,5,15,,
195410300ROC,BOS,game,,Jack Nichols,nichoja01,,5,,,,,,4,4.0,1.0,,,,,,,,4,14,,
195410300ROC,BOS,game,,Bob Brannum,brannbo01,,0,,,,,,2,2.0,1.0,,,,,,,,4,2,,
195410300ROC,BOS,game,,Red Morrison,morrire01,,0,,,,,,1,1.0,1.0,,,,,,,,2,1,,
195410300ROC,BOS,game,,Don Barksdale,barksdo01,,0,,,,,,0,0.0,,,,,,,,,0,0,,
195410300ROC,BOS,game,,Fred Scolari,scolafr01,,0,,,,,,0,0.0,,,,,,,,,2,0,,
195410300ROC,ROC,game,,Bobby Wanzer,wanzebo01,,11,20.0,0.55,,,,3,4.0,0.75,,,,,,,,5,25,,
195410300ROC,ROC,game,,Arnie Risen,risenar01,,5,,,,,,7,8.0,0.875,,,15.0,,,,,6,17,,
195410300ROC,ROC,game,,Bob Davies,daviebo01,,3,,,,,,7,7.0,1.0,,,,,,,,3,13,,
195410300ROC,ROC,game,,Boris Nachamkin,nachabo01,,3,,,,,,5,6.0,0.833,,,,,,,,2,11,,
195410300ROC,ROC,game,,Tom Marshall,marshto01,,4,10.0,0.4,,,,2,3.0,0.667,,,,,,,,4,10,,
195410300ROC,ROC,game,,Jack Coleman,colemja01,,3,,,,,,1,2.0,0.5,,,,,,,,2,7,,
195410300ROC,ROC,game,,Jack McMahon,mcmahja01,,3,,,,,,0,1.0,0.0,,,,,,,,2,6,,
195410300ROC,ROC,game,,Cal Christensen,chrisca01,,1,,,,,,3,4.0,0.75,,,,,,,,1,5,,
195410300ROC,ROC,game,,Art Spoelstra,spoelar01,,1,,,,,,2,2.0,1.0,,,,,,,,6,4,,
195410300NYK,MNL,game,,Clyde Lovellette,lovelcl01,,8,,,,,,2,4.0,0.5,,,,,,,,5,18,,
195410300NYK,MNL,game,,Vern Mikkelsen,mikkeve01,,7,,,,,,3,5.0,0.6,,,,,,,,4,17,,
195410300NYK,MNL,game,,Jim Pollard,pollaji01,,5,,,,,,2,2.0,1.0,,,,,,,,1,12,,
195410300NYK,MNL,game,,Dick Schnittker,schnidi01,,4,,,,,,2,2.0,1.0,,,,,,,,0,10,,
195410300NYK,MNL,game,,Slater Martin,martisl01,,3,,,,,,3,3.0,1.0,,,,,,,,5,9,,
195410300NYK,MNL,game,,Ed Kalafat,kalafed01,,2,,,,,,2,4.0,0.5,,,,,,,,2,6,,
195410300NYK,MNL,game,,Jim Holstein,holstji01,,2,,,,,,0,0.0,,,,,,,,,1,4,,
195410300NYK,MNL,game,,Whitey Skoog,skoogwh01,,2,,,,,,0,0.0,,,,,,,,,5,4,,
195410300NYK,MNL,game,,Don Sunderlage,sundedo01,,1,,,,,,1,1.0,1.0,,,,,,,,3,3,,
195410300NYK,MNL,game,,Bobby Watson,watsobo01,,0,,,,,,0,0.0,,,,,,,,,1,0,,
195410300NYK,NYK,game,,Carl Braun,braunca01,,10,,,,,,6,9.0,0.667,,,,,,,,1,26,,
195410300NYK,NYK,game,,Nat Clifton,cliftna01,,10,,,,,,1,3.0,0.333,,,,,,,,2,21,,
195410300NYK,NYK,game,,Ray Felix,felixra01,,3,,,,,,6,6.0,1.0,,,,,,,,6,12,,
195410300NYK,NYK,game,,Jack Turner,turneja01,,4,,,,,,3,3.0,1.0,,,,,,,,1,11,,
195410300NYK,NYK,game,,Dick McGuire,mcguidi01,,2,,,,,,6,9.0,0.667,,,,16.0,,,,2,10,,
195410300NYK,NYK,game,,Jim Baechtold,baechji01,,4,,,,,,1,2.0,0.5,,,,,,,,3,9,,
195410300NYK,NYK,game,,Harry Gallatin,gallaha01,,2,,,,,,1,4.0,0.25,,,23.0,,,,,3,5,,
195410310FTW,BOS,game,,Bob Cousy,cousybo01,,6,16.0,0.375,,,,8,10.0,0.8,,,,6.0,,,,1,20,,
195410310FTW,BOS,game,,Ed Macauley,macaued01,,8,12.0,0.667,,,,4,8.0,0.5,,,,1.0,,,,2,20,,
195410310FTW,BOS,game,,Frank Ramsey,ramsefr01,,6,13.0,0.462,,,,5,7.0,0.714,,,,2.0,,,,6,17,,
195410310FTW,BOS,game,,Bill Sharman,sharmbi01,,5,11.0,0.455,,,,6,8.0,0.75,,,,6.0,,,,3,16,,
195410310FTW,BOS,game,,Jack Nichols,nichoja01,,5,16.0,0.313,,,,3,4.0,0.75,,,,2.0,,,,5,13,,
195410310FTW,BOS,game,,Don Barksdale,barksdo01,,0,4.0,0.0,,,,0,0.0,,,,,0.0,,,,3,0,,
195410310FTW,BOS,game,,Bob Brannum,brannbo01,,0,4.0,0.0,,,,0,0.0,,,,,1.0,,,,5,0,,
195410310FTW,BOS,game,,Red Morrison,morrire01,,0,0.0,,,,,0,0.0,,,,,0.0,,,,1,0,,
195410310FTW,BOS,game,,Togo Palazzi,palazto01,,0,5.0,0.0,,,,0,0.0,,,,,1.0,,,,1,0,,
195410310FTW,BOS,game,,Fred Scolari,scolafr01,,0,4.0,0.0,,,,0,0.0,,,,,4.0,,,,5,0,,
195410310FTW,FTW,game,,Mel Hutchins,hutchme01,,9,21.0,0.429,,,,4,4.0,1.0,,,,3.0,,,,2,22,,
195410310FTW,FTW,game,,Max Zaslofsky,zasloma01,,3,18.0,0.167,,,,12,15.0,0.8,,,,3.0,,,,4,18,,
195410310FTW,FTW,game,,Larry Foust,foustla01,,7,9.0,0.778,,,,3,6.0,0.5,,,,1.0,,,,2,17,,
195410310FTW,FTW,game,,Andy Phillip,phillan01,,5,8.0,0.625,,,,7,10.0,0.7,,,,8.0,,,,5,17,,
195410310FTW,FTW,game,,George Yardley,yardlge01,,2,18.0,0.111,,,,4,5.0,0.8,,,,3.0,,,,4,8,,
195410310FTW,FTW,game,,Monk Meineke,meinemo01,,1,1.0,1.0,,,,3,3.0,1.0,,,,0.0,,,,1,5,,
195410310FTW,FTW,game,,Frankie Brian,brianfr01,,0,4.0,0.0,,,,3,3.0,1.0,,,,0.0,,,,2,3,,
195410310FTW,FTW,game,,Jim Fritsche,fritsji01,,0,0.0,,,,,0,0.0,,,,,0.0,,,,0,0,,
195410310FTW,FTW,game,,Dick Rosenthal,rosendi01,,0,2.0,0.0,,,,0,0.0,,,,,0.0,,,,1,0,,
195410310FTW,FTW,game,,Paul Walther,walthpa01,,0,1.0,0.0,,,,0,0.0,,,,,3.0,,,,1,0,,
195410310SYR,MNL,game,,Bobby Watson,watsobo01,20:00,3,9.0,0.333,,,,2,2.0,1.0,,,3.0,4.0,,,,1,8,,
195410310SYR,MNL,game,,Jim Holstein,holstji01,19:00,2,7.0,0.286,,,,2,4.0,0.5,,,2.0,1.0,,,,4,6,,
195410310SYR,MNL,game,,Don Sunderlage,sundedo01,6:00,0,0.0,,,,,0,0.0,,,,1.0,0.0,,,,1,0,,
195410310SYR,MNL,game,,Clyde Lovellette,lovelcl01,,7,19.0,0.368,,,,8,10.0,0.8,,,14.0,1.0,,,,6,22,,
195410310SYR,MNL,game,,Vern Mikkelsen,mikkeve01,,7,21.0,0.333,,,,5,7.0,0.714,,,23.0,2.0,,,,4,19,,
195410310SYR,MNL,game,,Slater Martin,martisl01,,5,10.0,0.5,,,,3,3.0,1.0,,,1.0,6.0,,,,5,13,,
195410310SYR,MNL,game,,Jim Pollard,pollaji01,,5,8.0,0.625,,,,1,2.0,0.5,,,4.0,3.0,,,,6,11,,
195410310SYR,MNL,game,,Whitey Skoog,skoogwh01,,3,10.0,0.3,,,,5,7.0,0.714,,,5.0,6.0,,,,4,11,,
195410310SYR,MNL,game,,Ed Kalafat,kalafed01,,2,3.0,0.667,,,,2,7.0,0.286,,,3.0,3.0,,,,2,6,,
195410310SYR,MNL,game,,Dick Schnittker,schnidi01,,0,0.0,,,,,1,1.0,1.0,,,3.0,0.0,,,,3,1,,
195410310SYR,SYR,game,,George King,kingge01,23:00,4,6.0,0.667,,,,1,6.0,0.167,,,1.0,3.0,,,,0,9,,
195410310SYR,SYR,game,,Red Kerr,kerrre01,17:00,3,6.0,0.5,,,,4,8.0,0.5,,,10.0,0.0,,,,2,10,,
195410310SYR,SYR,game,,Billy Kenville,kenvibi01,15:00,0,0.0,,,,,0,0.0,,,,5.0,2.0,,,,3,0,,
195410310SYR,SYR,game,,Paul Seymour,seymopa01,,9,20.0,0.45,,,,7,8.0,0.875,,,3.0,7.0,,,,1,25,,
195410310SYR,SYR,game,,Dolph Schayes,schaydo01,,6,14.0,0.429,,,,5,7.0,0.714,,,17.0,5.0,,,,5,17,,
195410310SYR,SYR,game,,Red Rocha,rochare01,,2,9.0,0.222,,,,8,11.0,0.727,,,11.0,0.0,,,,4,12,,
195410310SYR,SYR,game,,Bill Gabor,gaborbi01,,4,9.0,0.444,,,,1,3.0,0.333,,,1.0,5.0,,,,3,9,,
