Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,TS%,eFG%,3PAr%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Reason
199511030TOR,NJN,game,True,Armen Gilliam,gilliar01,43:00,0.412,0.357,,0.286,11.2,28.6,19.2,10.0,0.0,3.4,27.6,19.0,74,96,-3.3,
199511030TOR,NJN,game,True,Kenny Anderson,anderke01,37:00,0.331,0.294,,0.353,2.6,6.0,4.2,48.2,3.9,4.0,9.2,22.0,87,91,7.2,
199511030TOR,NJN,game,True,Kevin Edwards,edwarke01,32:00,0.326,0.281,,0.125,3.0,20.9,11.3,6.8,0.0,2.3,29.3,28.1,56,98,-12.8,
199511030TOR,NJN,game,True,P.J. Brown,brownpj01,22:00,0.134,0.143,,0.143,8.7,20.3,14.1,8.5,0.0,0.0,11.8,14.4,43,99,-12.8,
199511030TOR,NJN,game,True,Yinka Dare,dareyi01,6:00,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,74,103,-6.6,
199511030TOR,NJN,game,False,Jayson Williams,willija01,24:00,0.496,0.5,,1.167,24.0,27.9,25.8,0.0,4.0,3.1,30.6,20.5,79,87,-1.3,
199511030TOR,NJN,game,False,Rick Mahorn,mahorri01,19:00,0.694,0.75,,1.0,20.2,17.6,19.0,0.0,7.6,0.0,25.8,15.4,106,84,7.3,
199511030TOR,NJN,game,False,Vern Fleming,flemive01,17:00,0.444,0.2,,0.8,0.0,19.7,9.1,11.2,2.8,0.0,37.2,23.8,66,94,-11.6,
199511030TOR,NJN,game,False,Ed O'Bannon,obanned01,16:00,0.291,0.167,,0.333,6.0,0.0,3.2,0.0,0.0,0.0,0.0,16.2,84,103,-8.1,
199511030TOR,NJN,game,False,Chris Childs,childch01,14:00,0.615,0.583,,0.5,0.0,8.0,3.7,19.4,0.0,5.3,21.5,25.1,103,97,3.8,
199511030TOR,NJN,game,False,Gerald Glass,glassge01,9:00,0.5,0.5,,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,8.4,127,103,-0.6,
199511030TOR,NJN,game,False,Rex Walters,waltere01,1:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104,-7.9,
199511030TOR,TOR,game,True,Damon Stoudamire,stoudda01,38:00,0.336,0.286,,0.143,0.0,7.6,4.1,40.8,3.8,0.0,11.8,20.4,83,81,-3.6,
199511030TOR,TOR,game,True,Alvin Robertson,roberal01,34:00,0.856,0.857,,0.571,3.3,16.9,10.6,27.6,7.1,0.0,22.2,30.4,123,69,17.3,
199511030TOR,TOR,game,True,Ed Pinckney,pincked01,24:00,0.581,0.667,,0.333,0.0,12.0,6.5,6.3,2.0,2.6,0.0,6.6,114,81,-0.8,
199511030TOR,TOR,game,True,Carlos Rogers,rogerca01,23:00,0.455,0.444,,0.222,9.7,8.3,9.0,7.5,0.0,0.0,9.2,21.7,91,88,-7.6,
199511030TOR,TOR,game,True,Žan Tabak,tabakza01,12:00,0.5,0.5,,0.0,9.3,8.0,8.6,25.0,0.0,0.0,33.3,11.5,95,87,-7.3,
199511030TOR,TOR,game,False,Acie Earl,earlac01,35:00,0.542,0.538,,0.308,3.2,11.0,7.4,15.6,1.4,5.4,6.3,20.7,105,82,2.6,
199511030TOR,TOR,game,False,Willie Anderson,anderwi01,24:00,0.285,0.143,,0.571,0.0,20.0,10.8,17.6,0.0,5.3,18.6,20.6,61,79,-9.2,
199511030TOR,TOR,game,False,John Salley,sallejo01,24:00,0.598,0.5,,2.0,4.7,16.0,10.8,18.8,4.0,2.6,21.0,18.2,108,75,4.5,
199511030TOR,TOR,game,False,Tracy Murray,murratr01,19:00,0.455,0.5,,0.222,5.9,10.1,8.1,9.8,5.1,0.0,9.2,26.3,82,77,-1.4,
199511030TOR,TOR,game,False,Jimmy King,kingji02,7:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.6,0,89,-8.3,
199511030PHI,WSB,game,True,Juwan Howard,howarju01,44:00,0.699,0.706,,0.118,7.1,16.2,11.7,17.6,1.1,0.0,10.1,17.9,138,107,5.7,
199511030PHI,WSB,game,True,Calbert Cheaney,cheanca01,37:00,0.455,0.45,,0.1,5.6,16.6,11.2,11.6,4.0,0.0,12.6,25.5,97,101,-0.6,
199511030PHI,WSB,game,True,Robert Pack,packro01,32:00,0.469,0.469,,0.0,3.3,0.0,1.6,26.9,6.1,0.0,20.0,24.7,94,104,0.8,
199511030PHI,WSB,game,True,Gheorghe Mureșan,muresgh01,25:00,0.414,0.4,,0.2,20.9,20.4,20.6,0.0,0.0,8.2,26.9,23.5,76,103,-11.6,
199511030PHI,WSB,game,True,Rasheed Wallace,wallara01,23:00,0.388,0.333,,0.167,13.6,8.9,11.2,11.7,0.0,6.0,7.2,23.8,100,110,-5.7,
199511030PHI,WSB,game,False,Jim McIlvaine,mcilvji01,23:00,0.521,0.5,,1.0,9.1,13.3,11.2,0.0,0.0,8.9,14.8,11.6,103,107,-2.7,
199511030PHI,WSB,game,False,Brent Price,pricebr01,16:00,0.452,0.0,,1.5,0.0,6.4,3.2,40.9,3.1,0.0,47.5,15.6,86,107,-5.2,
