Player Name,Player Reference,Starter,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Game Reference,Team,Period
Obi Toppin,toppiob01,False,25:28,1.100,1.100,.600,.000,0.0,20.9,7.3,5.3,1.9,0.0,0.0,8.2,209,120,7.5,202401140DEN,IND,game
Bennedict Mathurin,mathube01,False,21:36,.536,.389,.333,.556,4.4,16.5,8.7,12.2,0.0,0.0,15.2,25.6,106,124,-5.3,202401140DEN,IND,game
Isaiah Jackson,jacksis01,False,19:35,.667,.667,.000,.000,14.7,36.3,22.3,8.7,5.0,0.0,18.2,23.5,113,112,3.2,202401140DEN,IND,game
T.J. McConnell,mccontj01,False,19:15,.253,.222,.222,.222,5.0,9.2,6.5,32.8,0.0,0.0,9.2,23.7,78,125,-10.6,202401140DEN,IND,game
Jordan Nwora,nworajo01,False,12:55,.300,.300,.800,.000,0.0,13.8,4.8,9.5,3.8,0.0,0.0,16.2,78,117,-4.9,202401140DEN,IND,game
Kendall Brown,brownke03,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,IND,game
James Johnson,johnsja01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,IND,game
Ben Sheppard,sheppbe01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,IND,game
Oscar Tshiebwe,tshieos01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,IND,game
Jarace Walker,walkeja02,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,IND,game
Kentavious Caldwell-Pope,caldwke01,True,37:14,1.034,1.000,.750,.750,0.0,5.2,3.3,3.1,2.6,0.0,15.8,8.0,165,112,3.0,202401140DEN,DEN,game
Aaron Gordon,gordoaa01,True,37:13,.740,.700,.100,.800,4.8,23.2,16.7,10.5,0.0,0.0,12.9,19.6,136,112,1.2,202401140DEN,DEN,game
Michael Porter Jr.,portemi01,True,36:50,.833,.833,.733,.000,0.0,20.9,13.5,19.0,1.3,4.1,6.3,20.4,150,107,15.4,202401140DEN,DEN,game
Jamal Murray,murraja01,True,36:10,.633,.639,.222,.222,0.0,2.7,1.7,33.8,1.4,0.0,20.2,32.2,110,116,-3.4,202401140DEN,DEN,game
Nikola Jokić,jokicni01,True,33:05,.901,.923,.000,.154,16.1,26.1,22.6,45.7,3.0,2.3,33.5,29.7,129,103,12.4,202401140DEN,DEN,game
Reggie Jackson,jacksre01,False,23:24,.945,1.000,.000,1.333,0.0,0.0,0.0,20.6,2.1,0.0,38.7,15.6,126,115,0.1,202401140DEN,DEN,game
Christian Braun,braunch01,False,14:45,.170,.200,.200,.400,0.0,13.0,8.5,0.0,0.0,0.0,0.0,18.7,35,115,-20.6,202401140DEN,DEN,game
Peyton Watson,watsope01,False,13:39,.000,.000,.000,.000,0.0,21.1,13.7,0.0,3.6,0.0,0.0,10.3,0,104,-14.5,202401140DEN,DEN,game
DeAndre Jordan,jordade01,False,7:23,,,,,0.0,26.0,16.9,14.1,0.0,0.0,100.0,12.7,33,108,-18.2,202401140DEN,DEN,game
Justin Holiday,holidju01,False,0:16,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-5.2,202401140DEN,DEN,game
Collin Gillespie,gilleco01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,DEN,game
Jay Huff,huffja01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,DEN,game
Braxton Key,keybr01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,DEN,game
Zeke Nnaji,nnajize01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401140DEN,DEN,game
D'Angelo Russell,russeda01,True,40:47,.714,.692,.423,.115,0.0,7.7,3.8,33.2,1.1,4.2,9.9,31.1,130,128,8.6,202401130UTA,LAL,game
Anthony Davis,davisan02,True,39:16,.317,.238,.048,.286,5.3,34.5,19.9,33.7,1.2,8.7,20.2,31.6,78,117,-6.0,202401130UTA,LAL,game
Austin Reaves,reaveau01,True,30:54,.893,.938,.250,.750,3.4,10.1,6.8,8.8,0.0,0.0,8.6,15.8,162,133,-2.1,202401130UTA,LAL,game
Taurean Prince,princta02,True,30:10,.750,.750,.500,.000,0.0,3.5,1.7,4.2,0.0,2.8,0.0,11.1,143,133,-2.7,202401130UTA,LAL,game
Cam Reddish,reddica01,True,11:16,.000,.000,1.000,.000,0.0,9.3,4.6,0.0,0.0,0.0,0.0,3.7,0,133,-12.6,202401130UTA,LAL,game
Jarred Vanderbilt,vandeja01,False,22:55,1.250,1.250,.500,.000,9.1,4.6,6.8,5.0,2.0,0.0,50.0,7.3,124,130,-4.1,202401130UTA,LAL,game
Christian Wood,woodch01,False,22:26,.663,.600,.600,.300,4.7,37.2,20.9,6.1,0.0,3.8,0.0,21.1,136,121,3.1,202401130UTA,LAL,game
Rui Hachimura,hachiru01,False,18:42,.581,.500,.167,.500,5.6,11.2,8.4,8.4,2.5,0.0,0.0,32.8,123,127,-0.1,202401130UTA,LAL,game
Max Christie,chrisma02,False,13:57,.750,.750,.500,.000,0.0,0.0,0.0,24.3,3.3,0.0,0.0,6.0,171,128,2.8,202401130UTA,LAL,game
Skylar Mays,mayssk01,False,9:37,.000,.000,.000,.000,0.0,10.9,5.4,21.7,4.8,0.0,0.0,8.7,57,121,-10.3,202401130UTA,LAL,game
Colin Castleton,castlco01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401130UTA,LAL,game
Jaxson Hayes,hayesja02,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401130UTA,LAL,game
Jalen Hood-Schifino,hoodsja01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401130UTA,LAL,game
John Collins,collijo01,True,34:10,.962,.944,.444,.222,6.1,33.6,19.9,8.7,4.0,2.2,9.2,12.7,173,110,10.4,202401130UTA,UTA,game
Lauri Markkanen,markkla01,True,33:15,.696,.594,.375,.688,6.3,22.0,14.1,23.7,2.8,2.3,0.0,25.0,158,115,15.2,202401130UTA,UTA,game
