Player Name,Player Reference,Starter,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Game Reference,Team,Period
Josh Hart,hartjo01,False,23:24,.376,.250,.750,.750,15.4,4.8,9.9,9.8,0.0,0.0,15.8,11.2,109,137,-9.1,202401110DAL,NYK,game
Precious Achiuwa,achiupr01,False,15:47,.902,1.000,.000,.667,7.6,35.4,22.0,0.0,3.1,0.0,34.0,15.5,106,121,-3.6,202401110DAL,NYK,game
Quentin Grimes,grimequ01,False,14:58,.654,.750,1.000,.333,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.1,146,138,5.9,202401110DAL,NYK,game
Miles McBride,mcbrimi01,False,9:01,.500,.500,.800,.000,13.3,12.4,12.8,16.0,0.0,0.0,0.0,23.1,127,134,-4.6,202401110DAL,NYK,game
Ryan Arcidiacono,arcidry01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,NYK,game
Charlie Brown Jr.,brownch02,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,NYK,game
Malachi Flynn,flynnma01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,NYK,game
Evan Fournier,fournev01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,NYK,game
Jericho Sims,simsje01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,NYK,game
Kyrie Irving,irvinky01,True,39:31,.734,.692,.385,.346,0.0,12.1,5.9,47.1,2.5,0.0,14.3,38.2,136,124,13.3,202401110DAL,DAL,game
Tim Hardaway Jr.,hardati02,True,38:40,.693,.650,.650,.350,5.8,12.4,9.0,15.7,2.5,0.0,8.0,28.0,138,124,7.7,202401110DAL,DAL,game
Derrick Jones Jr.,jonesde02,True,35:00,.414,.450,.500,.200,3.2,10.3,6.6,3.6,0.0,2.9,8.4,14.7,87,129,-9.7,202401110DAL,DAL,game
Josh Green,greenjo02,True,34:56,.699,.750,.333,.167,0.0,6.9,3.3,12.5,1.4,0.0,0.0,15.9,144,129,1.5,202401110DAL,DAL,game
Dwight Powell,poweldw01,True,28:10,.667,.667,.000,.000,19.8,17.0,18.5,8.4,1.7,0.0,0.0,4.6,186,124,-2.4,202401110DAL,DAL,game
Grant Williams,willigr01,False,26:52,.661,.571,.857,.429,12.5,13.4,12.9,13.9,0.0,3.8,10.7,15.0,145,128,1.9,202401110DAL,DAL,game
Jaden Hardy,hardyja02,False,22:42,.392,.250,.250,.625,0.0,31.7,15.3,21.3,0.0,0.0,0.0,19.4,109,124,-7.4,202401110DAL,DAL,game
Seth Curry,curryse01,False,9:50,.000,.000,1.000,.000,0.0,12.2,5.9,0.0,0.0,0.0,50.0,8.8,0,130,-16.6,202401110DAL,DAL,game
Markieff Morris,morrima02,False,4:19,.532,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,126,134,-8.5,202401110DAL,DAL,game
Richaun Holmes,holmeri01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,DAL,game
A.J. Lawson,lawsoaj01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,DAL,game
Brandon Williams,willibr03,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110DAL,DAL,game
Mikal Bridges,bridgmi01,True,38:32,.548,.389,.333,.722,0.0,17.0,8.5,4.2,1.3,0.0,14.4,31.3,100,114,-1.4,202401110CLE,BRK,game
Nic Claxton,claxtni01,True,33:16,.658,.667,.000,.222,9.8,26.2,18.0,5.1,1.5,0.0,28.8,18.2,99,110,-1.3,202401110CLE,BRK,game
Cameron Johnson,johnsca02,True,23:16,.190,.214,.714,.286,4.7,4.7,4.7,5.9,2.1,0.0,27.6,20.3,39,117,-15.0,202401110CLE,BRK,game
Spencer Dinwiddie,dinwisp01,True,15:35,.333,.333,.667,.000,0.0,14.0,7.0,27.2,0.0,0.0,0.0,8.4,106,118,-4.1,202401110CLE,BRK,game
Dorian Finney-Smith,finnedo01,True,14:14,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,8.9,50.0,6.1,0,120,-10.8,202401110CLE,BRK,game
Cam Thomas,thomaca02,False,34:30,.503,.452,.238,.524,0.0,19.0,9.5,11.4,0.0,3.7,0.0,32.6,109,115,2.4,202401110CLE,BRK,game
Lonnie Walker IV,walkelo01,False,24:59,.833,.833,.417,.000,4.4,8.7,6.5,17.8,2.0,5.1,7.7,22.6,150,114,18.3,202401110CLE,BRK,game
Dennis Smith Jr.,smithde03,False,22:43,.500,.500,.000,.000,4.8,14.4,9.6,30.3,0.0,5.6,33.3,5.7,122,116,2.6,202401110CLE,BRK,game
Royce O'Neale,onealro01,False,17:16,.000,.000,1.000,.000,0.0,12.6,6.3,7.5,0.0,0.0,33.3,7.6,19,119,-11.2,202401110CLE,BRK,game
Trendon Watford,watfotr01,False,12:39,.800,.800,.200,.000,17.2,17.2,17.2,17.4,3.9,0.0,0.0,17.2,169,107,9.6,202401110CLE,BRK,game
Harry Giles,gilesha01,False,3:00,.500,.500,.000,.000,36.4,0.0,18.2,76.2,0.0,0.0,33.3,43.5,94,124,2.0,202401110CLE,BRK,game
Day'Ron Sharpe,sharpda01,False,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,202401110CLE,BRK,game
Donovan Mitchell,mitchdo01,True,40:37,.630,.567,.400,.433,5.4,26.9,16.1,49.7,4.8,0.0,16.4,45.1,116,98,14.8,202401110CLE,CLE,game
Jarrett Allen,allenja01,True,38:04,.785,.600,.000,1.200,8.6,25.8,17.2,17.9,2.6,9.2,11.6,9.7,165,96,8.2,202401110CLE,CLE,game
Isaac Okoro,okorois01,True,34:39,.466,.417,.417,.167,9.4,3.1,6.3,0.0,0.0,0.0,7.2,17.2,104,113,-7.4,202401110CLE,CLE,game
Dean Wade,wadede01,True,27:00,.725,.000,1.000,4.000,0.0,4.0,2.0,11.1,3.6,0.0,0.0,4.4,181,105,0.4,202401110CLE,CLE,game
Max Strus,strusma01,True,6:45,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0,115,-18.9,202401110CLE,CLE,game
Caris LeVert,leverca01,False,34:46,.545,.464,.643,.857,0.0,9.4,4.7,5.5,1.4,5.0,4.9,25.0,114,106,2.4,202401110CLE,CLE,game
Sam Merrill,merrisa01,False,31:52,.250,.250,.917,.000,6.8,24.0,15.4,5.2,1.5,0.0,0.0,16.2,74,106,-7.8,202401110CLE,CLE,game
Georges Niang,niangge01,False,16:21,.727,.667,.667,.333,6.7,20.0,13.3,25.3,0.0,0.0,0.0,18.0,165,109,9.0,202401110CLE,CLE,game
Tristan Thompson,thomptr01,False,9:56,.284,,,,11.0,11.0,11.0,0.0,5.0,0.0,36.2,11.9,56,100,-12.9,202401110CLE,CLE,game
Emoni Bates,batesem01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110CLE,CLE,game
Damian Jones,jonesda03,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110CLE,CLE,game
Craig Porter Jr.,portecr01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401110CLE,CLE,game
Jamal Murray,murraja01,True,31:17,.507,.433,.333,.267,0.0,4.6,2.1,33.1,1.5,6.1,19.3,29.1,95,125,-3.9,202401100UTA,DEN,game
Nikola Jokić,jokicni01,True,30:28,.945,.944,.111,1.333,3.8,47.7,23.4,38.7,1.6,0.0,29.6,29.2,135,123,11.1,202401100UTA,DEN,game
Aaron Gordon,gordoaa01,True,28:33,1.000,1.000,.333,.000,8.2,15.3,11.4,23.5,1.7,0.0,25.0,12.3,150,127,4.7,202401100UTA,DEN,game
Kentavious Caldwell-Pope,caldwke01,True,28:20,.607,.556,.556,.222,0.0,5.1,2.3,5.6,6.8,3.4,9.2,16.9,111,115,4.5,202401100UTA,DEN,game
Michael Porter Jr.,portemi01,True,24:02,.278,.278,.333,.000,4.9,18.2,10.8,6.1,0.0,0.0,10.0,18.3,64,131,-15.1,202401100UTA,DEN,game
Reggie Jackson,jacksre01,False,20:18,.357,.357,.571,.000,0.0,0.0,0.0,14.7,0.0,0.0,0.0,15.1,87,133,-11.9,202401100UTA,DEN,game
Peyton Watson,watsope01,False,17:16,.188,.188,.625,.000,6.8,8.4,7.5,0.0,0.0,0.0,0.0,20.3,51,132,-19.5,202401100UTA,DEN,game
Christian Braun,braunch01,False,16:43,.625,.625,.500,.000,0.0,26.1,11.6,9.2,2.9,0.0,20.0,13.1,98,123,-1.9,202401100UTA,DEN,game
Justin Holiday,holidju01,False,12:21,.500,.500,1.000,.000,0.0,0.0,0.0,11.7,3.9,0.0,0.0,10.7,112,124,-2.8,202401100UTA,DEN,game
DeAndre Jordan,jordade01,False,7:38,.525,.333,.000,1.333,30.7,57.2,42.5,0.0,0.0,12.6,0.0,27.4,131,117,2.5,202401100UTA,DEN,game
Collin Gillespie,gilleco01,False,5:46,.840,.833,.333,1.333,0.0,25.2,11.2,40.9,0.0,0.0,0.0,36.2,171,130,22.7,202401100UTA,DEN,game
Jay Huff,huffja01,False,5:46,.500,.500,.500,.000,0.0,0.0,0.0,29.0,0.0,0.0,33.3,22.8,77,133,-11.7,202401100UTA,DEN,game
Braxton Key,keybr01,False,5:46,1.000,1.000,.000,.000,20.3,0.0,11.2,29.0,8.4,0.0,0.0,7.6,216,114,18.5,202401100UTA,DEN,game
Zeke Nnaji,nnajize01,False,5:46,.868,.750,.500,1.000,0.0,0.0,0.0,29.0,8.4,0.0,0.0,21.9,184,114,20.5,202401100UTA,DEN,game
Lauri Markkanen,markkla01,True,32:24,.711,.538,.385,.923,9.0,36.1,24.0,8.0,0.0,3.1,0.0,24.8,158,113,5.6,202401100UTA,UTA,game
Kris Dunn,dunnkr01,True,25:42,1.250,1.250,.500,.000,5.7,13.7,10.1,13.3,7.5,3.9,50.0,6.8,127,100,6.1,202401100UTA,UTA,game
John Collins,collijo01,True,24:05,.689,.700,.400,.200,0.0,29.2,16.2,17.6,2.0,0.0,8.4,21.7,127,112,4.2,202401100UTA,UTA,game
Collin Sexton,sextoco01,True,21:08,.698,.643,.286,.286,6.9,5.5,6.1,32.6,2.3,4.7,6.0,34.9,139,113,10.6,202401100UTA,UTA,game
Simone Fontecchio,fontesi01,True,20:30,.300,.300,.800,.000,0.0,0.0,0.0,10.7,0.0,0.0,37.5,17.2,52,123,-15.9,202401100UTA,UTA,game
Jordan Clarkson,clarkjo01,False,33:00,.694,.711,.421,.053,0.0,7.1,3.9,45.9,0.0,0.0,13.4,29.9,127,122,3.4,202401100UTA,UTA,game
Keyonte George,georgke01,False,22:18,.381,.357,.571,.286,0.0,5.2,2.9,15.5,2.2,0.0,11.3,17.5,88,117,-8.7,202401100UTA,UTA,game
Kelly Olynyk,olynyke01,False,19:15,.900,.900,.200,.000,0.0,18.2,10.1,34.6,5.0,5.2,16.7,13.7,159,104,13.8,202401100UTA,UTA,game
Walker Kessler,kesslwa01,False,14:59,1.000,1.000,.000,.000,19.4,15.6,17.3,9.7,6.4,6.7,20.0,14.7,159,100,7.9,202401100UTA,UTA,game
Ochai Agbaji,agbajoc01,False,13:23,.000,.000,.500,.000,10.9,26.2,19.4,7.8,3.6,14.9,0.0,6.6,71,99,1.7,202401100UTA,UTA,game
Taylor Hendricks,hendrita01,False,3:19,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,30.2,50.0,26.5,0,103,-22.2,202401100UTA,UTA,game
Luka Šamanić,samanlu01,False,3:19,.568,,,,0.0,0.0,0.0,31.5,0.0,0.0,0.0,11.7,153,123,6.7,202401100UTA,UTA,game
Brice Sensabaugh,sensabr01,False,3:19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-7.9,202401100UTA,UTA,game
Omer Yurtseven,yurtsom01,False,3:19,1.000,1.000,.000,.000,0.0,70.6,39.1,0.0,0.0,0.0,66.7,39.8,39,108,-20.1,202401100UTA,UTA,game
Talen Horton-Tucker,hortota01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100UTA,UTA,game
Jalen Williams,willija06,True,34:30,.598,.567,.200,.133,4.1,24.2,15.7,41.9,1.4,0.0,5.9,22.4,139,117,7.2,202401100MIA,OKC,game
Shai Gilgeous-Alexander,gilgesh01,True,34:10,.729,.706,.294,.294,0.0,6.1,3.5,31.6,1.4,2.7,13.5,29.7,132,119,6.2,202401100MIA,OKC,game
Chet Holmgren,holmgch01,True,33:17,.705,.700,.333,.200,0.0,28.2,16.2,7.9,0.0,8.2,10.9,25.2,119,113,1.6,202401100MIA,OKC,game
Luguentz Dort,dortlu01,True,26:17,.595,.600,.400,.400,0.0,7.9,4.6,0.0,0.0,0.0,0.0,20.4,111,124,-6.7,202401100MIA,OKC,game
Josh Giddey,giddejo01,True,20:28,.765,.700,.400,.400,0.0,35.7,20.5,10.7,2.3,0.0,25.4,17.6,115,113,2.3,202401100MIA,OKC,game
Isaiah Joe,joeis01,False,22:01,.786,.786,.857,.000,6.4,4.7,5.5,0.0,0.0,0.0,12.5,16.6,123,125,-1.1,202401100MIA,OKC,game
Cason Wallace,wallaca01,False,18:13,.800,.800,.800,.000,7.7,5.7,6.6,6.1,0.0,0.0,16.7,15.1,129,124,-0.9,202401100MIA,OKC,game
Kenrich Williams,willike04,False,16:42,.875,.875,.500,.000,8.5,31.2,21.6,13.6,0.0,0.0,33.3,16.4,120,119,2.6,202401100MIA,OKC,game
Vasilije Micić,micicva01,False,14:33,1.000,1.000,.000,.000,0.0,7.2,4.1,37.1,3.3,0.0,0.0,6.3,215,117,9.8,202401100MIA,OKC,game
Jaylin Williams,willija07,False,12:03,.750,.750,1.000,.000,0.0,17.3,10.0,33.9,0.0,0.0,0.0,7.6,179,122,10.5,202401100MIA,OKC,game
Aaron Wiggins,wiggiaa01,False,7:46,.250,.250,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,50,126,-23.6,202401100MIA,OKC,game
Tre Mann,manntr01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,OKC,game
Aleksej Pokusevski,pokusal01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,OKC,game
Lindy Waters III,waterli01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,OKC,game
Bam Adebayo,adebaba01,True,36:44,.655,.563,.000,.438,14.2,23.1,18.0,26.8,0.0,4.9,5.0,23.6,146,127,8.1,202401100MIA,MIA,game
Tyler Herro,herroty01,True,36:30,.373,.357,.238,.190,0.0,19.3,8.2,24.8,3.9,0.0,4.2,28.1,87,123,-5.4,202401100MIA,MIA,game
Haywood Highsmith,highsha01,True,35:02,.679,.679,.500,.000,6.0,12.1,8.6,8.7,1.4,0.0,0.0,17.2,139,129,4.0,202401100MIA,MIA,game
Jaime Jaquez Jr.,jaqueja01,True,33:56,.810,.833,.556,1.000,0.0,20.8,8.8,8.7,0.0,0.0,18.8,20.3,127,132,-1.3,202401100MIA,MIA,game
Nikola Jović,jovicni01,True,32:35,.845,.813,.625,.250,0.0,21.7,9.2,17.5,1.5,2.8,10.1,13.1,154,126,6.6,202401100MIA,MIA,game
Duncan Robinson,robindu01,False,24:44,.188,.188,.875,.000,0.0,5.7,2.4,5.0,3.9,0.0,11.1,15.7,42,124,-13.0,202401100MIA,MIA,game
Josh Richardson,richajo01,False,20:47,.571,.571,.714,.000,0.0,6.8,2.9,13.6,2.3,0.0,22.2,18.7,91,127,-5.3,202401100MIA,MIA,game
Kevin Love,loveke01,False,19:42,.694,.500,.333,1.000,5.3,28.7,15.2,14.5,0.0,0.0,10.4,21.1,140,132,2.1,202401100MIA,MIA,game
Thomas Bryant,bryanth01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,MIA,game
Jamal Cain,cainja01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,MIA,game
R.J. Hampton,hamptrj01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,MIA,game
Orlando Robinson,robinor01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100MIA,MIA,game
RJ Barrett,barrerj01,True,36:36,.750,.750,.375,.000,4.1,12.8,9.0,16.0,0.0,0.0,20.0,24.8,118,137,0.2,202401100LAC,TOR,game
Immanuel Quickley,quickim01,True,36:28,.626,.500,.250,.563,0.0,12.8,7.2,21.5,1.4,0.0,4.8,26.0,136,134,3.1,202401100LAC,TOR,game
Scottie Barnes,barnesc01,True,34:29,.530,.550,.500,.300,0.0,23.8,13.3,21.4,0.0,4.7,15.0,17.5,107,131,0.0,202401100LAC,TOR,game
Dennis Schröder,schrode01,True,33:30,.724,.654,.385,.385,0.0,3.5,2.0,16.6,0.0,0.0,11.6,23.3,135,140,-1.0,202401100LAC,TOR,game
Thaddeus Young,youngth01,True,23:25,.800,.800,.200,.000,12.8,10.0,11.2,16.3,4.3,0.0,28.6,13.5,129,128,4.5,202401100LAC,TOR,game
Gary Trent Jr.,trentga02,False,24:10,.667,.667,.444,.000,6.2,9.7,8.2,11.0,0.0,0.0,0.0,16.9,142,138,0.9,202401100LAC,TOR,game
Jontay Porter,portejo01,False,18:20,.563,.563,.375,.000,24.5,25.5,25.1,29.5,0.0,0.0,27.3,27.2,107,134,-4.2,202401100LAC,TOR,game
Jalen McDaniels,mcdanja01,False,13:13,.500,.500,.000,.000,0.0,26.6,14.9,8.6,3.8,0.0,0.0,6.9,121,125,-0.7,202401100LAC,TOR,game
Chris Boucher,bouchch01,False,11:21,.436,.333,.333,.333,0.0,10.3,5.8,0.0,0.0,0.0,0.0,13.7,95,138,-10.0,202401100LAC,TOR,game
Garrett Temple,templga01,False,8:28,.750,.750,.500,.000,0.0,27.7,15.5,14.1,0.0,0.0,0.0,10.7,158,133,-0.9,202401100LAC,TOR,game
Otto Porter Jr.,porteot01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,TOR,game
Pascal Siakam,siakapa01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,TOR,game
Paul George,georgpa01,True,38:16,.659,.659,.409,.000,0.0,27.4,12.0,22.2,2.7,2.3,0.0,26.1,141,122,8.7,202401100LAC,LAC,game
Kawhi Leonard,leonaka01,True,37:45,.688,.611,.222,.389,6.2,4.0,5.2,24.5,1.3,4.7,0.0,25.4,158,126,10.1,202401100LAC,LAC,game
James Harden,hardeja01,True,33:40,.504,.462,.538,.154,0.0,22.3,9.8,37.5,1.5,0.0,17.8,22.8,113,127,-3.9,202401100LAC,LAC,game
Ivica Zubac,zubaciv01,True,31:10,.750,.750,.000,.000,18.8,28.9,23.2,11.6,0.0,2.9,20.0,14.6,142,127,-0.2,202401100LAC,LAC,game
Terance Mann,mannte01,True,23:41,1.300,1.300,.600,.000,9.9,0.0,5.6,5.2,0.0,0.0,16.7,11.5,192,133,7.9,202401100LAC,LAC,game
Norman Powell,powelno01,False,27:22,.547,.500,.727,.182,0.0,16.4,7.2,4.2,0.0,0.0,0.0,19.7,119,131,-6.2,202401100LAC,LAC,game
Amir Coffey,coffeam01,False,17:52,.600,.600,.400,.000,0.0,8.4,3.7,6.6,2.8,0.0,0.0,12.7,128,126,-3.2,202401100LAC,LAC,game
Daniel Theis,theisda01,False,15:54,.694,.500,.000,1.000,14.7,18.9,16.5,6.6,3.2,5.6,25.8,11.1,136,119,0.2,202401100LAC,LAC,game
Russell Westbrook,westbru01,False,14:20,.333,.333,.111,.000,0.0,0.0,0.0,25.8,0.0,0.0,0.0,28.5,92,133,-12.8,202401100LAC,LAC,game
Brandon Boston Jr.,bostobr01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,LAC,game
Kobe Brown,brownko01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,LAC,game
Bones Hyland,hylanbo01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,LAC,game
Mason Plumlee,plumlma01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,LAC,game
P.J. Tucker,tuckepj01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100LAC,LAC,game
Daniel Gafford,gaffoda01,True,37:28,.694,.667,.000,1.000,2.4,19.1,10.2,7.8,2.6,11.5,25.8,13.1,107,103,1.5,202401100IND,WAS,game
Kyle Kuzma,kuzmaky01,True,33:55,.337,.267,.267,.200,8.0,24.1,15.6,21.9,2.9,0.0,19.7,25.2,75,109,-6.8,202401100IND,WAS,game
Tyus Jones,jonesty01,True,33:36,.458,.458,.417,.000,2.7,9.1,5.7,18.5,0.0,2.1,14.3,17.5,92,119,-7.2,202401100IND,WAS,game
Jordan Poole,poolejo01,True,33:35,.592,.571,.333,.286,2.7,9.1,5.7,44.9,4.3,0.0,4.1,30.8,125,111,11.3,202401100IND,WAS,game
Deni Avdija,avdijde01,True,24:34,.573,.450,.300,.700,0.0,20.8,9.8,6.5,2.0,0.0,7.1,24.1,114,112,-3.0,202401100IND,WAS,game
Corey Kispert,kispeco01,False,29:36,.682,.682,.727,.000,6.1,3.5,4.9,11.5,0.0,0.0,8.3,17.0,128,123,1.7,202401100IND,WAS,game
Bilal Coulibaly,coulibi01,False,22:20,.370,.200,.200,.800,4.1,22.9,12.9,6.0,0.0,3.2,0.0,12.7,97,113,-8.3,202401100IND,WAS,game
Delon Wright,wrighde01,False,14:24,.260,.250,.250,1.000,6.3,0.0,3.3,19.2,0.0,0.0,0.0,16.8,79,124,-11.9,202401100IND,WAS,game
Mike Muscala,muscami01,False,10:32,.500,.500,.500,.000,25.8,9.7,18.2,0.0,0.0,0.0,20.0,20.0,100,120,-14.5,202401100IND,WAS,game
Patrick Baldwin Jr.,baldwpa01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100IND,WAS,game
Jules Bernard,bernaju01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100IND,WAS,game
Johnny Davis,davisjo06,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100IND,WAS,game
Hamidou Diallo,diallha01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100IND,WAS,game
Danilo Gallinari,gallida01,False,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202401100IND,WAS,game
