Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PER GAME MP,PER GAME  PTS,PER GAME TRB,PER GAME AST,PER GAME STL,PER GAME BLK,Player Reference,League,Season
Johnny Baum,197112030NYA,25,1,44,551,103,170,0,0,41,52,54,135,17,,,24,75,247,.606,,.788,12.5,5.6,3.1,0.4,,,baumjo01,ABA,1971-1972
Nate Bowman,197112090PTC,28,1,18,217,19,53,0,1,5,9,32,87,13,,,17,48,43,.358,.000,.556,12.1,2.4,4.8,0.7,,,bowmana01,ABA,1971-1972
Len Chappell,197110150UTS,31,1,79,1403,231,511,0,0,144,193,146,318,69,,,63,158,606,.452,,.746,17.8,7.7,4.0,0.9,,,chapple01,ABA,1971-1972
Mickey Davis,197110150NYA,21,1,23,126,25,63,0,2,14,20,21,41,9,,,17,23,64,.397,.000,.700,5.5,2.8,1.8,0.4,,,davismi02,ABA,1971-1972
Randy Denton,197110150CAR,22,1,81,2039,430,935,0,2,135,168,278,740,66,,,111,180,995,.460,.000,.804,25.2,12.3,9.1,0.8,,,dentora01,ABA,1971-1972
Ron Dorsey,197110190UTS,23,1,1,12,2,8,0,1,0,2,2,5,0,,,1,2,4,.250,.000,.000,12.0,4.0,5.0,0.0,,,dorsero01,ABA,1971-1972
Jerry Dover,197202060DLC,22,1,4,13,3,9,2,5,0,0,0,0,1,,,0,3,8,.333,.400,,3.3,2.0,0.0,0.3,,,doverje01,ABA,1971-1972
Jarrett Durham,197110150NYA,22,1,1,1,0,0,0,0,0,0,0,0,0,,,1,0,0,,,,1.0,0.0,0.0,0.0,,,durhaja01,ABA,1971-1972
Julius Erving*,197110150CAR,21,1,84,3513,910,1826,3,16,467,627,476,1319,335,,,342,264,2290,.498,.188,.745,41.8,27.3,15.7,4.0,,,ervinju01,ABA,1971-1972
Bobby Fields,197110130UTS,22,1,22,124,22,48,2,7,8,13,16,30,20,,,21,33,54,.458,.286,.615,5.6,2.5,1.4,0.9,,,fieldbo01,ABA,1971-1972
Rick Fisher,197110130UTS,23,1,12,66,18,34,0,0,1,1,14,32,5,,,4,9,37,.529,,1.000,5.5,3.1,2.7,0.4,,,fisheri01,ABA,1971-1972
Mike Gale,197110160KEN,21,1,78,1701,201,447,0,3,95,140,100,271,200,,,113,206,497,.450,.000,.679,21.8,6.4,3.5,2.6,,,galemi01,ABA,1971-1972
Artis Gilmore*,197110160KEN,22,1,84,3666,806,1348,0,0,391,605,421,1491,230,,422,335,280,2003,.598,,.646,43.6,23.8,17.8,2.7,,5.0,gilmoar01,ABA,1971-1972
Bob Greacen,197110150NYA,24,1,4,20,1,2,0,0,0,0,1,2,1,,,2,1,2,.500,,,5.0,0.5,0.5,0.3,,,greacbo01,ABA,1971-1972
Mike Grosso,197202150CAR,24,1,25,335,45,102,0,0,13,23,49,123,11,,,20,64,103,.441,,.565,13.4,4.1,4.9,0.4,,,grossmi01,ABA,1971-1972
Shaler Halimon,197112030DLC,26,1,55,770,123,294,0,2,62,86,58,156,72,,,46,89,308,.418,.000,.721,14.0,5.6,2.8,1.3,,,halimsh01,ABA,1971-1972
Darnell Hillman,197110150INA,22,1,73,1386,200,410,1,5,114,177,152,478,49,,,84,210,515,.488,.200,.644,19.0,7.1,6.5,0.7,,,hillmda01,ABA,1971-1972
George Johnson,197111030DLC,24,1,67,1477,128,282,0,0,61,103,126,464,59,,,84,209,317,.454,,.592,22.0,4.7,6.9,0.9,,,johnsge01,ABA,1971-1972
Collis Jones,197110150UTS,22,1,78,1428,163,372,1,4,98,154,154,334,78,,,83,200,425,.438,.250,.636,18.3,5.4,4.3,1.0,,,jonesco01,ABA,1971-1972
Goo Kennedy,197111090DLC,22,1,65,1453,234,406,0,0,88,133,167,485,65,,,75,262,556,.576,,.662,22.4,8.6,7.5,1.0,,,kennego01,ABA,1971-1972
Loyd King,197110140MMP,22,1,74,1153,185,494,21,87,96,119,36,113,103,,,76,168,487,.374,.241,.807,15.6,6.6,1.5,1.4,,,kinglo01,ABA,1971-1972
Willie Long,197110140MMP,21,1,75,1925,336,761,0,1,206,291,157,513,66,,,137,215,878,.442,.000,.708,25.7,11.7,6.8,0.9,,,longwi01,ABA,1971-1972
Ed Manning,197110150CAR,28,1,77,1648,228,499,0,3,95,114,117,441,58,,,83,227,551,.457,.000,.833,21.4,7.2,5.7,0.8,,,mannied01,ABA,1971-1972
Ted McClain,197110150CAR,25,1,64,900,148,415,13,53,110,142,44,120,120,,,116,144,419,.357,.245,.775,14.1,6.5,1.9,1.9,,,mcclate01,ABA,1971-1972
Jim McDaniels,197110150CAR,23,1,58,2172,659,1276,0,0,234,324,249,814,97,,,167,251,1552,.516,,.722,37.4,26.8,14.0,1.7,,,mcdanji01,ABA,1971-1972
George McGinnis*,197110150INA,21,1,73,2179,465,999,6,38,298,462,290,711,137,,,256,260,1234,.465,.158,.645,29.8,16.9,9.7,1.9,,,mcginge01,ABA,1971-1972
Steve Mix,197112230INA,24,1,1,4,1,1,0,0,0,0,1,1,0,,,0,1,2,1.000,,,4.0,2.0,1.0,0.0,,,mixst01,ABA,1971-1972
Johnny Neumann,197110140MMP,20,1,77,1969,545,1328,26,128,293,385,196,322,147,,,239,285,1409,.410,.203,.761,25.6,18.3,4.2,1.9,,,neumajo01,ABA,1971-1972
Jimmy O'Brien,197110150NYA,21,1,84,1778,173,436,7,32,65,80,59,206,373,,,152,189,418,.397,.219,.813,21.2,5.0,2.5,4.4,,,obrieji01,ABA,1971-1972
Tom Owens,197110140MMP,22,1,69,1118,197,402,1,5,109,175,163,390,51,,,83,170,504,.490,.200,.623,16.2,7.3,5.7,0.7,,,owensto01,ABA,1971-1972
Dana Pagett,197110150CAR,22,1,5,34,1,9,1,3,2,3,1,3,6,,,3,8,5,.111,.333,.667,6.8,1.0,0.6,1.2,,,pagetda01,ABA,1971-1972
Gene Phillips,197110150UTS,23,1,28,174,30,76,7,17,11,14,4,21,13,,,8,23,78,.395,.412,.786,6.2,2.8,0.8,0.5,,,phillge01,ABA,1971-1972
Mike Price,197112110INA,23,1,4,25,3,9,0,0,0,0,1,5,1,,,4,4,6,.333,,,6.3,1.5,1.3,0.3,,,pricemi01,ABA,1971-1972
Bob Quick,197202010MMP,25,1,6,57,8,15,0,0,10,10,6,14,1,,,4,9,26,.533,,1.000,9.5,4.3,2.3,0.2,,,quickbo01,ABA,1971-1972
Marv Roberts,197110130UTS,22,1,68,1047,217,533,1,4,86,120,121,294,61,,,77,150,521,.407,.250,.717,15.4,7.7,4.3,0.9,,,roberma01,ABA,1971-1972
Dave Robisch,197110130UTS,22,1,84,2420,505,1138,0,5,294,419,287,804,201,,,113,251,1304,.444,.000,.702,28.8,15.5,9.6,2.4,,,robisda01,ABA,1971-1972
John Roche,197110150NYA,22,1,82,2593,403,859,12,35,240,311,45,172,259,,,188,211,1058,.469,.343,.772,31.6,12.9,2.1,3.2,,,rochejo01,ABA,1971-1972
Paul Ruffner,197110150NYA,23,1,79,1059,182,381,0,0,84,115,118,341,52,,,69,178,448,.478,,.730,13.4,5.7,4.3,0.7,,,ruffnpa01,ABA,1971-1972
Pierre Russell,197110240KEN,22,1,51,397,65,153,0,3,16,21,40,93,51,,,33,56,146,.425,.000,.762,7.8,2.9,1.8,1.0,,,russepi01,ABA,1971-1972
Ron Sanford,197110210VIR,25,1,1,2,0,0,0,0,0,0,0,0,0,,,0,1,0,,,,2.0,0.0,0.0,0.0,,,sanforo01,ABA,1971-1972
Adrian Smith,197110150CAR,35,1,53,686,87,195,2,11,92,103,14,46,42,,,34,89,268,.446,.182,.893,12.9,5.1,0.9,0.8,,,smithad01,ABA,1971-1972
Al Smith,197110130UTS,25,1,83,1764,292,675,32,107,153,211,85,226,249,,,163,244,769,.433,.299,.725,21.3,9.3,2.7,3.0,,,smithal01,ABA,1971-1972
Willie Sojourner,197110150CAR,23,1,84,1313,222,448,0,0,124,193,185,514,56,,,86,222,568,.496,,.642,15.6,6.8,6.1,0.7,,,sojouwi01,ABA,1971-1972
Walt Szczerbiak,197110150NYA,22,1,53,598,149,237,0,2,35,53,82,150,41,,,50,100,333,.629,.000,.660,11.3,6.3,2.8,0.8,,,szczewa01,ABA,1971-1972
Elnardo Webster,197201020KEN,23,1,24,237,50,109,1,4,21,29,15,44,16,,,35,39,122,.459,.250,.724,9.9,5.1,1.8,0.7,,,webstel01,ABA,1971-1972
Bernie Williams,197110260PTC,26,1,78,1667,349,816,18,65,113,142,51,154,134,,,123,178,829,.428,.277,.796,21.4,10.6,2.0,1.7,,,willibe01,ABA,1971-1972
Marv Winkler,197110150INA,23,1,20,155,15,54,2,4,8,14,7,16,12,,,12,16,40,.278,.500,.571,7.8,2.0,0.8,0.6,,,winklma01,ABA,1971-1972
Gary Zeller,197202060KEN,24,1,12,82,7,30,0,1,4,6,5,10,2,,,9,16,18,.233,.000,.667,6.8,1.5,0.8,0.2,,,zellega01,ABA,1971-1972
Odis Allison,197110150BOS,22,1,36,166,17,78,,,33,61,,45,10,,,,34,67,.218,,.541,4.6,1.9,1.3,0.3,,,allisod01,NBA,1971-1972
Vic Bartolome,197110150BOS,23,1,38,165,15,59,,,4,5,,60,3,,,,22,34,.254,,.800,4.3,0.9,1.6,0.1,,,bartovi01,NBA,1971-1972
Fred Brown,197110120BUF,23,1,33,359,59,180,,,22,29,,37,60,,,,44,140,.328,,.759,10.9,4.2,1.1,1.8,,,brownfr01,NBA,1971-1972
Austin Carr,197111160LAL,23,1,43,1539,381,894,,,149,196,,150,148,,,,99,911,.426,,.760,35.8,21.2,3.5,3.4,,,carrau01,NBA,1971-1972
Sid Catlett,197111030CIN,23,1,9,40,2,9,,,2,9,,4,1,,,,3,6,.222,,.222,4.4,0.7,0.4,0.1,,,catlesi01,NBA,1971-1972
Phil Chenier,197110150CHI,21,1,81,2481,407,981,,,182,247,,268,205,,,,191,996,.415,,.737,30.6,12.3,3.3,2.5,,,cheniph01,NBA,1971-1972
Jim Cleamons,197110150DET,22,1,38,201,35,100,,,28,36,,39,35,,,,21,98,.350,,.778,5.3,2.6,1.0,0.9,,,cleamji01,NBA,1971-1972
Charlie Davis,197110150CLE,22,1,61,1144,229,569,,,142,169,,92,123,,,,143,600,.402,,.840,18.8,9.8,1.5,2.0,,,davisch01,NBA,1971-1972
Jackie Dinkins,197112190CLE,22,1,18,89,17,41,,,11,20,,20,7,,,,10,45,.415,,.550,4.9,2.5,1.1,0.4,,,dinkija01,NBA,1971-1972
Ken Durrett,197110120CIN,23,1,19,233,31,79,,,21,28,,39,14,,,,41,83,.392,,.750,12.3,4.4,2.1,0.7,,,durreke01,NBA,1971-1972
Dick Gibbs,197110160PHO,23,1,64,757,90,265,,,55,66,,140,51,,,,127,235,.340,,.833,11.8,3.7,2.2,0.8,,,gibbsdi01,NBA,1971-1972
Clarence Glover,197110150BOS,24,1,25,119,25,55,,,15,32,,46,4,,,,26,65,.455,,.469,4.8,2.6,1.8,0.2,,,glovecl01,NBA,1971-1972
Jeff Halliburton,197110120CIN,22,1,37,288,61,133,,,25,30,,37,20,,,,50,147,.459,,.833,7.8,4.0,1.0,0.5,,,hallije01,NBA,1971-1972
Fred Hilton,197110120BUF,24,1,61,1349,309,795,,,90,122,,156,116,,,,145,708,.389,,.738,22.1,11.6,2.6,1.9,,,hiltofr01,NBA,1971-1972
Jake Jones,197110140HOU,22,1,17,202,28,72,,,20,31,,26,12,,,,22,76,.389,,.645,11.9,4.5,1.5,0.7,,,jonesja01,NBA,1971-1972
Mo Layton,197110140PHO,23,1,80,1849,304,717,,,122,165,,164,247,,,,219,730,.424,,.739,23.1,9.1,2.1,3.1,,,laytomo01,NBA,1971-1972
Stan Love,197110150CHI,22,1,74,1327,242,536,,,103,140,,338,52,,,,202,587,.451,,.736,17.9,7.9,4.6,0.7,,,lovest01,NBA,1971-1972
Charlie Lowery,197111160POR,22,1,20,134,17,38,,,11,18,,19,14,,,,16,45,.447,,.611,6.7,2.3,1.0,0.7,,,lowerch01,NBA,1971-1972
Jim Marsh,197110150POR,25,1,39,375,39,117,,,41,59,,84,30,,,,50,119,.333,,.695,9.6,3.1,2.2,0.8,,,marshji01,NBA,1971-1972
Jim McDaniels,197202200SEA,23,1,12,235,51,123,,,11,18,,82,9,,,,26,113,.415,,.611,19.6,9.4,6.8,0.8,,,mcdanji01,NBA,1971-1972
Gil McGregor,197110120CIN,22,1,42,532,66,182,,,39,56,,148,18,,,,120,171,.363,,.696,12.7,4.1,3.5,0.4,,,mcgregi01,NBA,1971-1972
Kenny McIntosh,197110120CHI,23,1,43,405,57,168,,,21,44,,89,18,,,,41,135,.339,,.477,9.4,3.1,2.1,0.4,,,mcintke01,NBA,1971-1972
Cliff Meely,197110140HOU,24,1,77,1815,315,776,,,133,197,,507,119,,,,254,763,.406,,.675,23.6,9.9,6.6,1.5,,,meelycl01,NBA,1971-1972
Dean Meminger,197110120NYK,23,1,78,1173,139,293,,,79,140,,185,103,,,,137,357,.474,,.564,15.0,4.6,2.4,1.3,,,meminde01,NBA,1971-1972
John Mengelt,197110120CIN,22,1,78,1438,287,605,,,208,252,,148,146,,,,163,782,.474,,.825,18.4,10.0,1.9,1.9,,,mengejo01,NBA,1971-1972
Barry Nelson,197110170POR,22,1,28,102,15,36,,,5,10,,20,7,,,,21,35,.417,,.500,3.6,1.3,0.7,0.3,,,nelsoba01,NBA,1971-1972
Mike Newlin,197110140HOU,23,1,82,1495,256,618,,,108,144,,228,135,,,,233,620,.414,,.750,18.2,7.6,2.8,1.6,,,newlimi01,NBA,1971-1972
Willie Norwood,197110120NYK,24,1,78,1272,222,440,,,140,215,,316,43,,,,229,584,.505,,.651,16.3,7.5,4.1,0.6,,,norwowi01,NBA,1971-1972
Steve Patterson,197110150CLE,23,1,65,775,94,263,,,23,46,,228,54,,,,80,211,.357,,.500,11.9,3.2,3.5,0.8,,,pattest01,NBA,1971-1972
Tom Payne,197110120CIN,21,1,29,227,45,103,,,29,46,,69,15,,,,40,119,.437,,.630,7.8,4.1,2.4,0.5,,,payneto01,NBA,1971-1972
Howard Porter,197110260POR,23,1,67,730,171,403,,,59,77,,183,24,,,,88,401,.424,,.766,10.9,6.0,2.7,0.4,,,porteho01,NBA,1971-1972
Clifford Ray,197110120CHI,23,1,82,1872,222,445,,,134,218,,869,254,,,,296,578,.499,,.615,22.8,7.0,10.6,3.1,,,raycl01,NBA,1971-1972
Jackie Ridgle,197110190MIL,23,1,32,107,19,44,,,19,26,,15,7,,,,15,57,.432,,.731,3.3,1.8,0.5,0.2,,,ridglja01,NBA,1971-1972
Rich Rinaldi,197110160BAL,22,1,39,159,42,104,,,20,30,,18,15,,,,25,104,.404,,.667,4.1,2.7,0.5,0.4,,,rinalri01,NBA,1971-1972
Curtis Rowe,197110120NYK,22,1,82,2661,369,802,,,192,287,,699,99,,,,171,930,.460,,.669,32.5,11.3,8.5,1.2,,,rowecu01,NBA,1971-1972
Charlie Scott*,197203150PHO,23,1,6,177,48,113,,,17,21,,23,26,,,,19,113,.425,,.810,29.5,18.8,3.8,4.3,,,scottch01,NBA,1971-1972
Elmore Smith,197110120BUF,22,1,78,3186,579,1275,,,194,363,,1184,111,,,,306,1352,.454,,.534,40.8,17.3,15.2,1.4,,,smithel01,NBA,1971-1972
Randy Smith,197110120BUF,23,1,76,2094,432,896,,,158,254,,368,189,,,,202,1022,.482,,.622,27.6,13.4,4.8,2.5,,,smithra01,NBA,1971-1972
William Smith,197110150POR,22,1,22,448,72,173,,,38,64,,135,19,,,,73,182,.416,,.594,20.4,8.3,6.1,0.9,,,smithwi01,NBA,1971-1972
Larry Steele,197110150POR,22,1,72,1311,148,308,,,70,97,,282,161,,,,198,366,.481,,.722,18.2,5.1,3.9,2.2,,,steella01,NBA,1971-1972
George Trapp,197110120CIN,23,1,60,890,144,388,,,105,139,,183,51,,,,144,393,.371,,.755,14.8,6.6,3.1,0.9,,,trappge01,NBA,1971-1972
Sidney Wicks,197110150POR,22,1,82,3245,784,1837,,,441,621,,943,350,,,,186,2009,.427,,.710,39.6,24.5,11.5,4.3,,,wickssi01,NBA,1971-1972
Nate Williams,197110120CIN,21,1,81,2173,418,968,,,127,172,,372,174,,,,300,963,.432,,.738,26.8,11.9,4.6,2.1,,,willina01,NBA,1971-1972
Isaiah Wilson,197110270BAL,23,1,48,322,63,177,,,41,56,,47,41,,,,32,167,.356,,.732,6.7,3.5,1.0,0.9,,,wilsois01,NBA,1971-1972
Dave Wohl,197110120CHI,22,1,79,1628,243,567,,,156,206,,150,228,,,,229,642,.429,,.757,20.6,8.1,1.9,2.9,,,wohlda01,NBA,1971-1972
Barry Yates,197110230PHI,26,1,24,144,31,83,,,7,11,,40,7,,,,14,69,.373,,.636,6.0,2.9,1.7,0.3,,,yatesba01,NBA,1971-1972
Charlie Yelverton,197110150POR,23,1,69,1227,206,530,,,133,188,,201,81,,,,145,545,.389,,.707,17.8,7.9,2.9,1.2,,,yelvech01,NBA,1971-1972
Jim Ard,197010160NYA,22,1,73,1027,174,382,0,3,79,132,112,337,40,,,108,119,427,.455,.000,.598,14.1,5.8,4.6,0.5,,,ardji01,ABA,1970-1971
Walker Banks,197010150PTC,23,1,16,154,17,34,0,0,7,17,19,49,8,,,16,34,41,.500,,.412,9.6,2.6,3.1,0.5,,,bankswa01,ABA,1970-1971
Zelmo Beaty*,197010140UTS,31,1,76,2915,661,1192,2,4,420,531,407,1190,148,,,196,299,1744,.555,.500,.791,38.4,22.9,15.7,1.9,,,beatyze01,ABA,1970-1971
Clarence Brookins,197010180PTC,,1,8,59,8,26,0,1,5,12,8,12,1,,,0,5,21,.308,.000,.417,7.4,2.6,1.5,0.1,,,brookcl01,ABA,1970-1971
Joe Caldwell,197010300CAR,29,1,72,3008,685,1528,6,30,302,541,216,489,301,,,249,237,1678,.448,.200,.558,41.8,23.3,6.8,4.2,,,caldwjo01,ABA,1970-1971
Bobby Croft,197010150INA,24,1,62,739,126,348,0,2,73,112,83,206,41,,,44,137,325,.362,.000,.652,11.9,5.2,3.3,0.7,,,croftbo01,ABA,1970-1971
Mack Daughtry,197010150FLO,24,1,4,43,4,10,0,0,5,5,2,5,3,,,0,4,13,.400,,1.000,10.8,3.3,1.3,0.8,,,daughma01,ABA,1970-1971
Willie Davis,197011050FLO,25,1,8,29,7,15,0,0,4,8,7,13,2,,,3,10,18,.467,,.500,3.6,2.3,1.6,0.3,,,daviswi01,ABA,1970-1971
Billy DeAngelis,197010150PTC,24,1,8,47,3,6,0,0,4,6,2,6,8,,,5,16,10,.500,,.667,5.9,1.3,0.8,1.0,,,deangbi01,ABA,1970-1971
Joe DePre,197011070CAR,23,1,72,1707,250,488,0,4,132,172,55,175,138,,,137,262,632,.512,.000,.767,23.7,8.8,2.4,1.9,,,deprejo01,ABA,1970-1971
Coby Dietrick,197010200MMP,22,1,37,357,61,160,0,1,21,34,39,114,33,,,37,56,143,.381,.000,.618,9.6,3.9,3.1,0.9,,,dietrco01,ABA,1970-1971
Carl Fuller,197010150FLO,25,1,70,1151,170,372,0,1,72,120,102,330,54,,,75,209,412,.457,.000,.600,16.4,5.9,4.7,0.8,,,fulleca01,ABA,1970-1971
Joe Hamilton,197010180INA,22,1,84,2564,500,1184,85,285,233,279,96,285,365,,,138,279,1318,.422,.298,.835,30.5,15.7,3.4,4.3,,,hamiljo01,ABA,1970-1971
Jim Hayes,197010290UTS,22,1,47,494,46,109,0,0,52,67,20,45,47,,,45,73,144,.422,,.776,10.5,3.1,1.0,1.0,,,hayesji01,ABA,1970-1971
Charlie Hentz,197010150PTC,23,1,57,1075,142,303,0,4,57,98,148,386,31,,,82,114,341,.469,.000,.582,18.9,6.0,6.8,0.5,,,hentzch01,ABA,1970-1971
Dan Hester,197010140UTS,22,1,42,555,97,245,5,12,49,60,83,234,35,,,44,82,248,.396,.417,.817,13.2,5.9,5.6,0.8,,,hesteda01,ABA,1970-1971
Earle Higgins,197010150INA,24,1,53,467,104,223,3,17,20,30,48,128,35,,,26,109,231,.466,.176,.667,8.8,4.4,2.4,0.7,,,higgiea01,ABA,1970-1971
George Irvine,197010170VIR,22,1,34,338,83,149,2,8,26,35,21,65,25,,,25,67,194,.557,.250,.743,9.9,5.7,1.9,0.7,,,irvinge01,ABA,1970-1971
Dan Issel*,197010150INA,22,1,83,3274,938,1934,0,15,604,748,421,1093,162,,,221,323,2480,.485,.000,.807,39.4,29.9,13.2,2.0,,,isselda01,ABA,1970-1971
Neil Johnson,197010170VIR,27,1,78,1838,398,758,0,2,194,259,268,668,179,,,163,295,990,.525,.000,.749,23.6,12.7,8.6,2.3,,,johnsne02,ABA,1970-1971
Rich Johnson,197011290PTC,24,1,38,542,92,191,0,0,36,54,46,152,19,,,27,83,220,.482,,.667,14.3,5.8,4.0,0.5,,,johnsri01,ABA,1970-1971
Joe Kennedy,197010170VIR,24,1,82,1382,189,498,0,2,130,160,148,341,73,,,97,156,508,.380,.000,.813,16.9,6.2,4.2,0.9,,,kennejo01,ABA,1970-1971
Lonnie Kluttz,197010150FLO,25,1,3,8,0,4,0,0,0,0,2,5,0,,,0,3,0,.000,,,2.7,0.0,1.7,0.0,,,kluttlo01,ABA,1970-1971
Wendell Ladner,197010200MMP,22,1,77,2504,572,1308,8,29,154,219,337,875,160,,,170,334,1306,.437,.276,.703,32.5,17.0,11.4,2.1,,,ladnewe01,ABA,1970-1971
Dave Lattin,197011120PTC,27,1,71,1135,177,377,0,1,108,177,147,467,64,,,111,215,462,.469,.000,.610,16.0,6.5,6.6,0.9,,,lattida01,ABA,1970-1971
Harry Laurie,197101240PTC,26,1,9,57,3,12,0,0,7,11,7,15,8,,,10,16,13,.250,,.636,6.3,1.4,1.7,0.9,,,lauriha01,ABA,1970-1971
Chuck Lloyd,197102240CAR,23,1,14,118,23,51,0,0,20,30,14,25,6,,,2,25,66,.451,,.667,8.4,4.7,1.8,0.4,,,lloydch01,ABA,1970-1971
Mike Maloy,197011070VIR,21,1,55,725,149,334,0,1,98,139,88,236,43,,,62,125,396,.446,.000,.705,13.2,7.2,4.3,0.8,,,maloymi01,ABA,1970-1971
Rod McDonald,197010140UTS,25,1,29,206,50,109,2,2,15,25,40,93,7,,,17,41,117,.459,1.000,.600,7.1,4.0,3.2,0.2,,,mcdonro01,ABA,1970-1971
Rick Mount,197010150INA,24,1,66,832,149,402,23,79,116,145,28,71,107,,,78,127,437,.371,.291,.800,12.6,6.6,1.1,1.6,,,mountri01,ABA,1970-1971
Ron Nelson,197010150FLO,24,1,59,490,72,172,1,3,41,54,19,53,47,,,46,95,186,.419,.333,.759,8.3,3.2,0.9,0.8,,,nelsoro01,ABA,1970-1971
Dick Nemelka,197010140UTS,27,1,39,504,82,213,20,62,32,49,24,59,57,,,41,60,216,.385,.323,.653,12.9,5.5,1.5,1.5,,,nemeldi01,ABA,1970-1971
Dave Newmark,197011060CAR,24,1,31,457,100,209,0,0,34,60,46,157,28,,,41,84,234,.478,,.567,14.7,7.5,5.1,0.9,,,newmada01,ABA,1970-1971
Fran O'Hanlon,197010150FLO,22,1,14,101,8,22,0,1,6,9,2,4,13,,,22,18,22,.364,.000,.667,7.2,1.6,0.3,0.9,,,ohanlfr01,ABA,1970-1971
Billy Paultz,197010150PTC,22,1,83,2758,510,973,0,2,201,269,239,940,160,,,206,274,1221,.524,.000,.747,33.2,14.7,11.3,1.9,,,paultbi01,ABA,1970-1971
Mike Pratt,197010150INA,22,1,78,1213,173,416,3,11,91,121,91,225,188,,,124,135,440,.416,.273,.752,15.6,5.6,2.9,2.4,,,prattmi01,ABA,1970-1971
Sam Robinson,197010150FLO,23,1,83,2172,405,896,4,19,103,134,143,410,112,,,94,182,917,.452,.211,.769,26.2,11.0,4.9,1.3,,,robinsa01,ABA,1970-1971
Charlie Scott*,197010170VIR,22,1,84,3185,902,1947,16,65,456,611,150,438,472,,,319,298,2276,.463,.246,.746,37.9,27.1,5.2,5.6,,,scottch01,ABA,1970-1971
Ray Scott,197010170VIR,32,1,72,1552,420,933,1,1,187,236,163,573,123,,,137,180,1028,.450,1.000,.792,21.6,14.3,8.0,1.7,,,scottra01,ABA,1970-1971
Ralph Simpson,197010140UTS,21,1,81,1820,460,1108,17,60,215,285,125,231,168,,,186,152,1152,.415,.283,.754,22.5,14.2,2.9,2.1,,,simpsra01,ABA,1970-1971
Ken Spain,197010150PTC,24,1,11,112,8,22,0,0,8,17,11,40,2,,,9,17,24,.364,,.471,10.2,2.2,3.6,0.2,,,spainke01,ABA,1970-1971
Dennis Stewart,197012260FLO,23,1,10,66,15,44,1,3,5,7,4,14,1,,,9,12,36,.341,.333,.714,6.6,3.6,1.4,0.1,,,stewade01,ABA,1970-1971
Ollie Taylor,197010150PTC,23,1,80,1617,251,496,5,12,187,277,111,307,146,,,162,231,694,.506,.417,.675,20.2,8.7,3.8,1.8,,,taylool01,ABA,1970-1971
Al Tucker,197102280VIR,27,1,14,331,66,149,3,7,34,42,19,65,12,,,25,40,169,.443,.429,.810,23.6,12.1,4.6,0.9,,,tuckeal01,ABA,1970-1971
Sam Watts,197010150PTC,22,1,54,650,109,287,14,41,49,67,45,99,45,,,68,106,281,.380,.341,.731,12.0,5.2,1.8,0.8,,,wattssa01,ABA,1970-1971
Al Williams,197010150INA,22,1,11,70,19,43,0,0,5,10,9,26,5,,,7,13,43,.442,,.500,6.4,3.9,2.4,0.5,,,willial01,ABA,1970-1971
Chuck Williams,197010150PTC,24,1,83,1795,268,613,1,4,249,317,90,185,170,,,151,161,786,.437,.250,.785,21.6,9.5,2.2,2.0,,,willich02,ABA,1970-1971
Vann Williford,197010150FLO,23,1,38,295,62,141,3,9,21,37,28,68,15,,,21,34,148,.440,.333,.568,7.8,3.9,1.8,0.4,,,williva01,ABA,1970-1971
Jim Wilson,197010150PTC,,1,6,44,1,8,0,0,4,6,1,6,8,,,5,3,6,.125,,.667,7.3,1.0,1.0,1.3,,,wilsoji01,ABA,1970-1971
Steve Wilson,197010140UTS,22,1,39,261,52,132,8,33,22,41,22,48,29,,,30,43,134,.394,.242,.537,6.7,3.4,1.2,0.7,,,wilsost01,ABA,1970-1971
Howie Wright,197010210KEN,23,1,52,612,94,245,9,42,40,49,23,80,63,,,59,89,237,.384,.214,.816,11.8,4.6,1.5,1.2,,,wrighho01,ABA,1970-1971
Don Adams,197010130CHI,23,1,82,2374,391,957,,,155,212,,581,173,,,,344,937,.409,,.731,29.0,11.4,7.1,2.1,,,adamsdo01,NBA,1970-1971
Tiny Archibald*,197010140CIN,22,1,82,2867,486,1095,,,336,444,,242,450,,,,218,1308,.444,,.757,35.0,16.0,3.0,5.5,,,architi01,NBA,1970-1971
Bob Arnzen,197010140CIN,23,1,55,594,128,277,,,45,52,,152,24,,,,54,301,.462,,.865,10.8,5.5,2.8,0.4,,,arnzebo01,NBA,1970-1971
Dennis Awtrey,197010140PHI,22,1,70,1292,200,421,,,104,157,,430,89,,,,211,504,.475,,.662,18.5,7.2,6.1,1.3,,,awtrede01,NBA,1970-1971
Moe Barr,197010140CIN,26,1,31,145,25,62,,,11,13,,20,28,,,,27,61,.403,,.846,4.7,2.0,0.6,0.9,,,barrmo01,NBA,1970-1971
Tom Black,197010140SEA,29,1,71,873,121,301,,,57,88,,259,44,,,,136,299,.402,,.648,12.3,4.2,3.6,0.6,,,blackto01,NBA,1970-1971
Bob Christian,197010210ATL,24,1,54,524,55,127,,,40,64,,177,30,,,,118,150,.433,,.625,9.7,2.8,3.3,0.6,,,chrisbo01,NBA,1970-1971
Jimmy Collins,197010130CHI,24,1,55,478,92,214,,,35,45,,54,60,,,,43,219,.430,,.778,8.7,4.0,1.0,1.1,,,colliji01,NBA,1970-1971
